,회사명,채용공고 제목,채용공고 세부 사항,기술 세부 사항,링크
63,(주)이든티앤에스,기술연구소 신입/경력사원 채용(Document AI/자연어/생성언어外),"서울,영등포구,신입·경력,대졸↑,정규직","딥러닝,AI(인공지능),NLP(자연어처리),NLU(자연어이해),OCR",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47764274&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b34a009d-a71f-4699-ba47-f8e518fe0d9e
64,(주)에이아이비즈,인공지능/머신러닝 개발자 정규직 채용,"서울,동작구,경력 3~10년,대졸↑,정규직","딥러닝,알고리즘,Tensorflow,블록체인,빅데이터",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44865676&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b34a009d-a71f-4699-ba47-f8e518fe0d9e
65,(주)닷밀,인공지능/딥러닝 기반 문화콘텐츠 기술연구원[전문연구요원 가능],"서울,마포구,신입·경력,대졸↑,정규직","딥러닝,알고리즘,R,음성인식,블록체인",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47683791&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b34a009d-a71f-4699-ba47-f8e518fe0d9e
66,(주)크리에이츠,영상처리 개발자,"서울,강남구,경력 3~10년,초대졸↑,정규직","딥러닝,블록체인,빅데이터,C++,C언어",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47829636&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b34a009d-a71f-4699-ba47-f8e518fe0d9e
67,(주)액션파워,인공지능/머신러닝 엔지니어 채용,"서울,관악구,신입·경력,대졸↑,정규직","딥러닝,AI(인공지능),Python,Pytorch,SE(시스템엔지니어)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=43586786&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b34a009d-a71f-4699-ba47-f8e518fe0d9e
68,(주)크리에이츠,AI 비전 엔지니어,"서울,서초구,신입·경력,대졸↑,정규직","딥러닝,알고리즘,S/W,블록체인,빅데이터",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47898471&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b34a009d-a71f-4699-ba47-f8e518fe0d9e
69,슈어소프트테크(주),[AI기술팀] LLM 연구 개발자,"경기전체,경력 2~15년,대졸↑,정규직","딥러닝,S/W,AI(인공지능),Python,알고리즘",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47764825&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b34a009d-a71f-4699-ba47-f8e518fe0d9e
70,시그마케이 주식회사,시그마케이 주식회사 딥러닝 개발자 채용,"서울,노원구,경력무관,대졸↑,정규직","딥러닝,알고리즘,Tensorflow,머신러닝,Pytorch",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47966571&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b34a009d-a71f-4699-ba47-f8e518fe0d9e
71,(주)씨이랩,[(주)씨이랩] ML FW개발자 모집,"서울,강남구,경력1년↑,대졸↑,정규직","딥러닝,Redis,SQL,Python,Pytorch",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47873599&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b34a009d-a71f-4699-ba47-f8e518fe0d9e
72,(주)한싹,솔루션연구소 AI팀 연구개발자 채용,"서울,구로구,경력2년↑,대졸↑","딥러닝,AI(인공지능),AIX,JSP,Matlab",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47838038&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b34a009d-a71f-4699-ba47-f8e518fe0d9e
73,(주)엠폴시스템,(주)엠폴시스템 AI데이터 사이언티스트 모집합니다.,"서울,강서구,경력5년↑,학력무관,정규직","딥러닝,AI(인공지능),Python,Pytorch,알고리즘",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47791397&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b34a009d-a71f-4699-ba47-f8e518fe0d9e
74,(주) 스카이브,AI 개발자 경력사원 채용,"서울,서초구,경력2년↑,학력무관,정규직","딥러닝,Keras,Tensorflow,머신러닝,Python",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47831052&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b34a009d-a71f-4699-ba47-f8e518fe0d9e
75,(주)코눈,[C#] Machine Vision 영상처리 개발자 모집,"서울,금천구,경력무관,초대졸↑,정규직","딥러닝,유지보수,.NET,Python,OpenCV",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47665184&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b34a009d-a71f-4699-ba47-f8e518fe0d9e
76,(주)델타엑스,AI 연구원 및 개발자 모집,"서울,구로구,경력,석사↑,정규직","딥러닝,알고리즘,Tensorflow,솔루션,머신러닝",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47755021&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b34a009d-a71f-4699-ba47-f8e518fe0d9e
77,(주)슈프리마,[슈프리마 AI] 얼굴인식/비디오분석 알고리즘 개발자 모집,"경기,성남시 분당구,경력 2~5년,대졸↑,정규직","딥러닝,알고리즘,영상처리,AI(인공지능),알고리즘개발",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47917530&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b34a009d-a71f-4699-ba47-f8e518fe0d9e
78,(주)트루엔,AI 개발자,"서울전체,경력 3~15년,대졸↑,정규직","딥러닝,AI(인공지능),알고리즘,영상처리,Tensorflow",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47912171&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b34a009d-a71f-4699-ba47-f8e518fe0d9e
79,(주)딥파인,AI Engineer,"서울,용산구,경력3년↑,대졸↑,정규직","딥러닝,AR(증강현실),VR(가상현실),솔루션,AI(인공지능)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47917869&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b34a009d-a71f-4699-ba47-f8e518fe0d9e
80,(주)아이와즈,"[AI] Python JAVA 머신러닝 개발자 모집(석,박사 모집)","대전,유성구,경력,석사↑,정규직·산업기능요원","딥러닝,AI(인공지능),SQL,Python,IoT",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47652219&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
81,(주)아이와즈,[AI] Python JAVA 머신러닝 개발자 모집,"대전,유성구,경력무관,학력무관,정규직·산업기능요원","딥러닝,AI(인공지능),SQL,Python,IoT",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47647080&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
82,(주)포소드,2024년 상반기 AI 개발자 채용,"서울,영등포구,경력무관,초대졸↑,정규직","딥러닝,Keras,영상처리,Git,Tensorflow",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47747170&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
83,(주)트루라이트코리아,AI 개발자 채용,"서울,강남구,경력 5~15년,대졸↑,정규직","딥러닝,AI(인공지능),인터넷만화",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47763097&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
84,㈜그린텍아이엔씨,AI 개발자 모집,"경기,안양시 동안구,경력3년↑,학력무관,정규직","딥러닝,알고리즘,C#,C++,솔루션",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47953967&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
85,(주)인터엑스,"[서울] AI Researcher (언어모델, LLM, NLP)","서울전체,경력 2~7년,대졸↑,정규직","딥러닝,AI(인공지능),SQL,Python,Pytorch",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47637861&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
86,(주)딥인사이트,AI 개발자 모집,"경기,성남시 분당구,경력2년↑,대졸↑,정규직","딥러닝,컴퓨터비전,알고리즘,S/W,네트워크",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47627494&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
87,(주)인텔리빅스,[AI연구소] Vision-AI 모델 개발 인원 모집(병역특례포함),"서울,서초구,경력무관,대졸↑,정규직","딥러닝,AI(인공지능),Windows,Pytorch,신경망",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47849928&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
88,(주)딥인사이트,AI 개발자,"경기전체,경력 2~7년,대졸↑,정규직","딥러닝,S/W,AI(인공지능),Python,Pytorch",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47628882&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
89,(주)디파인,[AI 기술 개발] 부문 신입/경력 채용 (전문연구요원 채용 가능),"경기,성남시 분당구,신입·경력,석사↑,정규직·전문연구요원","딥러닝,Python,Matlab,알고리즘,Java",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47932611&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
90,한화비전(주),AI 연구원,"경기전체,경력 3~12년,석사↑,정규직","딥러닝,AI(인공지능),Python,Pytorch,모델링",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46801516&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
91,(주)와따,[WATA Inc] 비젼 알고리즘 개발 연구원,"경기전체,경력 3~13년,대졸↑,정규직","딥러닝,OpenCV,Python,알고리즘,R",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47842348&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
92,(주)모빌테크,[모빌테크] SLAM & Computer Vision 연구원 모집 (신입/경력),"서울,서초구,신입·경력,대졸↑,정규직","딥러닝,AI(인공지능),Python,Pytorch,컴퓨터비전",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47815044&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
93,(주)트윔,[면접비 지급] 인공지능 기반 머신비전 연구개발,"경기,화성시,신입·경력,대졸↑,정규직","딥러닝,AI(인공지능),Windows,OpenCV,Python",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47849100&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
94,(주)딥인사이트,AI SOC 응용 프로그램 개발자,"경기전체,경력 2~7년,대졸↑,정규직","딥러닝,S/W,AI(인공지능),Python,Pytorch",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47803770&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
95,(주)디파인,[클라우드 SW 개발] 부문 신입/경력 채용 (전문연구요원 가능),"경기,성남시 분당구,신입·경력,대졸↑,정규직·전문연구요원","딥러닝,AI(인공지능),영상처리,S/W,클라우드",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47932645&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
96,(주)엑셈,"[코스닥상장사] 엑셈 데이터 사이언티스트 (경력 5년이상, 과장급)","서울,강서구,경력 5~10년,학력무관,정규직","딥러닝,SE(시스템엔지니어),알고리즘,클라우드,빅데이터",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45341375&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
97,(주)블랙탠저린,머신러닝 개발자 구인,"서울,강남구,경력 3~20년,학력무관,정규직","딥러닝,알고리즘,AWS,블록체인,빅데이터",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45702882&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
98,(주)디에스앤지,"AI 인프라, AI Ops 환경 구성","서울전체,경력 6~20년,대졸↑,정규직","딥러닝,AI(인공지능),Python,Kafka,모델링",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46987967&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
99,(주)플래티어,데이터 엔지니어,"서울전체,경력 3~10년,학력무관,정규직","딥러닝,SQL,ETL,Python,RDBMS",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47481029&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
100,(주)딥인사이트,AI SoC 응용 프로그램 개발자 모집,"경기,성남시 분당구,경력2년↑,대졸↑,정규직","딥러닝,알고리즘,RTOS,S/W,C++",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47706634&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
101,(주)럭스로보,VISION SW 개발 경력자 채용,"서울,서초구,경력 3~12년,대졸↑,정규직","딥러닝,NLP(자연어처리),Pytorch,SE(시스템엔지니어),알고리즘",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47758899&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
102,(주)스위트케이,자연어처리 및 컴퓨터비전 분야 인공지능(AI) 연구원 모집,"경기,과천시,신입·경력,대졸↑,정규직·계약직","딥러닝,컴퓨터비전,알고리즘,S/W,Tensorflow",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47633520&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
103,(주)플래티어,형상관리 솔루션 엔지니어,"서울전체,경력 2~15년,학력무관,정규직","딥러닝,SE(시스템엔지니어),MSSQL,DevOps,Linux",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47162878&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
104,(주)안랩,[AhnLab] 2024년 상반기 신입/Junior 공개채용,"경기,성남시 분당구,신입·경력,대졸↑,정규직","딥러닝,유지보수,PostgreSQL,SQL,Python",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47899766&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
105,메이츠소프트주식회사,인공지능(AI) 소프트웨어 경력 개발자 모집,"서울,영등포구,경력2년↑,대졸↑,정규직","딥러닝,S/W,Tensorflow,빅데이터,C#",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47893362&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
106,(주)다비오,(주)다비오 SAR 신호처리 엔지니어 채용,"서울,마포구,경력 2~7년,대졸↑,정규직","딥러닝,알고리즘,Unix,Python,Matlab",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47907876&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
107,(주)지란지교데이터,AI 인공지능 개발자 채용 (5년 이상 경력) - 대전,"대전,유성구,경력 5~8년,대졸↑,정규직","딥러닝,AI(인공지능),NLP(자연어처리),Python,OCR",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47891925&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
108,(주)컴퓨터메이트,AI Model 개발자 모집(경력자모집),"대구,수성구,경력2년↑,대졸↑,정규직","딥러닝,Keras,Tensorflow,Java,빅데이터",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47567292&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
109,(주)딥인사이트,영상처리 응용 SW 개발자 모집,"경기,성남시 분당구,경력무관,대졸↑,정규직","딥러닝,MFC,Qt,알고리즘,컴퓨터비전",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47956670&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
110,오케스트로(주),AI Engineer (NLP),"서울전체,경력 2~11년,학력무관,정규직","딥러닝,AI(인공지능),NLP(자연어처리),Python,Pytorch",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46977936&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
111,(주)메디인테크,[전문연구요원 가능] 인공지능 연구원,"서울,종로구,경력무관,학력무관,정규직","딥러닝,알고리즘,영상처리,Tensorflow,Linux",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47547323&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
112,아이디비(주),AI 개발자 모집,"서울,강남구,경력무관,학력무관,정규직·계약직","딥러닝,Keras,R,Tensorflow,머신러닝",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47584615&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
113,딥퓨전에이아이(주),ROS2 Application 개발자,"서울,강남구,경력무관,학력무관,정규직","딥러닝,Tensorflow,Java,C++,머신러닝",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47812658&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
114,(주)모빌린트,[전문연구요원 가능] Deep Learning Research Engineer,"서울,강남구,신입·경력,석사↑,정규직","딥러닝,AI(인공지능),Python,Pytorch,알고리즘",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45393244&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
115,주식회사 제제소프트,"빅데이터 플랫폼 개발자,  머신러닝 개발자","서울,강남구,경력 3~15년,석사↑,정규직","딥러닝,API,SE(시스템엔지니어),알고리즘,MongoDB",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47241049&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
116,(주)노르마,양자컴퓨팅 연구원(신입 및 경력),"서울,성동구,신입·경력,대졸↑,정규직","딥러닝,AI(인공지능),Python,Pytorch,SE(시스템엔지니어)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46190601&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
117,(주)옥토봇,(주)옥토봇 AI 엔지니어 모집,"서울,강남구,경력무관,대졸↑,정규직·계약직","딥러닝,Keras,알고리즘,컴퓨터비전,영상처리",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47727681&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
118,(주)와따,C# 응용프로그램 개발자 모집,"경기전체,경력 3~15년,초대졸↑,정규직","딥러닝,유지보수,S/W,OpenCV,Python",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47505640&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
119,(주)비아이씨티,2024년 상반기 지능형 영상처리 S/W 개발자 추가채용,"부산,북구,경력 4~10년,대졸↑,정규직","딥러닝,알고리즘,영상처리,S/W,Linux",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47719549&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
120,아이헤이트플라잉버그스(주),머신러닝 엔지니어 / AI Researcher,"서울전체,경력 5~10년,학력무관,정규직","딥러닝,AI(인공지능),SQL,Python,Pytorch",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46733926&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
121,오케스트로(주),지능형 클라우드 R&D 연구원(전문연구요원),"서울전체,경력 1~5년,학력무관,정규직","딥러닝,Python,SE(시스템엔지니어),알고리즘,GCP",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46126550&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
122,다임리서치(주),백엔드 엔지니어 (AI 로봇 관제 솔루션) ,"서울,서초구,경력 5~10년,대졸↑,정규직","딥러닝,AI(인공지능),PostgreSQL,.NET,RDBMS",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=43947020&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
123,(주)금도시스템,[R&D개발] 인공지능 관련 모델 및 서비스 개발자,"대구,북구,경력,대졸↑,정규직","딥러닝,Pytorch,Keras,R,영상처리",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47658018&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
124,렉스젠(주),영상분석 AI 개발 팀원,"경기전체,경력 3~5년,석사↑,정규직","딥러닝,AI(인공지능),OpenCV,Python,Pytorch",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47872976&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
125,위드로봇(주),"알고리즘, DNN 개발자 신입/경력 채용","서울,송파구,경력 5~20년,대졸↑,정규직","딥러닝,알고리즘,Tensorflow,Linux,C++",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47806236&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
126,데이터플로,인공지능 AI 모형 개발 최적화 & 데이터 분석,"서울,강남구,경력무관,학력무관,정규직","딥러닝,PaaS,알고리즘,Kubernetes,AWS",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47946949&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
127,(주)티오이십일콤즈,Phyton 및 인공지능(AI) 개발자 모집,"서울전체,경력 5~10년,초대졸↑,정규직","딥러닝,AI(인공지능),Windows,RestAPI,Python",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45096136&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
128,(주)데이터디자인엔지니어링,Computer Vision Engineer / Researcher,"서울,구로구,경력무관,대졸↑,정규직","딥러닝,컴퓨터비전,이미지프로세싱,빅데이터,머신러닝",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47863789&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
