player_name,team_name,age,position,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MoM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Dribbles allowed,Blocks,OwnGoal,Key_pass_per_game,Dribble,Foul_given_game,Offside_given_per_game,Dispossessed_per_game,Unsuccessful touches,Average_per_pass,Crosses_per_game,Longpass_per_game,Through_ball_per_game,xG,xGDiff,xGPerNinety,totalShots,xGPerShot,position_1,position_2,position_3,position_4,position_5,position_6
Sergi Roberto,Barcelona,32,"RB, CM, RM",15(8),1309,4,1,3,0,0.8,92.8,0.3,0,6.65,1.0,0.5,0.8,0.1,0.6,0.5,0.3,0,0.4,0.2,0.5,0.1,0.1,0.4,36.2,0.3,1.1,0.0,2.31,1.69,0.16,18.0,0.13,RB, CM, RM,,,
Mouctar Diakhaby,Valencia,27,"CB, CDM",28(1),2449,3,0,5,1,0.7,82.1,1.7,1,6.65,1.0,0.7,0.8,0.6,3.6,0.2,0.6,0,0.2,0.2,0.4,0.1,0.1,0.5,40.7,0.0,2.9,0.0,2.9,0.1,0.11,21.0,0.14,CB, CDM,,,,
Joseph Aidoo,Celta Vigo,28,CB,35,3121,3,0,4,1,0.4,86.6,1.8,2,6.65,1.5,0.9,0.5,0.7,4.1,0.3,0.4,0,0.1,0.2,0.5,0.0,0.3,0.3,50.0,0.0,2.3,0.0,1.29,1.71,0.04,14.0,0.09,CB,,,,,
Igor Zubeldia,Real Sociedad,27,"CB, CDM",29(2),2547,1,1,10,0,0.2,85.7,1.9,1,6.64,1.1,0.7,1.4,0.6,2.9,0.3,0.5,1,0.1,0.3,0.3,0.0,0.0,0.2,49.4,0.1,2.9,0.0,0.82,0.18,0.03,6.0,0.14,CB, CDM,,,,
Luiz Henrique,Real Betis,23,"LAM, RAM",21(12),1816,1,3,6,0,1.3,76.3,0.8,2,6.64,1.5,0.4,0.8,0.0,0.4,0.7,0.0,0,0.5,1.7,1.2,0.2,1.8,1.8,15.8,0.3,0.3,0.0,2.64,-1.64,0.13,42.0,0.06,LAM, RAM,,,,
Ander Barrenetxea,Real Sociedad,22,"LM, RM",9(14),874,3,1,4,0,0.8,77.2,0.5,0,6.64,0.9,0.2,1.0,0.1,0.3,0.7,0.0,0,0.4,1.5,0.6,0.0,0.8,1.6,14.7,0.2,0.4,0.0,2.9,0.1,0.3,18.0,0.16,LM, RM,,,,
Hugo Mallo,Celta Vigo,32,"CB, RB, RM",26,2171,0,1,5,1,0.7,79.3,2.0,1,6.64,2.0,0.9,1.7,0.1,2.5,0.5,0.3,0,0.8,0.2,0.9,0.2,0.3,0.7,44.4,0.4,2.0,0.0,1.7,-1.7,0.07,19.0,0.09,CB, RB, RM,,,
Óscar Trejo,Rayo Vallecano,36,"CM, LM, RM, FW",28(6),2164,3,4,9,0,0.7,83.0,0.3,1,6.64,1.4,0.2,2.3,0.0,0.2,1.0,0.1,0,1.3,1.7,1.9,0.1,2.7,1.9,28.2,0.1,0.5,0.1,3.47,-0.47,0.14,25.0,0.14,CM, LM, RM, FW,,
Chris Ramos,Cadiz,27,FW,7(8),707,1,0,2,0,2.1,55.4,4.3,0,6.64,0.8,0.1,1.4,0.0,1.3,0.5,0.2,0,0.3,0.5,0.8,0.0,0.2,1.6,9.3,0.1,0.1,0.0,3.22,-2.22,0.41,31.0,0.1,FW,,,,,
Thomas Lemar,Atletico Madrid,28,"CAM, LAM, RAM",17(10),1259,1,3,1,0,0.5,88.4,0.2,0,6.63,1.1,0.3,0.3,0.0,0.4,0.7,0.1,0,1.0,0.8,0.6,0.1,0.7,0.7,28.1,0.4,1.0,0.1,1.15,-0.15,0.08,13.0,0.09,CAM, LAM, RAM,,,
Mikel Vesga,Athletic Club,31,CDM,28(8),2576,3,3,5,0,0.8,84.2,1.8,0,6.63,1.6,1.0,1.2,0.0,1.0,1.2,0.2,1,0.6,0.3,0.6,0.0,0.4,1.1,41.4,0.1,2.8,0.0,4.04,-1.04,0.14,28.0,0.14,CDM,,,,,
Carlos Clerc,Elche,32,"CB, LB, LM",31(1),2647,0,1,5,0,0.3,77.8,0.6,0,6.63,2.3,0.9,1.0,0.5,2.6,0.6,0.2,0,0.5,0.8,1.0,0.1,0.3,0.9,33.4,0.3,1.2,0.0,0.58,-0.58,0.02,9.0,0.06,CB, LB, LM,,,
Borja Iglesias,Real Betis,31,FW,29(6),2385,15,3,2,1,1.8,76.0,0.7,2,6.63,0.2,0.0,1.1,0.0,0.5,0.3,0.0,0,0.6,0.3,1.5,0.6,1.1,2.3,14.8,0.0,0.4,0.1,15.47,-0.47,0.58,64.0,0.24,FW,,,,,
Aimar Oroz,Osasuna,22,CAM,23(8),2023,3,6,6,0,0.7,80.3,0.5,3,6.63,0.8,0.8,1.2,0.0,0.1,0.7,0.0,0,1.1,1.0,2.0,0.1,1.6,1.4,26.0,0.0,0.7,0.1,3.82,-0.82,0.17,23.0,0.17,CAM,,,,,
Rodrigo Riquelme,Girona,24,"LB, CM, LM",25(9),2188,4,4,1,0,1.6,75.9,0.3,2,6.63,0.6,0.3,0.8,0.0,0.1,0.8,0.0,0,1.0,1.7,1.1,0.1,0.9,1.8,18.4,0.5,0.5,0.0,4.3,-0.3,0.18,56.0,0.08,LB, CM, LM,,,
Luis Milla,Getafe,29,CDM,22(5),1862,0,3,4,1,0.3,82.1,0.6,0,6.63,1.8,1.2,1.1,0.0,0.9,0.9,0.0,0,1.1,0.4,0.8,0.0,0.4,0.7,33.1,0.9,2.5,0.0,0.21,-0.21,0.01,8.0,0.03,CDM,,,,,
Martin Valjent,Mallorca,28,CB,30,2659,0,0,8,0,0.2,80.4,1.2,0,6.62,1.2,1.0,1.1,0.2,4.4,0.3,0.7,0,0.1,0.0,0.4,0.0,0.0,0.2,35.7,0.1,2.8,0.0,0.31,-0.31,0.01,6.0,0.05,CB,,,,,
Memphis Depay,Atletico Madrid,30,"CAM, LAM, FW",3(5),269,4,0,1,0,1.4,78.6,0.1,0,6.62,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0,1.5,1.5,1.0,0.5,2.0,3.5,31.0,0.5,1.0,0.0,1.0,0.0,0.78,6.0,0.17,CAM, LAM, FW,,,
Carlos Soler,Valencia,27,"CM, LM, RM",3,243,1,0,0,0,1.7,84.1,0.3,1,6.62,0.7,0.0,0.7,0.0,0.7,0.3,0.0,0,1.3,0.3,1.3,0.0,0.3,0.7,35.7,0.7,1.7,0.0,0.91,0.09,0.34,5.0,0.18,CM, LM, RM,,,
Nacho,Real Madrid,34,"CB, LB, RB",18(9),1632,1,1,7,0,0.3,93.0,1.3,0,6.62,0.9,0.7,0.6,0.2,1.2,0.6,0.2,1,0.4,0.4,0.5,0.1,0.3,0.6,40.5,0.0,1.0,0.0,0.92,0.08,0.05,9.0,0.1,CB, LB, RB,,,
Federico Fernández,Elche,35,CB,1,90,0,0,0,0,0.0,57.1,1.0,0,6.62,1.0,2.0,0.0,0.0,12.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,4.0,0.0,,,,,,CB,,,,,
Álex Collado,Elche,25,"CAM, RAM",8(7),725,1,1,1,0,1.1,84.4,0.3,1,6.62,1.7,0.1,0.6,0.0,0.3,0.3,0.1,0,1.3,1.0,0.7,0.1,0.6,1.1,20.9,0.5,1.0,0.0,1.03,-0.03,0.13,17.0,0.06,CAM, RAM,,,,
Eric García,Barcelona,23,"CB, RB",15(9),1414,1,0,3,0,0.3,91.0,1.0,0,6.62,1.0,0.8,0.8,0.8,1.4,0.5,0.4,0,0.0,0.1,0.3,0.0,0.1,0.4,51.6,0.0,3.4,0.0,1.02,-0.02,0.07,7.0,0.15,CB, RB,,,,
Aihen Muñoz,Real Sociedad,26,LB,20(3),1758,0,1,2,0,0.3,80.2,1.0,0,6.62,1.7,0.4,1.3,0.1,1.3,1.1,0.2,0,0.6,0.8,0.7,0.0,0.8,1.1,34.2,0.6,1.3,0.0,0.13,-0.13,0.01,6.0,0.02,LB,,,,,
Cenk Özkacar,Valencia,23,"CB, LB",14(3),1364,0,0,1,0,0.6,84.3,2.9,0,6.62,1.6,0.7,0.4,0.5,2.7,0.3,0.1,0,0.2,0.6,0.6,0.0,0.2,0.5,44.8,0.1,2.4,0.0,0.8,-0.8,0.05,11.0,0.07,CB, LB,,,,
Manu Morlanes,Mallorca,25,CDM,9(3),713,1,0,3,0,0.6,85.2,0.5,0,6.61,1.8,0.4,0.5,0.0,0.8,0.9,0.4,0,0.3,0.8,0.7,0.0,0.3,0.5,18.6,0.0,1.1,0.2,0.24,0.76,0.03,7.0,0.03,CDM,,,,,
Kike Barja,Osasuna,27,"LAM, RAM",15(12),1316,1,6,1,0,0.6,76.1,0.3,0,6.61,0.6,0.1,0.7,0.0,0.1,0.6,0.0,0,1.0,1.4,0.6,0.3,0.9,1.6,13.5,1.0,0.3,0.0,1.15,-0.15,0.08,17.0,0.07,LAM, RAM,,,,
Álvaro Aceves,Real Valladolid,20,GK,0(1),12,0,0,0,0,0.0,80.0,1.0,0,6.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,,,,,,GK,,,,,
Léo Baptistão,Almeria,31,"CAM, LAM, RAM, FW",24(4),1746,5,2,7,0,1.6,67.9,1.0,3,6.61,1.1,0.7,1.1,0.0,0.3,0.7,0.1,0,0.6,0.5,0.8,0.4,0.6,2.0,18.3,0.2,0.7,0.0,4.71,0.29,0.24,45.0,0.1,CAM, LAM, RAM, FW,,
Alejandro Catena,Rayo Vallecano,29,CB,35,3105,1,1,12,1,0.4,82.9,2.3,0,6.61,0.8,0.8,0.9,0.7,4.5,0.4,0.7,0,0.2,0.1,0.4,0.1,0.2,0.3,51.8,0.0,6.9,0.0,1.16,-0.16,0.03,14.0,0.08,CB,,,,,
Aïssa Mandi,Villarreal,32,"CB, LB, RB",16(5),1460,0,0,1,0,0.1,90.8,1.0,0,6.61,0.9,1.0,0.8,0.8,2.8,0.3,0.7,0,0.2,0.0,0.5,0.2,0.1,0.1,42.0,0.0,2.6,0.0,0.31,-0.31,0.02,2.0,0.16,CB, LB, RB,,,
Brian Oliván,Espanyol,30,"CB, LB",29(1),2413,1,7,7,0,0.5,70.1,0.6,0,6.6,1.6,0.7,1.1,0.3,1.9,0.3,0.2,0,1.1,0.1,0.5,0.1,0.2,0.8,25.0,1.1,2.2,0.0,0.69,0.31,0.03,15.0,0.05,CB, LB,,,,
César Montes,Espanyol,27,CB,18(2),1589,3,0,7,0,0.7,78.2,3.4,1,6.6,0.9,0.7,0.9,0.5,5.0,0.4,0.6,0,0.0,0.1,0.3,0.1,0.2,0.3,39.4,0.1,2.8,0.0,0.94,2.06,0.05,13.0,0.07,CB,,,,,
Dani Rodríguez,Mallorca,35,"CAM, LAM, RAM",26(9),2115,3,6,8,0,0.7,82.0,0.3,2,6.6,1.2,0.6,1.4,0.0,0.3,0.7,0.2,0,0.7,0.8,0.9,0.1,1.1,1.3,18.5,0.2,1.1,0.1,2.68,0.32,0.11,25.0,0.11,CAM, LAM, RAM,,,
José Gragera,Espanyol,23,CM,5(4),461,1,0,2,0,0.4,85.5,1.3,0,6.6,2.1,0.8,1.6,0.1,1.9,0.6,0.4,0,0.0,0.0,0.7,0.0,0.1,0.1,23.0,0.0,0.9,0.0,1.06,-0.06,0.21,4.0,0.26,CM,,,,,
Umar Sadiq,Real Sociedad,27,FW,1(1),83,1,0,0,0,0.5,100.0,1.0,0,6.6,0.0,0.0,3.0,0.0,1.0,0.3,0.0,0,1.0,1.3,0.7,2.3,3.7,2.3,11.3,0.0,0.0,0.0,1.22,0.78,0.45,7.0,0.17,FW,,,,,
Carles Pérez,Celta Vigo,26,"CAM, RAM, FW",23(12),2150,3,5,4,0,1.5,86.1,0.2,2,6.6,1.1,0.2,1.0,0.0,0.2,1.3,0.1,0,0.7,1.3,1.1,0.3,0.8,1.6,18.5,0.1,0.7,0.1,2.62,0.38,0.11,54.0,0.05,CAM, RAM, FW,,,
Jawad El Yamiq,Real Valladolid,32,CB,19(6),1612,1,0,2,1,0.7,81.6,1.7,0,6.59,0.7,1.5,0.5,0.2,3.8,0.2,0.8,0,0.2,0.4,0.4,0.0,0.2,0.6,36.2,0.0,2.8,0.0,1.5,-0.5,0.08,17.0,0.09,CB,,,,,
Théo Bongonda,Cadiz,28,"CAM, LAM, RAM",24(7),1951,4,3,2,0,1.4,76.1,0.5,1,6.59,0.9,0.2,0.5,0.0,0.3,0.7,0.1,0,0.6,1.3,1.2,0.2,0.8,1.8,13.2,0.3,0.4,0.0,4.26,-0.26,0.2,43.0,0.1,CAM, LAM, RAM,,,
Óscar Valentín,Rayo Vallecano,29,CDM,29(5),2564,0,0,11,0,0.4,81.9,0.8,0,6.59,2.7,1.3,2.2,0.2,0.8,2.2,0.3,0,0.6,0.2,1.5,0.0,0.4,0.6,34.3,0.0,2.1,0.0,0.46,-0.46,0.02,13.0,0.04,CDM,,,,,
Álex Baena,Villarreal,22,"CAM, LAM, FW",19(16),1947,6,2,11,1,1.8,81.6,0.1,2,6.59,0.9,0.2,1.7,0.0,0.4,0.9,0.1,0,0.9,0.8,1.6,0.1,1.0,1.2,23.6,0.2,1.1,0.3,4.63,1.37,0.21,62.0,0.07,CAM, LAM, FW,,,
Martín Montoya,Real Betis,33,"LB, RB, RM",6,456,0,0,1,0,0.2,81.0,1.5,0,6.59,2.2,1.5,0.7,0.8,2.2,0.3,0.2,0,0.7,0.3,1.0,0.0,0.7,1.2,32.5,0.3,0.5,0.0,0.04,-0.04,0.01,1.0,0.04,LB, RB, RM,,,
Chimy Ávila,Osasuna,30,"LAM, RAM, FW",23(6),1724,8,2,7,1,2.3,60.4,1.2,3,6.59,0.3,0.3,0.9,0.0,0.5,0.6,0.0,0,0.6,0.6,1.2,0.5,0.6,1.3,14.9,0.6,1.6,0.0,6.73,1.27,0.35,67.0,0.1,LAM, RAM, FW,,,
Dani Vivian,Athletic Club,24,CB,26(3),2374,1,0,8,1,0.4,81.5,1.4,0,6.59,2.0,0.8,1.3,0.7,3.0,0.3,0.5,0,0.2,0.1,0.7,0.1,0.5,0.7,49.1,0.0,4.1,0.0,0.87,0.13,0.03,13.0,0.07,CB,,,,,
Nico González,Valencia,22,CDM,18(8),1410,1,1,1,0,0.5,87.4,1.0,0,6.59,1.0,0.7,1.3,0.0,0.5,0.6,0.3,1,0.5,1.1,0.5,0.0,0.6,0.5,29.7,0.0,0.8,0.1,1.73,-0.73,0.11,14.0,0.12,CDM,,,,,
Sergi Guardiola,Cadiz,32,FW,14(3),1176,3,0,2,0,1.6,72.4,0.6,1,6.59,0.5,0.2,0.4,0.0,0.4,0.5,0.0,0,0.5,0.7,1.2,0.6,1.4,1.6,16.4,0.1,0.4,0.0,3.1,-0.1,0.24,27.0,0.11,FW,,,,,
Álex Centelles,Almeria,24,LB,12(4),1124,1,2,0,1,0.3,75.9,0.4,0,6.59,1.4,0.7,0.4,0.4,2.1,0.4,0.1,0,0.8,0.4,0.3,0.0,0.4,0.7,26.5,0.6,1.6,0.0,0.58,0.42,0.05,5.0,0.12,LB,,,,,
David Alaba,Real Madrid,31,"CB, LB, CM, LM",21(2),1841,1,3,3,0,0.6,89.3,0.5,0,6.58,0.7,0.6,0.4,0.3,1.6,0.3,0.4,0,0.7,0.1,0.1,0.0,0.2,0.3,48.2,0.3,1.0,0.0,0.89,0.11,0.04,14.0,0.06,CB, LB, CM, LM,,
Santiago Bueno,Girona,25,CB,34,3012,0,1,5,1,0.4,86.6,2.2,0,6.58,1.9,0.9,1.1,0.4,3.0,0.4,0.6,0,0.3,0.1,1.0,0.1,0.0,0.2,52.9,0.1,3.3,0.0,0.91,-0.91,0.03,13.0,0.07,CB,,,,,
Tete Morente,Elche,27,"CM, LM, RM",23(9),2073,4,0,5,0,1.4,80.8,1.1,1,6.58,1.0,0.8,1.0,0.1,0.8,0.7,0.1,0,0.5,1.0,0.7,0.4,0.7,1.3,19.7,0.3,1.1,0.0,3.76,0.24,0.16,46.0,0.08,CM, LM, RM,,,
Pepe Reina,Villarreal,41,GK,22,1980,0,0,2,0,0.0,77.4,0.1,0,6.58,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,33.7,0.0,4.6,0.0,,,,,,GK,,,,,
Gonzalo Melero,Almeria,30,"CM, FW",24(3),1877,4,3,5,0,0.9,86.8,0.6,0,6.58,1.2,0.3,0.9,0.0,0.7,1.1,0.1,0,0.7,0.6,1.1,0.1,0.7,1.4,27.7,0.0,1.4,0.0,3.37,0.63,0.16,24.0,0.14,CM, FW,,,,
Edgar González,Real Betis,27,"CB, CDM",18(7),1770,0,0,4,2,0.4,89.1,2.0,0,6.58,1.1,0.8,0.9,1.0,4.8,0.5,0.4,0,0.1,0.1,0.5,0.0,0.0,0.2,35.6,0.0,1.4,0.0,1.26,-1.26,0.06,9.0,0.14,CB, CDM,,,,
Ferland Mendy,Real Madrid,28,"LB, LM",17(1),1359,0,1,2,0,0.1,92.6,0.4,0,6.58,1.2,0.8,0.2,0.2,0.7,0.4,0.1,0,0.7,1.1,1.0,0.0,0.9,1.1,42.9,0.1,0.9,0.0,0.14,-0.14,0.01,1.0,0.14,LB, LM,,,,
Franco Cervi,Celta Vigo,29,"LB, CM, LM",21(15),1898,0,4,2,1,0.6,77.6,0.3,0,6.57,2.1,1.0,0.8,0.0,0.4,0.9,0.0,0,0.8,0.6,1.2,0.1,0.4,0.8,19.8,0.7,0.5,0.0,1.98,-1.98,0.09,23.0,0.09,LB, CM, LM,,,
Fernando,Sevilla,36,"CB, CDM",19(3),1581,0,1,3,1,0.3,88.7,0.9,0,6.57,1.5,1.1,0.8,0.3,1.2,0.5,0.5,1,0.4,0.1,0.4,0.0,0.5,0.6,39.2,0.0,2.4,0.0,0.24,-0.24,0.01,6.0,0.04,CB, CDM,,,,
Samu Castillejo,Valencia,29,"CAM, LAM, RAM, FW",17(8),1371,4,0,7,0,1.5,84.7,0.3,0,6.57,0.8,0.4,1.3,0.0,0.0,1.3,0.1,0,1.2,0.9,1.6,0.3,1.1,1.7,21.0,0.9,0.9,0.0,3.52,0.48,0.23,37.0,0.1,CAM, LAM, RAM, FW,,
Kike Pérez,Real Valladolid,27,CM,28(8),2319,1,2,9,0,1.3,79.3,0.9,0,6.57,1.9,0.6,1.6,0.0,0.7,1.2,0.2,0,0.9,0.8,1.6,0.1,0.9,1.4,31.5,0.3,2.3,0.0,1.95,-0.95,0.08,46.0,0.04,CM,,,,,
Florian Lejeune,Rayo Vallecano,32,CB,31,2570,4,0,4,3,1.3,79.1,1.9,1,6.57,0.9,0.5,0.7,0.5,3.8,0.3,0.5,1,0.3,0.1,0.3,0.2,0.0,0.2,45.0,0.0,4.6,0.0,2.19,1.81,0.08,41.0,0.05,CB,,,,,
Iván Sánchez,Real Valladolid,31,"CAM, RAM",13(12),1122,1,1,0,0,0.7,84.4,0.1,1,6.57,0.8,0.3,0.4,0.0,0.2,0.7,0.0,0,0.7,1.4,1.7,0.0,0.6,0.8,17.4,0.5,0.7,0.0,0.61,0.39,0.05,17.0,0.04,CAM, RAM,,,,
Rodri,Real Betis,23,"CAM, LAM, RAM",19(11),1610,2,3,0,0,0.5,89.9,0.1,1,6.57,0.5,0.4,0.2,0.0,0.0,0.3,0.0,0,0.7,1.0,1.3,0.1,0.7,1.2,26.5,0.3,1.0,0.2,1.51,0.49,0.08,15.0,0.1,CAM, LAM, RAM,,,
Isco,Sevilla,32,"CM, LM, RM, FW",10(2),803,0,2,5,0,0.3,86.8,0.4,0,6.57,1.3,0.8,0.9,0.0,0.3,0.5,0.0,0,1.4,0.9,2.8,0.5,1.8,1.8,32.8,0.3,1.3,0.1,0.29,-0.29,0.03,4.0,0.07,CM, LM, RM, FW,,
Miguel Gutiérrez,Girona,22,"LB, LM",27(7),2400,2,3,6,0,0.5,85.8,0.3,0,6.57,1.2,0.5,0.7,0.1,1.0,0.4,0.1,0,0.6,1.0,0.7,0.1,0.7,1.1,31.3,0.7,0.9,0.0,0.97,1.03,0.04,17.0,0.06,LB, LM,,,,
Iván Fresneda,Real Valladolid,19,RB,18(4),1776,0,0,3,0,0.2,80.7,0.4,0,6.56,2.2,0.7,0.6,0.0,2.0,0.8,0.4,0,0.8,0.7,1.1,0.0,0.8,1.0,31.3,0.5,1.6,0.0,0.6,-0.6,0.03,4.0,0.15,RB,,,,,
Martin Braithwaite,Espanyol,32,"CAM, LAM, RAM, FW",29(2),2468,10,2,5,1,1.9,68.9,1.5,2,6.56,0.4,0.2,0.6,0.1,0.4,0.3,0.0,0,0.4,0.5,1.4,0.4,0.6,1.7,13.7,0.1,0.4,0.0,10.87,-0.87,0.4,58.0,0.19,CAM, LAM, RAM, FW,,
Saúl Ñíguez,Atletico Madrid,29,"CB, LB, CM, LM, RM",11(20),1091,3,1,8,0,0.7,80.7,1.3,1,6.56,1.4,0.5,1.1,0.0,0.8,0.5,0.2,0,0.2,0.4,0.2,0.1,0.2,0.7,15.5,0.0,0.5,0.0,2.28,0.72,0.19,21.0,0.11,CB, LB, CM, LM, RM,
Nemanja Maksimovic,Getafe,29,CM,26(3),2069,0,0,3,0,0.6,78.7,1.6,0,6.55,1.4,1.2,0.9,0.0,0.9,0.4,0.5,0,0.3,0.1,0.3,0.0,0.2,0.6,19.1,0.1,0.6,0.0,1.97,-1.96,0.09,18.0,0.11,CM,,,,,
Youssef En-Nesyri,Sevilla,26,FW,17(14),1660,8,1,4,0,1.9,65.7,1.9,0,6.55,0.5,0.1,0.3,0.0,0.5,0.3,0.1,0,0.3,0.1,0.4,0.7,0.3,1.5,7.5,0.0,0.1,0.0,9.0,-1.0,0.49,60.0,0.15,FW,,,,,
Samú Costa,Almeria,23,CDM,22(10),1988,1,2,5,0,0.6,79.9,1.5,2,6.55,1.9,1.2,1.6,0.2,1.9,1.0,0.2,0,0.4,0.3,1.4,0.1,0.4,1.0,33.7,0.0,2.5,0.0,1.81,-0.81,0.08,20.0,0.09,CDM,,,,,
Geoffrey Kondogbia,Atletico Madrid,31,"CB, CDM",11(10),1001,0,2,5,0,0.5,89.4,0.6,0,6.55,1.9,1.2,0.8,0.0,0.5,0.4,0.0,0,0.2,0.2,0.9,0.1,0.5,0.3,30.1,0.0,1.0,0.0,0.49,-0.49,0.04,11.0,0.04,CB, CDM,,,,
Óliver Torres,Sevilla,29,"CM, LM, RM",27(5),2149,3,1,2,0,0.7,81.6,0.2,2,6.55,1.2,0.3,0.9,0.0,0.2,1.3,0.2,0,1.2,0.5,1.4,0.2,1.5,1.1,31.9,0.5,2.3,0.0,2.61,0.39,0.11,22.0,0.12,CM, LM, RM,,,
Lázaro,Almeria,22,"LAM, RAM, FW",7(12),711,6,0,1,0,1.3,80.3,0.3,1,6.55,0.2,0.1,0.4,0.0,0.1,0.6,0.1,0,0.6,0.8,0.6,0.2,0.6,0.9,10.9,0.1,0.4,0.0,4.13,1.87,0.52,25.0,0.17,LAM, RAM, FW,,,
Iván Martín,Girona,25,"CM, RM",18(6),1592,3,3,2,0,0.8,85.1,0.5,0,6.55,0.4,0.4,0.8,0.0,0.5,0.6,0.0,0,0.7,1.1,0.5,0.1,1.5,1.3,26.9,0.3,0.5,0.0,2.83,0.17,0.16,18.0,0.16,CM, RM,,,,
Ansu Fati,Barcelona,21,"LAM, FW",12(24),1382,7,3,3,0,1.7,84.8,0.2,0,6.55,0.4,0.1,0.5,0.0,0.1,0.4,0.0,0,0.4,0.6,0.4,0.3,0.8,1.0,16.4,0.1,0.3,0.0,10.24,-3.24,0.67,61.0,0.17,LAM, FW,,,,
Borja García,Girona,33,"CAM, LAM",10(1),686,1,0,1,0,0.7,82.1,0.5,0,6.55,0.9,0.5,0.4,0.1,0.4,0.6,0.1,0,0.5,0.5,1.8,0.3,1.0,0.5,23.9,0.1,0.5,0.0,0.44,0.56,0.06,8.0,0.05,CAM, LAM,,,,
Axel Witsel,Atletico Madrid,35,"CB, CM",25(8),2255,0,0,2,1,0.3,92.7,1.2,0,6.55,1.1,0.7,0.6,0.4,2.2,0.4,0.3,0,0.1,0.2,0.5,0.0,0.1,0.2,40.1,0.0,1.0,0.0,0.56,-0.56,0.02,9.0,0.06,CB, CM,,,,
Íñigo Lekue,Athletic Club,30,"LB, RB, LM, RM",14(6),1323,0,1,1,0,0.5,81.0,0.9,0,6.54,1.2,0.7,0.8,0.1,1.3,0.4,0.1,0,0.7,0.6,0.3,0.1,0.2,0.9,32.2,0.5,1.8,0.0,0.24,-0.24,0.02,9.0,0.03,LB, RB, LM, RM,,
Asier Illarramendi,Real Sociedad,34,CM,13(11),1077,1,0,5,0,0.5,86.2,0.7,0,6.54,1.5,0.8,1.0,0.0,0.7,1.2,0.3,0,0.4,0.3,0.5,0.0,0.3,0.6,26.0,0.0,0.7,0.0,0.71,0.29,0.06,11.0,0.06,CM,,,,,
Damián Suárez,Getafe,36,"RB, RM",26(2),1961,1,1,7,0,0.2,67.0,0.5,0,6.54,1.8,0.5,1.5,0.3,1.1,0.8,0.0,0,0.9,0.5,0.6,0.1,0.2,0.8,24.2,0.7,1.7,0.0,0.65,0.35,0.03,6.0,0.11,RB, RM,,,,
Sergio Camello,Rayo Vallecano,23,FW,27(11),2412,6,5,2,0,2.0,78.6,0.7,1,6.54,0.4,0.1,0.3,0.0,0.7,0.3,0.0,0,0.7,0.5,0.5,0.3,0.9,1.9,13.5,0.0,0.3,0.0,6.87,-0.87,0.26,76.0,0.09,FW,,,,,
Jorge Cuenca,Villarreal,24,"CB, LB",5(5),503,0,0,1,0,0.4,87.4,1.5,0,6.54,0.9,0.6,0.4,0.6,4.3,0.3,0.8,0,0.1,0.0,0.1,0.0,0.0,0.2,38.0,0.0,1.4,0.1,0.52,-0.52,0.09,4.0,0.13,CB, LB,,,,
Sergio Herrera,Osasuna,30,GK,17,1530,0,0,3,0,0.0,60.1,0.1,0,6.54,0.1,0.1,0.1,0.1,0.4,0.0,0.0,1,0.1,0.1,0.2,0.0,0.0,0.1,32.5,0.0,10.3,0.0,,,,,,GK,,,,,
Javi Sánchez,Real Valladolid,27,CB,28(4),2395,1,0,11,0,0.3,82.5,1.4,0,6.54,1.3,1.4,1.1,0.3,3.5,0.3,0.7,0,0.1,0.2,0.3,0.0,0.1,0.2,36.3,0.0,2.6,0.0,0.78,0.22,0.03,9.0,0.09,CB,,,,,
Fernando Pacheco,Almeria,31,GK,1,90,0,0,0,0,0.0,59.1,0.0,0,6.54,0.0,0.1,0.0,0.0,1.1,0.1,0.0,0,0.2,0.0,0.3,0.0,0.0,0.0,31.1,0.0,9.2,0.0,,,,,,GK,,,,,
Ramon Terrats,Villarreal,23,CDM,11(5),824,1,1,1,0,0.9,87.3,0.4,1,6.54,0.9,0.5,0.9,0.1,0.4,0.5,0.3,0,0.6,0.9,1.1,0.0,0.7,1.4,25.1,0.2,1.2,0.1,1.26,-0.26,0.14,15.0,0.08,CDM,,,,,
Álex Sola,Real Sociedad,24,"RB, RM",3(7),346,0,0,1,0,0.4,81.0,0.7,0,6.54,1.8,0.7,0.3,0.0,1.0,0.3,0.2,0,0.2,0.7,0.8,0.0,0.6,0.2,14.2,0.2,0.5,0.0,0.07,-0.07,0.02,4.0,0.02,RB, RM,,,,
Luis Pérez,Real Valladolid,29,RB,15(3),1216,0,1,2,0,0.2,80.0,0.4,1,6.54,2.4,0.9,0.7,0.2,1.4,0.6,0.2,0,0.7,0.4,0.9,0.2,0.3,0.9,22.8,0.9,1.2,0.0,0.14,-0.14,0.01,4.0,0.04,RB,,,,,
