player_name,team_name,age,position,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MoM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Dribbles allowed,Blocks,OwnGoal,Key_pass_per_game,Dribble,Foul_given_game,Offside_given_per_game,Dispossessed_per_game,Unsuccessful touches,Average_per_pass,Crosses_per_game,Longpass_per_game,Through_ball_per_game,xG,xGDiff,xGPerNinety,totalShots,xGPerShot,position_1,position_2,position_3,position_4,position_5,position_6
Marcos Llorente,Atletico Madrid,29,"RB, CM, RM, FW",21(1),1712,1,2,5,0,1.1,85.9,0.5,1,6.81,1.5,0.8,1.4,0.0,0.8,0.6,0.1,0,1.3,0.5,0.6,0.1,0.5,1.0,32.5,0.2,0.8,0.0,1.53,-0.53,0.08,24.0,0.06,RB, CM, RM, FW,,
Rodrigo De Paul,Atletico Madrid,29,"CAM, LAM, RAM, FW",24(6),1935,2,7,5,0,0.7,84.2,0.2,2,6.81,1.2,0.3,1.1,0.0,0.1,0.6,0.1,0,1.6,0.5,1.6,0.0,0.5,1.1,44.9,0.4,3.3,0.3,1.47,0.53,0.07,21.0,0.07,CAM, LAM, RAM, FW,,
Pau Torres,Villarreal,27,CB,34,3055,1,0,10,0,0.4,85.3,1.7,1,6.8,1.3,0.4,0.6,0.6,4.1,0.4,0.8,1,0.4,0.8,0.5,0.0,0.1,0.6,63.6,0.0,5.4,0.1,2.47,-1.47,0.07,12.0,0.21,CB,,,,,
Adri Embarba,Almeria,31,"CAM, LAM, RAM, FW",18(11),1477,4,3,3,1,1.7,74.8,0.3,3,6.8,1.7,0.3,0.8,0.0,0.2,0.8,0.0,0,1.1,1.6,1.0,0.3,1.1,1.7,14.5,1.2,0.8,0.0,3.82,0.18,0.23,48.0,0.08,CAM, LAM, RAM, FW,,
Anuar Tuhami,Real Valladolid,29,CAM,3,212,1,0,1,0,1.0,76.3,0.7,1,6.8,1.3,1.0,1.0,0.3,0.7,0.0,0.7,0,1.3,0.7,2.0,0.3,1.3,2.3,12.7,0.0,0.0,0.0,0.52,0.48,0.22,3.0,0.17,CAM,,,,,
Yuri Berchiche,Athletic Club,34,"LB, LM",27(2),2408,1,1,7,1,1.0,84.1,1.8,1,6.79,1.9,1.4,1.1,0.4,1.7,0.9,0.4,0,0.7,0.4,1.1,0.2,0.5,0.8,42.8,0.5,2.6,0.0,0.96,0.04,0.04,28.0,0.03,LB, LM,,,,
Yeray Álvarez,Athletic Club,29,CB,27(1),2337,1,1,7,1,0.3,81.1,2.0,1,6.79,1.2,1.7,0.8,0.4,3.6,0.3,0.5,0,0.5,0.2,0.8,0.0,0.0,0.3,49.2,0.1,4.3,0.1,0.66,0.34,0.03,8.0,0.08,CB,,,,,
Nahuel Molina,Atletico Madrid,26,"RB, RM",33,2872,4,2,7,1,0.6,79.4,0.7,0,6.79,2.1,0.5,0.7,0.1,1.4,1.6,0.2,0,1.2,0.6,0.5,0.1,0.3,1.0,45.7,0.7,1.7,0.1,2.73,1.27,0.09,21.0,0.13,RB, RM,,,,
Lucas Boyé,Elche,28,"LAM, FW",29(6),2475,7,2,7,1,2.1,79.7,1.4,4,6.79,1.0,0.4,1.7,0.0,1.3,0.5,0.1,0,0.8,2.2,1.3,0.4,2.4,4.0,18.0,0.2,0.5,0.1,8.7,-1.7,0.32,72.0,0.12,LAM, FW,,,,
Iza Carcelén,Cadiz,31,RB,25(2),2204,0,1,4,3,0.3,80.9,0.8,0,6.79,2.6,0.7,0.6,0.4,2.5,0.8,0.4,0,0.6,0.5,1.0,0.1,0.7,0.7,27.5,0.8,1.5,0.0,0.2,-0.2,0.01,7.0,0.03,RB,,,,,
Selim Amallah,Real Valladolid,27,"CAM, LAM, FW",3(4),270,2,1,2,1,0.7,77.2,1.0,1,6.79,2.1,0.7,1.4,0.0,0.1,0.4,0.0,0,0.4,1.6,1.1,0.1,1.4,0.9,11.3,0.0,0.6,0.0,0.66,1.34,0.22,5.0,0.13,CAM, LAM, FW,,,
Eduardo Camavinga,Real Madrid,21,"LB, CDM",21(16),2003,0,1,6,0,0.5,91.2,0.6,0,6.78,1.8,0.5,1.1,0.1,0.5,1.1,0.1,0,0.6,1.0,1.9,0.1,0.8,1.1,38.3,0.0,1.4,0.1,0.83,-0.83,0.04,18.0,0.05,LB, CDM,,,,
Youssouf Sabaly,Real Betis,31,"LB, RB, RM",19(4),1681,1,1,2,0,0.5,83.1,0.2,0,6.78,2.0,0.8,0.9,0.4,2.0,0.5,0.3,0,0.5,0.8,1.4,0.1,1.1,1.1,33.5,0.0,0.7,0.0,0.41,0.59,0.02,12.0,0.03,LB, RB, RM,,,
Pablo Maffeo,Mallorca,26,"LB, RB, RM",34(1),2980,2,4,6,1,0.6,70.9,1.4,3,6.78,2.1,0.7,0.9,0.1,1.7,0.9,0.3,0,1.0,1.0,1.3,0.1,1.0,1.8,24.3,0.7,1.4,0.1,1.67,0.33,0.05,21.0,0.08,LB, RB, RM,,,
Marcos Acuña,Sevilla,32,"CB, LB, CM, LM",21(9),1917,3,2,9,3,0.7,80.6,1.0,1,6.78,1.9,0.8,1.1,0.2,1.1,0.4,0.2,0,1.3,0.9,1.1,0.0,0.7,1.0,32.8,1.4,2.4,0.0,0.89,2.11,0.04,21.0,0.04,CB, LB, CM, LM,,
Javi Guerra,Valencia,20,CDM,6(4),603,1,0,0,0,1.5,81.6,0.6,0,6.77,1.6,1.1,1.3,0.0,0.9,1.1,0.1,0,0.5,1.4,0.7,0.0,2.0,0.8,22.8,0.2,0.4,0.0,0.95,0.05,0.14,15.0,0.06,CDM,,,,,
Pape Gueye,Sevilla,25,CDM,15(1),1177,1,3,2,3,1.3,83.7,1.2,2,6.77,2.3,1.4,1.9,0.0,0.6,1.1,0.3,0,0.6,0.9,2.1,0.1,0.7,1.2,33.3,0.1,2.8,0.1,1.63,-0.63,0.12,20.0,0.08,CDM,,,,,
Santi Comesaña,Rayo Vallecano,27,CM,29(6),2470,3,2,6,0,0.7,83.8,0.9,1,6.77,2.0,0.9,1.4,0.0,0.4,1.3,0.1,0,1.2,1.0,0.8,0.1,1.0,1.1,34.8,0.1,1.7,0.0,2.76,0.24,0.1,25.0,0.11,CM,,,,,
David García,Osasuna,30,CB,31(1),2684,2,0,8,1,0.5,81.0,2.7,0,6.77,1.1,1.4,1.7,0.9,4.7,0.1,0.4,0,0.2,0.1,0.5,0.0,0.1,0.3,44.3,0.0,3.8,0.0,0.61,1.4,0.02,15.0,0.04,CB,,,,,
Robin Le Normand,Real Sociedad,27,CB,31(2),2795,0,0,6,0,0.4,88.2,3.3,1,6.76,1.1,1.0,1.3,0.9,2.8,0.4,0.4,1,0.1,0.1,0.9,0.1,0.3,0.2,52.5,0.0,3.2,0.1,0.85,-0.85,0.03,12.0,0.07,CB,,,,,
Dominik Greif,Mallorca,27,GK,1,90,0,0,0,0,0.0,58.3,0.0,0,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,19.0,0.0,,,,,,GK,,,,,
Ivo Grbic,Atletico Madrid,28,GK,11(2),923,0,0,3,0,0.0,61.6,0.3,0,6.76,0.0,0.0,0.1,0.0,1.4,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,21.5,0.0,4.3,0.0,,,,,,GK,,,,,
David López,Girona,34,"CB, CDM",19(1),1658,3,1,5,0,0.6,90.1,1.5,2,6.75,1.6,0.7,0.8,0.4,3.2,0.4,1.0,0,0.4,0.3,0.8,0.2,0.1,0.4,59.9,0.0,3.0,0.0,1.74,1.26,0.09,11.0,0.16,CB, CDM,,,,
Gonzalo Plata,Real Valladolid,23,"CAM, RAM, FW",26(8),2310,1,5,1,0,1.1,78.1,0.5,2,6.75,1.9,0.4,0.6,0.0,0.2,1.4,0.0,0,1.1,1.9,1.2,0.1,1.1,2.0,20.4,0.2,0.2,0.1,4.39,-3.39,0.17,37.0,0.12,CAM, RAM, FW,,,
Diego Rico,Real Sociedad,31,"CB, LB, LM",18(2),1647,0,0,3,0,0.5,79.2,1.0,1,6.75,1.8,1.0,1.4,0.3,2.0,0.8,0.3,0,0.5,0.7,1.3,0.1,0.5,1.2,37.3,0.7,2.1,0.0,0.17,-0.17,0.01,9.0,0.02,CB, LB, LM,,,
Alexander Isak,Real Sociedad,24,"LAM, FW",2,154,1,0,0,0,1.5,63.0,0.0,0,6.74,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0,1.0,1.0,0.0,0.0,1.0,1.5,13.5,0.0,0.5,0.0,0.44,0.56,0.26,3.0,0.15,LAM, FW,,,,
Dani Ceballos,Real Madrid,27,"CM, LM",19(11),1568,0,4,8,0,0.6,91.7,0.1,0,6.74,1.4,0.8,0.6,0.0,0.2,1.3,0.1,0,1.0,1.3,1.4,0.0,0.9,0.6,48.6,0.2,2.5,0.1,0.9,-0.9,0.05,18.0,0.05,CM, LM,,,,
Gerard Gumbau,Elche,29,CDM,31(4),2745,1,6,11,0,1.3,81.7,0.6,2,6.74,1.3,0.8,1.5,0.0,1.1,0.9,0.2,0,2.1,0.2,0.6,0.1,0.3,0.8,36.3,2.1,3.3,0.0,2.06,-1.06,0.07,47.0,0.04,CDM,,,,,
Alex Berenguer,Athletic Club,28,"LB, RB, CM, LM, RM, FW",26(11),2304,4,1,2,0,1.5,74.8,0.9,2,6.74,1.6,0.3,1.3,0.0,0.1,1.0,0.1,0,1.4,1.0,0.7,0.5,1.1,1.7,20.7,1.2,0.6,0.0,4.98,-0.98,0.19,56.0,0.09,LB, RB, CM, LM, RM, FW
Copete,Mallorca,24,CB,27(1),2215,1,0,7,1,0.2,77.1,1.4,3,6.74,1.9,1.6,1.7,0.1,3.5,0.4,0.6,0,0.1,0.7,0.9,0.1,0.2,0.4,30.6,0.1,2.8,0.0,0.73,0.27,0.03,6.0,0.12,CB,,,,,
Omar Alderete,Getafe,27,CB,23(2),2051,1,1,9,0,0.7,59.1,2.5,2,6.74,1.4,1.0,1.4,0.5,3.3,0.5,0.6,0,0.2,0.7,0.4,0.0,0.3,0.6,34.0,0.0,3.4,0.0,0.52,0.48,0.02,17.0,0.03,CB,,,,,
Arnau Martínez,Girona,21,RB,32(1),2737,3,4,11,0,0.6,82.4,1.1,2,6.74,2.1,0.8,1.1,0.3,1.4,1.4,0.3,0,1.2,0.7,2.0,0.2,0.5,1.1,38.1,0.6,1.4,0.1,1.49,1.51,0.05,20.0,0.07,RB,,,,,
Diego López,Valencia,21,"LAM, RAM, FW",5(5),448,3,1,0,0,1.2,69.6,0.7,0,6.74,0.2,0.3,0.6,0.0,0.2,1.3,0.0,0,1.0,0.9,0.7,0.1,0.6,1.3,13.8,0.5,0.4,0.2,3.38,-0.38,0.68,12.0,0.28,LAM, RAM, FW,,,
Germán Pezzella,Real Betis,32,CB,29(2),2515,0,0,4,3,0.3,86.4,2.4,2,6.74,1.3,1.6,0.9,0.4,4.2,0.4,0.5,0,0.1,0.1,0.5,0.0,0.0,0.4,42.0,0.0,2.2,0.0,1.09,-1.09,0.04,10.0,0.11,CB,,,,,
Unai Núñez,Celta Vigo,27,CB,35(1),3151,0,0,8,0,0.4,86.4,2.0,1,6.74,1.3,2.0,0.7,0.6,3.7,0.4,0.5,1,0.1,0.3,0.9,0.0,0.1,0.5,55.9,0.0,3.6,0.0,0.81,-0.81,0.02,15.0,0.05,CB,,,,,
Edgar Badia,Elche,32,GK,36,3240,0,0,2,0,0.0,69.5,0.3,2,6.73,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0,0.0,0.0,0.2,0.0,0.0,0.1,25.1,0.0,6.6,0.0,,,,,,GK,,,,,
Fernando Pacheco,Espanyol,31,GK,16,1440,0,0,0,0,0.0,68.9,0.3,1,6.73,0.0,0.1,0.0,0.0,1.1,0.1,0.0,0,0.2,0.0,0.3,0.0,0.0,0.0,31.1,0.0,9.2,0.0,,,,,,GK,,,,,
Iker Muniain,Athletic Club,31,"CAM, LAM, RAM",19(11),1692,0,3,2,0,0.9,86.2,0.1,1,6.72,0.7,0.1,0.4,0.0,0.1,0.4,0.0,0,1.6,1.3,2.1,0.0,1.0,1.0,32.7,1.2,0.9,0.1,3.26,-3.26,0.17,28.0,0.12,CAM, LAM, RAM,,,
Alfonso Espino,Cadiz,32,LB,35(1),3123,0,4,7,0,0.6,67.2,0.9,2,6.72,2.4,1.3,1.4,0.3,2.4,1.3,0.3,0,1.0,0.7,1.0,0.1,0.6,1.4,31.8,0.7,1.9,0.1,1.3,-1.3,0.04,20.0,0.06,LB,,,,,
Oihan Sancet,Athletic Club,24,"CM, FW",32(4),2555,10,2,6,1,1.6,83.0,0.7,1,6.72,0.8,0.1,1.1,0.0,0.3,0.7,0.0,0,1.2,1.3,1.5,0.1,1.7,2.3,26.3,0.1,0.6,0.1,9.09,0.91,0.32,58.0,0.16,CM, FW,,,,
Mario Hermoso,Atletico Madrid,28,"CB, LB",24(2),2111,3,2,3,2,0.6,87.5,1.4,1,6.72,0.8,0.7,1.0,0.3,2.9,0.8,0.3,0,0.5,0.5,0.5,0.1,0.3,0.8,54.0,0.1,4.9,0.1,2.26,0.74,0.1,15.0,0.15,CB, LB,,,,
João Félix,Atletico Madrid,24,"CAM, LAM, FW",7(7),651,4,3,5,0,1.9,77.3,0.5,1,6.72,0.7,0.2,1.1,0.0,0.1,0.4,0.0,0,0.7,0.4,1.6,0.2,0.9,1.4,15.4,0.1,0.5,0.4,3.19,0.81,0.44,26.0,0.12,CAM, LAM, FW,,,
William Carvalho,Real Betis,32,CM,31(2),2454,3,0,6,1,0.8,86.9,1.0,2,6.72,1.3,0.5,0.9,0.1,0.6,0.8,0.2,0,0.7,0.9,1.2,0.1,0.8,0.7,52.5,0.1,2.7,0.1,3.17,-0.17,0.12,26.0,0.12,CM,,,,,
Adri Embarba,Espanyol,31,"CAM, LAM, RAM, FW",0(1),34,0,0,0,0,2.0,75.0,0.0,0,6.72,1.7,0.3,0.8,0.0,0.2,0.8,0.0,0,1.1,1.6,1.0,0.3,1.1,1.7,14.5,1.2,0.8,0.0,3.82,0.18,0.23,48.0,0.08,CAM, LAM, RAM, FW,,
Koke,Atletico Madrid,32,"CM, LM, RM",30(3),2560,0,3,4,0,0.5,89.1,0.3,0,6.72,1.7,0.6,0.6,0.0,0.6,1.3,0.4,0,0.8,0.4,0.8,0.0,0.5,0.6,60.5,0.1,2.7,0.0,0.83,-0.83,0.03,16.0,0.05,CM, LM, RM,,,
Fran García,Rayo Vallecano,24,LB,38,3409,2,3,1,0,0.8,81.5,0.2,0,6.72,2.2,1.2,0.6,0.2,1.3,1.1,0.2,0,0.8,0.8,0.7,0.1,0.3,1.2,40.9,0.9,1.5,0.0,1.25,0.75,0.03,30.0,0.04,LB,,,,,
Étienne Capoue,Villarreal,35,"CB, CM, LM",22(6),1958,3,0,4,0,0.9,88.4,0.9,0,6.72,0.8,0.7,0.6,0.0,0.7,0.3,0.2,0,0.4,1.1,1.5,0.0,0.5,0.9,36.8,0.0,1.4,0.1,2.79,0.21,0.13,26.0,0.11,CB, CM, LM,,,
Sergio Canales,Real Betis,33,"CM, LM, RM",28(3),2417,4,3,2,2,1.3,81.8,0.4,1,6.72,0.8,0.5,0.3,0.0,0.2,0.6,0.0,0,1.8,0.9,1.0,0.1,1.3,1.8,42.5,1.0,2.1,0.3,4.03,-0.03,0.15,39.0,0.1,CM, LM, RM,,,
Stefan Savic,Atletico Madrid,33,CB,22,1946,0,0,5,2,0.1,88.0,2.5,0,6.72,1.8,1.5,1.4,0.6,2.7,0.6,0.4,0,0.0,0.2,0.4,0.0,0.1,0.1,51.3,0.0,2.6,0.0,0.3,-0.3,0.01,2.0,0.15,CB,,,,,
Cyle Larin,Real Valladolid,29,"LAM, RAM, FW",16(3),1471,8,3,4,0,2.7,70.1,2.3,0,6.71,0.5,0.0,1.2,0.2,0.8,0.2,0.2,0,0.8,0.5,1.3,1.5,1.9,3.4,12.7,0.1,0.3,0.0,8.23,-0.23,0.5,51.0,0.16,LAM, RAM, FW,,,
Lucas Torró,Osasuna,29,CDM,31(2),2489,1,0,10,0,0.8,80.7,2.6,0,6.71,1.5,1.3,1.9,0.0,1.9,0.7,0.1,0,0.3,0.3,0.9,0.0,0.4,0.9,35.3,0.0,1.4,0.0,1.38,-0.38,0.05,28.0,0.05,CDM,,,,,
Lucas Ocampos,Sevilla,29,"CM, LM, RM, FW",11(8),1163,4,0,7,0,1.6,77.1,1.6,2,6.71,1.2,0.4,0.8,0.1,0.3,1.2,0.1,0,0.7,1.3,1.3,0.3,0.9,2.1,21.1,0.4,0.3,0.0,4.43,-0.43,0.34,30.0,0.15,CM, LM, RM, FW,,
Álex Remiro,Real Sociedad,29,GK,38,3420,0,0,1,0,0.0,68.8,0.2,0,6.71,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0,0.0,0.0,0.1,0.0,0.0,0.1,30.7,0.0,7.7,0.0,,,,,,GK,,,,,
Carlos García,Cadiz,23,CB,0(1),24,0,1,0,0,0.0,83.3,1.0,0,6.71,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,,,,,,CB,,,,,
Valentín Castellanos,Girona,25,"CAM, RAM, FW",33(2),2618,13,0,11,0,2.5,63.4,1.5,1,6.71,0.3,0.2,1.2,0.0,0.7,0.5,0.1,0,0.4,0.4,1.3,0.9,0.6,1.3,10.9,0.0,0.2,0.1,13.08,-0.08,0.45,86.0,0.15,CAM, RAM, FW,,,
Moi Gómez,Osasuna,29,"CM, LM, RM",28(5),2458,3,2,5,0,0.6,88.8,0.2,0,6.71,0.8,0.3,0.4,0.0,0.2,0.5,0.1,0,1.6,0.8,0.8,0.0,0.5,1.0,43.4,1.1,3.4,0.0,1.8,1.2,0.07,19.0,0.09,CM, LM, RM,,,
Martín Zubimendi,Real Sociedad,25,CDM,35(1),3102,1,3,12,0,0.4,85.6,1.6,1,6.71,1.6,1.0,1.4,0.1,1.4,0.6,0.5,0,0.6,0.3,0.9,0.0,0.5,0.6,50.0,0.1,2.3,0.1,2.12,-1.12,0.06,13.0,0.16,CDM,,,,,
Héctor Bellerín,Barcelona,29,"RB, RM",1(2),141,0,0,0,0,0.0,80.0,1.0,0,6.71,0.7,1.0,0.7,0.3,0.3,0.3,0.0,0,0.3,1.0,0.0,0.0,0.0,0.3,26.7,0.3,1.3,0.0,,,,,,RB, RM,,,,
Oriol Romeu,Girona,32,CDM,33,2952,2,0,8,1,0.7,87.3,1.2,0,6.71,2.1,1.1,1.8,0.1,1.5,0.8,0.3,0,0.6,0.6,1.0,0.0,0.8,0.8,48.6,0.1,2.6,0.0,1.94,0.06,0.06,24.0,0.08,CDM,,,,,
Lucas Vázquez,Real Madrid,32,"RB, RM",12(11),1141,4,1,2,0,0.6,88.7,0.0,0,6.7,1.5,0.3,1.0,0.2,0.4,0.3,0.0,0,1.0,0.6,0.7,0.1,0.3,0.9,34.7,0.5,0.7,0.0,1.92,2.08,0.15,14.0,0.14,RB, RM,,,,
Eray Cömert,Valencia,26,CB,19(4),1675,1,0,5,1,0.4,86.5,1.9,0,6.7,1.5,1.3,1.0,0.5,3.2,0.7,0.3,0,0.1,0.1,0.5,0.0,0.0,0.0,41.0,0.0,3.0,0.0,0.39,0.61,0.02,10.0,0.04,CB,,,,,
Rui Silva,Real Betis,30,GK,26,2340,0,0,2,0,0.0,63.4,0.3,1,6.7,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,29.8,0.0,7.8,0.0,,,,,,GK,,,,,
El Bilal Touré,Almeria,22,FW,15(6),1275,7,2,0,0,1.4,71.8,2.1,2,6.7,0.2,0.0,1.2,0.0,1.0,0.1,0.0,0,0.7,0.3,0.3,0.6,0.4,2.1,12.0,0.1,0.0,0.0,6.19,0.81,0.44,29.0,0.21,FW,,,,,
Ante Budimir,Osasuna,32,FW,22(9),1811,8,0,5,0,1.9,61.9,3.2,2,6.7,0.6,0.2,1.5,0.1,0.6,0.3,0.0,0,0.3,0.5,0.7,0.4,0.9,2.0,10.0,0.0,0.0,0.0,7.65,0.35,0.38,58.0,0.13,FW,,,,,
Paulo Gazzaniga,Girona,32,GK,28,2520,0,0,4,0,0.0,69.9,0.2,3,6.69,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,0.0,0.0,0.2,0.0,0.1,0.1,33.0,0.0,6.3,0.0,,,,,,GK,,,,,
Predrag Rajkovic,Mallorca,28,GK,36,3240,0,0,3,0,0.0,54.8,0.1,1,6.69,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0,0.1,0.1,0.1,0.0,0.0,0.1,30.1,0.0,9.6,0.0,,,,,,GK,,,,,
Luis Suárez,Almeria,26,"LAM, FW",18(3),1498,4,4,4,1,2.0,70.0,1.7,1,6.69,0.8,0.1,1.7,0.0,0.5,1.0,0.1,0,0.6,0.9,1.0,0.2,1.2,2.0,17.6,0.1,0.5,0.0,4.64,-0.64,0.28,41.0,0.11,LAM, FW,,,,
Nabil Fekir,Real Betis,30,"CAM, LAM, RAM, FW",12(3),970,2,2,5,1,1.7,84.7,0.5,0,6.69,0.7,0.1,1.4,0.0,0.0,0.5,0.1,0,1.5,1.1,2.6,0.5,1.5,2.3,28.7,0.7,0.5,0.0,2.37,-0.37,0.22,25.0,0.09,CAM, LAM, RAM, FW,,
Sergio Escudero,Real Valladolid,34,"LB, LM",17(6),1442,1,0,3,0,1.2,72.3,1.0,1,6.69,1.4,1.1,0.8,0.2,1.7,0.9,0.3,0,0.7,0.3,0.9,0.0,0.3,0.6,23.2,0.7,1.3,0.0,1.75,-0.75,0.11,27.0,0.06,LB, LM,,,,
Aitor Ruibal,Real Betis,28,"RB, LM, RM",15(11),1451,0,0,4,1,0.6,78.3,0.6,2,6.68,1.8,0.9,0.8,0.2,1.2,1.0,0.1,0,0.6,1.3,0.7,0.1,0.5,0.9,26.0,0.2,1.3,0.0,0.65,-0.65,0.04,15.0,0.04,RB, LM, RM,,,
Vinicius Souza,Espanyol,24,CDM,27(7),2434,1,1,8,1,0.3,80.1,2.1,0,6.68,2.9,1.4,1.9,0.1,1.4,0.8,0.4,0,0.3,0.3,1.1,0.0,0.4,0.9,26.6,0.0,1.4,0.0,0.86,0.14,0.03,10.0,0.09,CDM,,,,,
Thierry Correia,Valencia,25,"RB, RM",24(3),2015,0,0,6,0,0.2,79.4,0.9,0,6.68,2.6,0.9,1.4,0.3,1.7,0.9,0.1,0,0.5,0.5,1.6,0.0,0.4,1.3,39.9,0.9,2.0,0.0,0.23,-0.23,0.01,6.0,0.04,RB, RM,,,,
Rubén Sobrino,Cadiz,31,"CAM, LAM, RAM, FW",28(5),2471,3,2,11,0,1.0,73.2,1.8,1,6.68,1.7,0.7,1.5,0.0,0.5,1.0,0.1,0,0.7,0.9,1.6,0.2,1.3,1.7,18.0,0.1,0.2,0.0,5.05,-2.05,0.18,33.0,0.15,CAM, LAM, RAM, FW,,
Jan Oblak,Atletico Madrid,31,GK,28,2493,0,0,1,0,0.0,60.9,0.1,1,6.67,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,25.0,0.0,5.3,0.0,,,,,,GK,,,,,
Omar Mascarell,Elche,31,"CB, CDM",28,2450,0,1,6,0,0.3,86.8,1.0,0,6.67,1.9,1.6,0.8,0.1,1.9,1.2,0.7,0,0.7,0.8,0.6,0.0,0.4,0.5,44.3,0.4,3.5,0.0,0.31,-0.31,0.01,9.0,0.03,CB, CDM,,,,
Nemanja Gudelj,Sevilla,32,"CB, CM",31(3),2779,3,1,8,0,1.1,90.5,1.4,2,6.67,1.3,1.0,0.8,0.2,2.9,0.4,0.9,0,0.1,0.1,0.6,0.0,0.1,0.4,46.7,0.1,1.3,0.0,1.78,1.22,0.06,38.0,0.05,CB, CM,,,,
Íñigo Ruíz de Galarreta,Mallorca,30,CDM,28(2),2457,0,1,12,0,0.3,85.0,0.7,0,6.67,1.8,1.0,2.0,0.0,0.6,1.1,0.3,0,0.7,0.6,1.5,0.0,0.5,0.5,39.4,0.4,2.4,0.1,0.26,-0.26,0.01,10.0,0.03,CDM,,,,,
Suso,Sevilla,30,"CAM, LAM, RAM, FW",10(15),1063,2,4,1,0,1.0,87.4,0.1,1,6.67,0.6,0.1,0.5,0.0,0.1,0.5,0.0,0,1.1,1.0,0.8,0.3,0.8,0.7,19.1,0.6,1.6,0.1,1.24,0.76,0.11,24.0,0.05,CAM, LAM, RAM, FW,,
Marko Dmitrovic,Sevilla,32,GK,13(2),1268,0,0,2,0,0.0,49.5,0.3,0,6.66,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.1,30.6,0.0,7.7,0.0,,,,,,GK,,,,,
Justin Kluivert,Valencia,24,"CAM, LAM, RAM, FW",15(11),1452,6,0,4,0,1.7,78.7,0.3,2,6.66,0.7,0.3,0.9,0.0,0.1,0.2,0.0,0,0.9,1.2,0.7,0.4,0.8,1.5,12.5,0.6,0.3,0.0,6.63,-0.63,0.41,44.0,0.15,CAM, LAM, RAM, FW,,
Óscar De Marcos,Athletic Club,35,"LB, RB, CM, RM",32(5),2824,1,6,7,0,0.1,78.9,0.7,1,6.66,1.8,0.8,1.2,0.2,1.5,1.0,0.2,1,1.0,0.3,0.4,0.1,0.5,0.7,39.3,1.0,1.9,0.0,0.67,0.33,0.02,4.0,0.17,LB, RB, CM, RM,,
Fernando Martínez,Almeria,33,GK,37,3286,0,0,3,0,0.0,65.1,0.1,1,6.66,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0,0.0,0.0,0.2,0.0,0.0,0.0,29.6,0.0,6.6,0.0,,,,,,GK,,,,,
Aridane Hernández,Osasuna,35,CB,20(3),1791,0,1,1,0,0.2,84.4,1.3,2,6.66,0.9,1.2,0.6,1.0,4.1,0.6,0.9,1,0.1,0.3,0.5,0.0,0.1,0.3,38.3,0.0,2.7,0.0,0.21,-0.21,0.01,5.0,0.04,CB,,,,,
Alfonso Pedraza,Villarreal,28,"LB, LM",20(6),1636,0,3,5,0,1.0,81.5,0.5,0,6.65,1.3,0.7,0.8,0.3,0.8,0.4,0.0,0,0.7,0.8,0.6,0.1,0.5,1.2,23.3,0.5,0.7,0.0,1.1,-1.1,0.06,26.0,0.04,LB, LM,,,,
Abde Ezzalzouli,Osasuna,22,LAM,19(9),1516,4,2,2,2,1.4,74.2,0.1,2,6.65,1.0,0.1,1.0,0.0,0.2,0.4,0.0,0,0.4,2.1,1.2,0.1,1.4,2.3,16.1,0.5,0.4,0.1,3.23,0.77,0.19,40.0,0.08,LAM,,,,,
Raúl Albiol,Villarreal,38,CB,24(1),2120,0,0,6,0,0.1,88.7,1.6,0,6.65,1.0,0.6,0.7,0.8,4.3,0.2,0.5,0,0.1,0.2,0.5,0.0,0.2,0.4,58.8,0.0,4.9,0.0,0.06,-0.06,0.0,2.0,0.03,CB,,,,,
Luka Modric,Real Madrid,38,CM,19(14),1746,4,3,7,0,0.9,90.7,0.3,0,6.65,0.6,0.3,0.6,0.0,0.2,0.5,0.2,0,1.3,0.6,0.5,0.1,0.6,0.9,43.8,0.4,2.2,0.2,3.23,0.77,0.17,30.0,0.11,CM,,,,,
Luiz Felipe,Real Betis,27,CB,22(1),1769,0,0,3,3,0.1,85.5,1.3,0,6.65,1.5,1.2,0.4,0.7,4.3,0.7,1.0,0,0.1,0.2,0.4,0.0,0.0,0.4,38.1,0.0,1.5,0.0,0.15,-0.15,0.01,3.0,0.05,CB,,,,,
