,Unnamed: 0,player_name,team_name,age,position,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MoM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Was_dribble,Blocks,OwnGoal,key_pass_per_game,dribble_won_per_game,foul_given_game,offside_given_per_game,dispossessed_per_game,turnover_per_game,average_per_pass,corsses_per_game,longpass_per_game,through_ball_per_game,xG,xGDiff,xGPerNinety,totalShots,xGPerShot
94,94,Iker Muniain,,31, AM(CLR),19(11),1692,0,3,2,0,0.9,86.2,0.1,1,6.72,0.7,0.1,0.4,0,0.1,0.4,0,0,1.6,1.3,2.1,0,1,1,32.7,1.2,0.9,0.1,3.26,-3.26,0.17,28,0.12
95,95,Alfonso Espino,,32, D(L),35(1),3123,0,4,7,0,0.6,67.2,0.9,2,6.72,2.4,1.3,1.4,0.3,2.4,1.3,0.3,0,1,0.7,1,0.1,0.6,1.4,31.8,0.7,1.9,0.1,1.3,-1.3,0.04,20,0.06
96,96,Oihan Sancet,,24," M(C),FW",32(4),2555,10,2,6,1,1.6,83.0,0.7,1,6.72,0.8,0.1,1.1,0,0.3,0.7,0,0,1.2,1.3,1.5,0.1,1.7,2.3,26.3,0.1,0.6,0.1,9.09,0.91,0.32,58,0.16
97,97,Mario Hermoso,,28, D(CL),24(2),2111,3,2,3,2,0.6,87.5,1.4,1,6.72,0.8,0.7,1,0.3,2.9,0.8,0.3,0,0.5,0.5,0.5,0.1,0.3,0.8,54,0.1,4.9,0.1,2.26,0.74,0.1,15,0.15
98,98,William Carvalho,,32, M(C),31(2),2454,3,0,6,1,0.8,86.9,1.0,2,6.72,1.3,0.5,0.9,0.1,0.6,0.8,0.2,0,0.7,0.9,1.2,0.1,0.8,0.7,52.5,0.1,2.7,0.1,3.17,-0.17,0.12,26,0.12
99,99,Koke,,32, M(CLR),30(3),2560,0,3,4,0,0.5,89.1,0.3,0,6.72,1.7,0.6,0.6,0,0.6,1.3,0.4,0,0.8,0.4,0.8,0,0.5,0.6,60.5,0.1,2.7,0,0.83,-0.83,0.03,16,0.05
100,100,Fran García,,24, D(L),38,3409,2,3,1,0,0.8,81.5,0.2,0,6.72,2.2,1.2,0.6,0.2,1.3,1.1,0.2,0,0.8,0.8,0.7,0.1,0.3,1.2,40.9,0.9,1.5,0,1.25,0.75,0.03,30,0.04
101,101,Étienne Capoue,,35," D(C),M(CL)",22(6),1958,3,0,4,0,0.9,88.4,0.9,0,6.72,0.8,0.7,0.6,0,0.7,0.3,0.2,0,0.4,1.1,1.5,0,0.5,0.9,36.8,0,1.4,0.1,2.79,0.21,0.13,26,0.11
102,102,Sergio Canales,,33, M(CLR),28(3),2417,4,3,2,2,1.3,81.8,0.4,1,6.72,0.8,0.5,0.3,0,0.2,0.6,0,0,1.8,0.9,1,0.1,1.3,1.8,42.5,1,2.1,0.3,4.03,-0.03,0.15,39,0.1
103,103,Stefan Savic,,33, D(C),22,1946,0,0,5,2,0.1,88.0,2.5,0,6.72,1.8,1.5,1.4,0.6,2.7,0.6,0.4,0,0,0.2,0.4,0,0.1,0.1,51.3,0,2.6,0,0.3,-0.3,0.01,2,0.15
104,104,Cyle Larin,,29," AM(LR),FW",16(3),1471,8,3,4,0,2.7,70.1,2.3,0,6.71,0.5,0,1.2,0.2,0.8,0.2,0.2,0,0.8,0.5,1.3,1.5,1.9,3.4,12.7,0.1,0.3,0,8.23,-0.23,0.5,51,0.16
105,105,Lucas Torró,,29, DMC,31(2),2489,1,0,10,0,0.8,80.7,2.6,0,6.71,1.5,1.3,1.9,0,1.9,0.7,0.1,0,0.3,0.3,0.9,0,0.4,0.9,35.3,0,1.4,0,1.38,-0.38,0.05,28,0.05
106,106,Lucas Ocampos,,29," M(CLR),FW",11(8),1163,4,0,7,0,1.6,77.1,1.6,2,6.71,1.2,0.4,0.8,0.1,0.3,1.2,0.1,0,0.7,1.3,1.3,0.3,0.9,2.1,21.1,0.4,0.3,0,4.43,-0.43,0.34,30,0.15
107,107,Álex Remiro,,29, GK,38,3420,0,0,1,0,0.0,68.8,0.2,0,6.71,0,0,0,0,0.7,0.1,0,0,0,0,0.1,0,0,0.1,30.7,0,7.7,0,,,,,
108,108,Valentín Castellanos,,25," AM(R),FW",33(2),2618,13,0,11,0,2.5,63.4,1.5,1,6.71,0.3,0.2,1.2,0,0.7,0.5,0.1,0,0.4,0.4,1.3,0.9,0.6,1.3,10.9,0,0.2,0.1,13.08,-0.08,0.45,86,0.15
109,109,Moi Gómez,,29, M(CLR),28(5),2458,3,2,5,0,0.6,88.8,0.2,0,6.71,0.8,0.3,0.4,0,0.2,0.5,0.1,0,1.6,0.8,0.8,0,0.5,1,43.4,1.1,3.4,0,1.8,1.2,0.07,19,0.09
110,110,Martín Zubimendi,,25, DMC,35(1),3102,1,3,12,0,0.4,85.6,1.6,1,6.71,1.6,1,1.4,0.1,1.4,0.6,0.5,0,0.6,0.3,0.9,0,0.5,0.6,50,0.1,2.3,0.1,2.12,-1.12,0.06,13,0.16
111,111,Oriol Romeu,,32, DMC,33,2952,2,0,8,1,0.7,87.3,1.2,0,6.71,2.1,1.1,1.8,0.1,1.5,0.8,0.3,0,0.6,0.6,1,0,0.8,0.8,48.6,0.1,2.6,0,1.94,0.06,0.06,24,0.08
112,112,Lucas Vázquez,,32," D(R),M(R)",12(11),1141,4,1,2,0,0.6,88.7,0.0,0,6.7,1.5,0.3,1,0.2,0.4,0.3,0,0,1,0.6,0.7,0.1,0.3,0.9,34.7,0.5,0.7,0,1.92,2.08,0.15,14,0.14
113,113,Eray Cömert,,26, D(C),19(4),1675,1,0,5,1,0.4,86.5,1.9,0,6.7,1.5,1.3,1,0.5,3.2,0.7,0.3,0,0.1,0.1,0.5,0,0,0,41,0,3,0,0.39,0.61,0.02,10,0.04
114,114,Rui Silva,,30, GK,26,2340,0,0,2,0,0.0,63.4,0.3,1,6.7,0.2,0,0,0,0.6,0,0,0,0,0,0.1,0,0,0,29.8,0,7.8,0,,,,,
115,115,El Bilal Touré,,22, FW,15(6),1275,7,2,0,0,1.4,71.8,2.1,2,6.7,0.2,0,1.2,0,1,0.1,0,0,0.7,0.3,0.3,0.6,0.4,2.1,12,0.1,0,0,6.19,0.81,0.44,29,0.21
116,116,Ante Budimir,,32, FW,22(9),1811,8,0,5,0,1.9,61.9,3.2,2,6.7,0.6,0.2,1.5,0.1,0.6,0.3,0,0,0.3,0.5,0.7,0.4,0.9,2,10,0,0,0,7.65,0.35,0.38,58,0.13
117,117,Paulo Gazzaniga,,32, GK,28,2520,0,0,4,0,0.0,69.9,0.2,3,6.69,0,0,0,0,0.4,0,0,0,0,0,0.2,0,0.1,0.1,33,0,6.3,0,,,,,
118,118,Predrag Rajkovic,,28, GK,36,3240,0,0,3,0,0.0,54.8,0.1,1,6.69,0,0,0,0,0.9,0.1,0,0,0.1,0.1,0.1,0,0,0.1,30.1,0,9.6,0,,,,,
119,119,Luis Suárez,,26," AM(L),FW",18(3),1498,4,4,4,1,2.0,70.0,1.7,1,6.69,0.8,0.1,1.7,0,0.5,1,0.1,0,0.6,0.9,1,0.2,1.2,2,17.6,0.1,0.5,0,4.64,-0.64,0.28,41,0.11
120,120,Sergio Escudero,,34," D(L),M(L)",17(6),1442,1,0,3,0,1.2,72.3,1.0,1,6.69,1.4,1.1,0.8,0.2,1.7,0.9,0.3,0,0.7,0.3,0.9,0,0.3,0.6,23.2,0.7,1.3,0,1.75,-0.75,0.11,27,0.06
121,121,Aitor Ruibal,,28," D(R),M(LR)",15(11),1451,0,0,4,1,0.6,78.3,0.6,2,6.68,1.8,0.9,0.8,0.2,1.2,1,0.1,0,0.6,1.3,0.7,0.1,0.5,0.9,26,0.2,1.3,0,0.65,-0.65,0.04,15,0.04
122,122,Vinicius Souza,,24, DMC,27(7),2434,1,1,8,1,0.3,80.1,2.1,0,6.68,2.9,1.4,1.9,0.1,1.4,0.8,0.4,0,0.3,0.3,1.1,0,0.4,0.9,26.6,0,1.4,0,0.86,0.14,0.03,10,0.09
123,123,Thierry Correia,,25," D(R),M(R)",24(3),2015,0,0,6,0,0.2,79.4,0.9,0,6.68,2.6,0.9,1.4,0.3,1.7,0.9,0.1,0,0.5,0.5,1.6,0,0.4,1.3,39.9,0.9,2,0,0.23,-0.23,0.01,6,0.04
124,124,Rubén Sobrino,,31," AM(CLR),FW",28(5),2471,3,2,11,0,1.0,73.2,1.8,1,6.68,1.7,0.7,1.5,0,0.5,1,0.1,0,0.7,0.9,1.6,0.2,1.3,1.7,18,0.1,0.2,0,5.05,-2.05,0.18,33,0.15
125,125,Jan Oblak,,31, GK,28,2493,0,0,1,0,0.0,60.9,0.1,1,6.67,0,0,0,0,0.5,0,0,0,0,0,0.1,0,0,0,25,0,5.3,0,,,,,
126,126,Omar Mascarell,,31," D(C),DMC",28,2450,0,1,6,0,0.3,86.8,1.0,0,6.67,1.9,1.6,0.8,0.1,1.9,1.2,0.7,0,0.7,0.8,0.6,0,0.4,0.5,44.3,0.4,3.5,0,0.31,-0.31,0.01,9,0.03
127,127,Nemanja Gudelj,,32," D(C),M(C)",31(3),2779,3,1,8,0,1.1,90.5,1.4,2,6.67,1.3,1,0.8,0.2,2.9,0.4,0.9,0,0.1,0.1,0.6,0,0.1,0.4,46.7,0.1,1.3,0,1.78,1.22,0.06,38,0.05
128,128,Íñigo Ruíz de Galarreta,,30, DMC,28(2),2457,0,1,12,0,0.3,85.0,0.7,0,6.67,1.8,1,2,0,0.6,1.1,0.3,0,0.7,0.6,1.5,0,0.5,0.5,39.4,0.4,2.4,0.1,0.26,-0.26,0.01,10,0.03
129,129,Suso,,30," AM(CLR),FW",10(15),1063,2,4,1,0,1.0,87.4,0.1,1,6.67,0.6,0.1,0.5,0,0.1,0.5,0,0,1.1,1,0.8,0.3,0.8,0.7,19.1,0.6,1.6,0.1,1.24,0.76,0.11,24,0.05
130,130,Justin Kluivert,,24," AM(CLR),FW",15(11),1452,6,0,4,0,1.7,78.7,0.3,2,6.66,0.7,0.3,0.9,0,0.1,0.2,0,0,0.9,1.2,0.7,0.4,0.8,1.5,12.5,0.6,0.3,0,6.63,-0.63,0.41,44,0.15
131,131,Óscar De Marcos,,35," D(LR),M(CR)",32(5),2824,1,6,7,0,0.1,78.9,0.7,1,6.66,1.8,0.8,1.2,0.2,1.5,1,0.2,1,1,0.3,0.4,0.1,0.5,0.7,39.3,1,1.9,0,0.67,0.33,0.02,4,0.17
132,132,Fernando Martínez,,33, GK,37,3286,0,0,3,0,0.0,65.1,0.1,1,6.66,0,0,0,0,0.6,0.1,0,0,0,0,0.2,0,0,0,29.6,0,6.6,0,,,,,
133,133,Aridane Hernández,,35, D(C),20(3),1791,0,1,1,0,0.2,84.4,1.3,2,6.66,0.9,1.2,0.6,1,4.1,0.6,0.9,1,0.1,0.3,0.5,0,0.1,0.3,38.3,0,2.7,0,0.21,-0.21,0.01,5,0.04
134,134,Alfonso Pedraza,,28," D(L),M(L)",20(6),1636,0,3,5,0,1.0,81.5,0.5,0,6.65,1.3,0.7,0.8,0.3,0.8,0.4,0,0,0.7,0.8,0.6,0.1,0.5,1.2,23.3,0.5,0.7,0,1.1,-1.1,0.06,26,0.04
135,135,Abde Ezzalzouli,,22, AM(L),19(9),1516,4,2,2,2,1.4,74.2,0.1,2,6.65,1,0.1,1,0,0.2,0.4,0,0,0.4,2.1,1.2,0.1,1.4,2.3,16.1,0.5,0.4,0.1,3.23,0.77,0.19,40,0.08
136,136,Raúl Albiol,,38, D(C),24(1),2120,0,0,6,0,0.1,88.7,1.6,0,6.65,1,0.6,0.7,0.8,4.3,0.2,0.5,0,0.1,0.2,0.5,0,0.2,0.4,58.8,0,4.9,0,0.06,-0.06,0,2,0.03
137,137,Luka Modric,,38, M(C),19(14),1746,4,3,7,0,0.9,90.7,0.3,0,6.65,0.6,0.3,0.6,0,0.2,0.5,0.2,0,1.3,0.6,0.5,0.1,0.6,0.9,43.8,0.4,2.2,0.2,3.23,0.77,0.17,30,0.11
138,138,Luiz Felipe,,27, D(C),22(1),1769,0,0,3,3,0.1,85.5,1.3,0,6.65,1.5,1.2,0.4,0.7,4.3,0.7,1,0,0.1,0.2,0.4,0,0,0.4,38.1,0,1.5,0,0.15,-0.15,0.01,3,0.05
139,139,Sergi Roberto,,32," D(R),M(CR)",15(8),1309,4,1,3,0,0.8,92.8,0.3,0,6.65,1,0.5,0.8,0.1,0.6,0.5,0.3,0,0.4,0.2,0.5,0.1,0.1,0.4,36.2,0.3,1.1,0,2.31,1.69,0.16,18,0.13
140,140,Mouctar Diakhaby,,27," D(C),DMC",28(1),2449,3,0,5,1,0.7,82.1,1.7,1,6.65,1,0.7,0.8,0.6,3.6,0.2,0.6,0,0.2,0.2,0.4,0.1,0.1,0.5,40.7,0,2.9,0,2.9,0.1,0.11,21,0.14
141,141,Joseph Aidoo,,28, D(C),35,3121,3,0,4,1,0.4,86.6,1.8,2,6.65,1.5,0.9,0.5,0.7,4.1,0.3,0.4,0,0.1,0.2,0.5,0,0.3,0.3,50,0,2.3,0,1.29,1.71,0.04,14,0.09
142,142,Igor Zubeldia,,27," D(C),DMC",29(2),2547,1,1,10,0,0.2,85.7,1.9,1,6.64,1.1,0.7,1.4,0.6,2.9,0.3,0.5,1,0.1,0.3,0.3,0,0,0.2,49.4,0.1,2.9,0,0.82,0.18,0.03,6,0.14
143,143,Luiz Henrique,,23, AM(LR),21(12),1816,1,3,6,0,1.3,76.3,0.8,2,6.64,1.5,0.4,0.8,0,0.4,0.7,0,0,0.5,1.7,1.2,0.2,1.8,1.8,15.8,0.3,0.3,0,2.64,-1.64,0.13,42,0.06
144,144,Ander Barrenetxea,,22, M(LR),9(14),874,3,1,4,0,0.8,77.2,0.5,0,6.64,0.9,0.2,1,0.1,0.3,0.7,0,0,0.4,1.5,0.6,0,0.8,1.6,14.7,0.2,0.4,0,2.9,0.1,0.3,18,0.16
145,145,Hugo Mallo,,32," D(CR),M(R)",26,2171,0,1,5,1,0.7,79.3,2.0,1,6.64,2,0.9,1.7,0.1,2.5,0.5,0.3,0,0.8,0.2,0.9,0.2,0.3,0.7,44.4,0.4,2,0,1.7,-1.7,0.07,19,0.09
146,146,Óscar Trejo,,36," M(CLR),FW",28(6),2164,3,4,9,0,0.7,83.0,0.3,1,6.64,1.4,0.2,2.3,0,0.2,1,0.1,0,1.3,1.7,1.9,0.1,2.7,1.9,28.2,0.1,0.5,0.1,3.47,-0.47,0.14,25,0.14
147,147,Thomas Lemar,,28, AM(CLR),17(10),1259,1,3,1,0,0.5,88.4,0.2,0,6.63,1.1,0.3,0.3,0,0.4,0.7,0.1,0,1,0.8,0.6,0.1,0.7,0.7,28.1,0.4,1,0.1,1.15,-0.15,0.08,13,0.09
148,148,Mikel Vesga,,31, DMC,28(8),2576,3,3,5,0,0.8,84.2,1.8,0,6.63,1.6,1,1.2,0,1,1.2,0.2,1,0.6,0.3,0.6,0,0.4,1.1,41.4,0.1,2.8,0,4.04,-1.04,0.14,28,0.14
149,149,Carlos Clerc,,32," D(CL),M(L)",31(1),2647,0,1,5,0,0.3,77.8,0.6,0,6.63,2.3,0.9,1,0.5,2.6,0.6,0.2,0,0.5,0.8,1,0.1,0.3,0.9,33.4,0.3,1.2,0,0.58,-0.58,0.02,9,0.06
150,150,Borja Iglesias,,31, FW,29(6),2385,15,3,2,1,1.8,76.0,0.7,2,6.63,0.2,0,1.1,0,0.5,0.3,0,0,0.6,0.3,1.5,0.6,1.1,2.3,14.8,0,0.4,0.1,15.47,-0.47,0.58,64,0.24
151,151,Aimar Oroz,,22, AM(C),23(8),2023,3,6,6,0,0.7,80.3,0.5,3,6.63,0.8,0.8,1.2,0,0.1,0.7,0,0,1.1,1,2,0.1,1.6,1.4,26,0,0.7,0.1,3.82,-0.82,0.17,23,0.17
152,152,Rodrigo Riquelme,,24," D(L),M(CL)",25(9),2188,4,4,1,0,1.6,75.9,0.3,2,6.63,0.6,0.3,0.8,0,0.1,0.8,0,0,1,1.7,1.1,0.1,0.9,1.8,18.4,0.5,0.5,0,4.3,-0.3,0.18,56,0.08
153,153,Luis Milla,,29, DMC,22(5),1862,0,3,4,1,0.3,82.1,0.6,0,6.63,1.8,1.2,1.1,0,0.9,0.9,0,0,1.1,0.4,0.8,0,0.4,0.7,33.1,0.9,2.5,0,0.21,-0.21,0.01,8,0.03
154,154,Martin Valjent,,28, D(C),30,2659,0,0,8,0,0.2,80.4,1.2,0,6.62,1.2,1,1.1,0.2,4.4,0.3,0.7,0,0.1,0,0.4,0,0,0.2,35.7,0.1,2.8,0,0.31,-0.31,0.01,6,0.05
155,155,Nacho,,34, D(CLR),18(9),1632,1,1,7,0,0.3,93.0,1.3,0,6.62,0.9,0.7,0.6,0.2,1.2,0.6,0.2,1,0.4,0.4,0.5,0.1,0.3,0.6,40.5,0,1,0,0.92,0.08,0.05,9,0.1
156,156,Eric García,,23, D(CR),15(9),1414,1,0,3,0,0.3,91.0,1.0,0,6.62,1,0.8,0.8,0.8,1.4,0.5,0.4,0,0,0.1,0.3,0,0.1,0.4,51.6,0,3.4,0,1.02,-0.02,0.07,7,0.15
157,157,Aihen Muñoz,,26, D(L),20(3),1758,0,1,2,0,0.3,80.2,1.0,0,6.62,1.7,0.4,1.3,0.1,1.3,1.1,0.2,0,0.6,0.8,0.7,0,0.8,1.1,34.2,0.6,1.3,0,0.13,-0.13,0.01,6,0.02
158,158,Kike Barja,,27, AM(LR),15(12),1316,1,6,1,0,0.6,76.1,0.3,0,6.61,0.6,0.1,0.7,0,0.1,0.6,0,0,1,1.4,0.6,0.3,0.9,1.6,13.5,1,0.3,0,1.15,-0.15,0.08,17,0.07
159,159,Léo Baptistão,,31," AM(CLR),FW",24(4),1746,5,2,7,0,1.6,67.9,1.0,3,6.61,1.1,0.7,1.1,0,0.3,0.7,0.1,0,0.6,0.5,0.8,0.4,0.6,2,18.3,0.2,0.7,0,4.71,0.29,0.24,45,0.1
160,160,Alejandro Catena,,29, D(C),35,3105,1,1,12,1,0.4,82.9,2.3,0,6.61,0.8,0.8,0.9,0.7,4.5,0.4,0.7,0,0.2,0.1,0.4,0.1,0.2,0.3,51.8,0,6.9,0,1.16,-0.16,0.03,14,0.08
161,161,Aïssa Mandi,,32, D(CLR),16(5),1460,0,0,1,0,0.1,90.8,1.0,0,6.61,0.9,1,0.8,0.8,2.8,0.3,0.7,0,0.2,0,0.5,0.2,0.1,0.1,42,0,2.6,0,0.31,-0.31,0.02,2,0.16
162,162,Brian Oliván,,30, D(CL),29(1),2413,1,7,7,0,0.5,70.1,0.6,0,6.6,1.6,0.7,1.1,0.3,1.9,0.3,0.2,0,1.1,0.1,0.5,0.1,0.2,0.8,25,1.1,2.2,0,0.69,0.31,0.03,15,0.05
163,163,César Montes,,27, D(C),18(2),1589,3,0,7,0,0.7,78.2,3.4,1,6.6,0.9,0.7,0.9,0.5,5,0.4,0.6,0,0,0.1,0.3,0.1,0.2,0.3,39.4,0.1,2.8,0,0.94,2.06,0.05,13,0.07
164,164,Dani Rodríguez,,35, AM(CLR),26(9),2115,3,6,8,0,0.7,82.0,0.3,2,6.6,1.2,0.6,1.4,0,0.3,0.7,0.2,0,0.7,0.8,0.9,0.1,1.1,1.3,18.5,0.2,1.1,0.1,2.68,0.32,0.11,25,0.11
165,165,Carles Pérez,,26," AM(CR),FW",23(12),2150,3,5,4,0,1.5,86.1,0.2,2,6.6,1.1,0.2,1,0,0.2,1.3,0.1,0,0.7,1.3,1.1,0.3,0.8,1.6,18.5,0.1,0.7,0.1,2.62,0.38,0.11,54,0.05
166,166,Jawad El Yamiq,,32, D(C),19(6),1612,1,0,2,1,0.7,81.6,1.7,0,6.59,0.7,1.5,0.5,0.2,3.8,0.2,0.8,0,0.2,0.4,0.4,0,0.2,0.6,36.2,0,2.8,0,1.5,-0.5,0.08,17,0.09
167,167,Théo Bongonda,,28, AM(CLR),24(7),1951,4,3,2,0,1.4,76.1,0.5,1,6.59,0.9,0.2,0.5,0,0.3,0.7,0.1,0,0.6,1.3,1.2,0.2,0.8,1.8,13.2,0.3,0.4,0,4.26,-0.26,0.2,43,0.1
168,168,Óscar Valentín,,29, DMC,29(5),2564,0,0,11,0,0.4,81.9,0.8,0,6.59,2.7,1.3,2.2,0.2,0.8,2.2,0.3,0,0.6,0.2,1.5,0,0.4,0.6,34.3,0,2.1,0,0.46,-0.46,0.02,13,0.04
169,169,Álex Baena,,22," AM(CL),FW",19(16),1947,6,2,11,1,1.8,81.6,0.1,2,6.59,0.9,0.2,1.7,0,0.4,0.9,0.1,0,0.9,0.8,1.6,0.1,1,1.2,23.6,0.2,1.1,0.3,4.63,1.37,0.21,62,0.07
170,170,Chimy Ávila,,30," AM(LR),FW",23(6),1724,8,2,7,1,2.3,60.4,1.2,3,6.59,0.3,0.3,0.9,0,0.5,0.6,0,0,0.6,0.6,1.2,0.5,0.6,1.3,14.9,0.6,1.6,0,6.73,1.27,0.35,67,0.1
171,171,Dani Vivian,,24, D(C),26(3),2374,1,0,8,1,0.4,81.5,1.4,0,6.59,2,0.8,1.3,0.7,3,0.3,0.5,0,0.2,0.1,0.7,0.1,0.5,0.7,49.1,0,4.1,0,0.87,0.13,0.03,13,0.07
172,172,Nico González,,22, DMC,18(8),1410,1,1,1,0,0.5,87.4,1.0,0,6.59,1,0.7,1.3,0,0.5,0.6,0.3,1,0.5,1.1,0.5,0,0.6,0.5,29.7,0,0.8,0.1,1.73,-0.73,0.11,14,0.12
173,173,David Alaba,,31," D(CL),M(CL)",21(2),1841,1,3,3,0,0.6,89.3,0.5,0,6.58,0.7,0.6,0.4,0.3,1.6,0.3,0.4,0,0.7,0.1,0.1,0,0.2,0.3,48.2,0.3,1,0,0.89,0.11,0.04,14,0.06
174,174,Santiago Bueno,,25, D(C),34,3012,0,1,5,1,0.4,86.6,2.2,0,6.58,1.9,0.9,1.1,0.4,3,0.4,0.6,0,0.3,0.1,1,0.1,0,0.2,52.9,0.1,3.3,0,0.91,-0.91,0.03,13,0.07
175,175,Tete Morente,,27, M(CLR),23(9),2073,4,0,5,0,1.4,80.8,1.1,1,6.58,1,0.8,1,0.1,0.8,0.7,0.1,0,0.5,1,0.7,0.4,0.7,1.3,19.7,0.3,1.1,0,3.76,0.24,0.16,46,0.08
176,176,Pepe Reina,,41, GK,22,1980,0,0,2,0,0.0,77.4,0.1,0,6.58,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,33.7,0,4.6,0,,,,,
177,177,Gonzalo Melero,,30," M(C),FW",24(3),1877,4,3,5,0,0.9,86.8,0.6,0,6.58,1.2,0.3,0.9,0,0.7,1.1,0.1,0,0.7,0.6,1.1,0.1,0.7,1.4,27.7,0,1.4,0,3.37,0.63,0.16,24,0.14
178,178,Edgar González,,27," D(C),DMC",18(7),1770,0,0,4,2,0.4,89.1,2.0,0,6.58,1.1,0.8,0.9,1,4.8,0.5,0.4,0,0.1,0.1,0.5,0,0,0.2,35.6,0,1.4,0,1.26,-1.26,0.06,9,0.14
179,179,Franco Cervi,,29," D(L),M(CL)",21(15),1898,0,4,2,1,0.6,77.6,0.3,0,6.57,2.1,1,0.8,0,0.4,0.9,0,0,0.8,0.6,1.2,0.1,0.4,0.8,19.8,0.7,0.5,0,1.98,-1.98,0.09,23,0.09
180,180,Fernando,,36," D(C),DMC",19(3),1581,0,1,3,1,0.3,88.7,0.9,0,6.57,1.5,1.1,0.8,0.3,1.2,0.5,0.5,1,0.4,0.1,0.4,0,0.5,0.6,39.2,0,2.4,0,0.24,-0.24,0.01,6,0.04
181,181,Samu Castillejo,,29," AM(CLR),FW",17(8),1371,4,0,7,0,1.5,84.7,0.3,0,6.57,0.8,0.4,1.3,0,0,1.3,0.1,0,1.2,0.9,1.6,0.3,1.1,1.7,21,0.9,0.9,0,3.52,0.48,0.23,37,0.1
182,182,Kike Pérez,,27, M(C),28(8),2319,1,2,9,0,1.3,79.3,0.9,0,6.57,1.9,0.6,1.6,0,0.7,1.2,0.2,0,0.9,0.8,1.6,0.1,0.9,1.4,31.5,0.3,2.3,0,1.95,-0.95,0.08,46,0.04
183,183,Florian Lejeune,,32, D(C),31,2570,4,0,4,3,1.3,79.1,1.9,1,6.57,0.9,0.5,0.7,0.5,3.8,0.3,0.5,1,0.3,0.1,0.3,0.2,0,0.2,45,0,4.6,0,2.19,1.81,0.08,41,0.05
184,184,Iván Sánchez,,31, AM(CR),13(12),1122,1,1,0,0,0.7,84.4,0.1,1,6.57,0.8,0.3,0.4,0,0.2,0.7,0,0,0.7,1.4,1.7,0,0.6,0.8,17.4,0.5,0.7,0,0.61,0.39,0.05,17,0.04
185,185,Rodri,,23, AM(CLR),19(11),1610,2,3,0,0,0.5,89.9,0.1,1,6.57,0.5,0.4,0.2,0,0,0.3,0,0,0.7,1,1.3,0.1,0.7,1.2,26.5,0.3,1,0.2,1.51,0.49,0.08,15,0.1
186,186,Miguel Gutiérrez,,22," D(L),M(L)",27(7),2400,2,3,6,0,0.5,85.8,0.3,0,6.57,1.2,0.5,0.7,0.1,1,0.4,0.1,0,0.6,1,0.7,0.1,0.7,1.1,31.3,0.7,0.9,0,0.97,1.03,0.04,17,0.06
187,187,Iván Fresneda,,19, D(R),18(4),1776,0,0,3,0,0.2,80.7,0.4,0,6.56,2.2,0.7,0.6,0,2,0.8,0.4,0,0.8,0.7,1.1,0,0.8,1,31.3,0.5,1.6,0,0.6,-0.6,0.03,4,0.15
188,188,Martin Braithwaite,,32," AM(CLR),FW",29(2),2468,10,2,5,1,1.9,68.9,1.5,2,6.56,0.4,0.2,0.6,0.1,0.4,0.3,0,0,0.4,0.5,1.4,0.4,0.6,1.7,13.7,0.1,0.4,0,10.87,-0.87,0.4,58,0.19
189,189,Saúl Ñíguez,,29," D(CL),M(CLR)",11(20),1091,3,1,8,0,0.7,80.7,1.3,1,6.56,1.4,0.5,1.1,0,0.8,0.5,0.2,0,0.2,0.4,0.2,0.1,0.2,0.7,15.5,0,0.5,0,2.28,0.72,0.19,21,0.11
190,190,Nemanja Maksimovic,,29, M(C),26(3),2069,0,0,3,0,0.6,78.7,1.6,0,6.55,1.4,1.2,0.9,0,0.9,0.4,0.5,0,0.3,0.1,0.3,0,0.2,0.6,19.1,0.1,0.6,0,1.97,-1.96,0.09,18,0.11
191,191,Youssef En-Nesyri,,26, FW,17(14),1660,8,1,4,0,1.9,65.7,1.9,0,6.55,0.5,0.1,0.3,0,0.5,0.3,0.1,0,0.3,0.1,0.4,0.7,0.3,1.5,7.5,0,0.1,0,9,-1,0.49,60,0.15
192,192,Samú Costa,,23, DMC,22(10),1988,1,2,5,0,0.6,79.9,1.5,2,6.55,1.9,1.2,1.6,0.2,1.9,1,0.2,0,0.4,0.3,1.4,0.1,0.4,1,33.7,0,2.5,0,1.81,-0.81,0.08,20,0.09
193,193,Geoffrey Kondogbia,,31," D(C),DMC",11(10),1001,0,2,5,0,0.5,89.4,0.6,0,6.55,1.9,1.2,0.8,0,0.5,0.4,0,0,0.2,0.2,0.9,0.1,0.5,0.3,30.1,0,1,0,0.49,-0.49,0.04,11,0.04
194,194,Óliver Torres,,29, M(CLR),27(5),2149,3,1,2,0,0.7,81.6,0.2,2,6.55,1.2,0.3,0.9,0,0.2,1.3,0.2,0,1.2,0.5,1.4,0.2,1.5,1.1,31.9,0.5,2.3,0,2.61,0.39,0.11,22,0.12
195,195,Lázaro,,22," AM(LR),FW",7(12),711,6,0,1,0,1.3,80.3,0.3,1,6.55,0.2,0.1,0.4,0,0.1,0.6,0.1,0,0.6,0.8,0.6,0.2,0.6,0.9,10.9,0.1,0.4,0,4.13,1.87,0.52,25,0.17
