player_name,team_name,Total_Passes,AccLB,InAccLB,AccSP,InAccSP
Pathé Ciss,Rayo Vallecano,21.7,1.5,0.8,16.4,3
Juanpe,Girona,45.9,2.6,2.9,36.9,3.5
Álvaro Negredo,Cadiz,8.1,0.5,0.6,4.5,2.6
José Ángel Carmona,Sevilla,29.4,1,0.9,23.8,3.7
Álex Fernández,Cadiz,24.3,1.4,0.8,19.6,2.5
Darko Brasanac,Osasuna,14.6,0.3,0.2,11.8,2.3
Pol Lirola,Elche,19.5,0.9,0.8,14.4,3.3
Rober,Real Betis,12,0,0,11.5,0.5
Chumi,Almeria,34.3,1.6,2.5,26.7,3.6
Kike Salas,Sevilla,35,2,3,27.5,2.5
Alberto Perea,Cadiz,11,0,0,10,1
Reinier,Girona,12.8,0,0.3,10.4,2.2
Raúl García,Athletic Club,8.5,0.4,0.3,5.1,2.7
Adnan Januzaj,Sevilla,11,0.5,0,7,3.5
Cristhian Stuani,Girona,5.1,0.1,0.1,3.7,1.3
Toni Lato,Valencia,17,0.5,0.7,13.5,2.2
Juan Carlos,Girona,28.9,4.1,4.7,19.7,0.4
Juanmi,Real Betis,10.9,0.3,0.2,8.9,1.5
Largie Ramazani,Almeria,7.8,0.4,0.2,5.2,2.1
Luca de la Torre,Celta Vigo,20.8,0.4,0.4,17.6,2.4
Anthony Lozano,Cadiz,10.1,0.1,0.3,6.9,2.9
Ilaix Moriba,Valencia,20.5,1,0.6,15.6,3.3
Carlos Domínguez,Celta Vigo,11.3,0,0.7,9.3,1.3
Portu,Getafe,15.4,0.4,0.8,10.6,3.5
Momo Mbaye,Cadiz,20.8,1.1,2,14.5,3.1
José Antonio de la Rosa,Cadiz,4.5,0,0,4,0.5
Kasper Dolberg,Sevilla,6.8,0.3,0.3,4.5,1.8
Valery Fernández,Girona,12.2,0.3,0,10.3,1.6
Pablo Barrios,Atletico Madrid,20.9,0.7,0.7,16.8,2.8
Joaquín,Real Betis,13.1,0.2,0.2,11,1.7
Fede San Emeterio,Cadiz,19.6,1,0.8,14.7,3.2
Zouhair Feddal,Real Valladolid,24.9,2.1,2.8,17.8,2.3
Franck Kessié,Barcelona,15.9,0.5,0.4,13.3,1.8
Pablo Marín,Real Sociedad,16.4,0.3,0.4,12.5,3.2
Juan Cruz,Real Betis,5.5,0,0.3,4.2,1
Jesús Vallejo,Real Madrid,12,1,0,11,0
Juan Cala,Cadiz,12.7,2.3,2,7.7,0.7
Johan Mojica,Villarreal,17.7,0.8,0.5,14.6,1.7
Pep Chavarría,Rayo Vallecano,9.1,0.3,0.6,6.4,1.8
Amath Ndiaye,Mallorca,9.8,0.3,0.2,7,2.3
Jesús Vázquez,Valencia,12.7,0.2,0.3,10.7,1.5
Malcom Adu,Athletic Club,5.3,0.4,0,4.3,0.6
Lucas Pérez,Cadiz,13.7,0.5,0.5,10.9,1.8
Gonzalo Villar,Getafe,15.5,0.4,0.4,11.9,2.8
Haissem Hassan,Villarreal,9.5,1,0,6.5,2
Sergio León,Real Valladolid,6.6,0.3,0.2,4.3,1.7
Abdul Mumin,Rayo Vallecano,23.9,1.6,3.2,16.9,2.3
Dyego Sousa,Almeria,7.9,0.1,0.1,5.3,2.4
Aitor Paredes,Athletic Club,31.5,2.3,1.5,25.9,1.8
Álvaro Rodríguez,Real Madrid,2,0,0,1.5,0.5
Manu Trigueros,Villarreal,22.9,0.7,0.3,19.9,2
Enzo Roco,Elche,32.2,2.7,2.3,23.8,3.5
Francisco Portillo,Almeria,16.1,0.5,0.6,12.6,2.5
Eden Hazard,Real Madrid,17.8,0.3,0,15.5,2
Lautaro Blanco,Elche,14.6,0.9,1.6,8.5,3.6
Oscar Ureña,Girona,6,0,0.3,5,0.7
Raúl Parra,Cadiz,13.3,1,1.5,7.3,3.5
Martin Hongla,Real Valladolid,38.8,3.8,3.3,28.5,3.1
Gonzalo Verdú,Elche,21.1,1.3,2.4,15.6,1.9
Diego Moreno,Osasuna,20.8,1,1.7,13.6,4.5
Álvaro Odriozola,Real Madrid,7.3,0,0,7.3,0
Carles Aleñá,Getafe,21.7,1.4,1,15.6,3.6
Aleix Vidal,Espanyol,12.3,0.8,0.4,8.7,2.3
Carlos Fernández,Real Sociedad,6.1,0,0,4,2.1
Arnaut Danjuma,Villarreal,8.7,0.1,0.1,6.4,2.1
Jaime Mata,Getafe,5.8,0.1,0.2,3.3,2.3
Arnau Puigmal,Almeria,10.5,0.1,0.5,7.5,2.4
Aleix Garrido,Barcelona,2,0,0,2,0
Roberto Torres,Osasuna,5.5,0.5,0,5,0
Keidi Bare,Espanyol,14.5,0.8,0.6,11.4,1.7
Joel Roca,Girona,6.8,0,0.2,5,1.6
Kike García,Osasuna,6.7,0,0.2,4.7,1.7
Gonçalo Paciência,Celta Vigo,6.4,0.4,0.3,3.4,2.3
Roger Martí,Cadiz,9,0.1,0.1,6.5,2.3
Pablo Torre,Barcelona,11,0.4,0.4,9,1.3
Cristhian Mosquera,Valencia,15.3,0,1,13,1.3
Braian Cufré,Mallorca,13.4,1,1,10.2,1.2
Iván Alejo,Cadiz,8.7,0.2,0.4,5.6,2.5
Íñigo Eguaras,Almeria,21.4,1.4,0.8,16.8,2.4
Iker Muñoz,Osasuna,13.6,2.4,1.1,8.8,1.4
Kaiky,Almeria,17.1,1.8,1.5,12.1,1.6
Ángel Algobia,Getafe,19.5,1.2,1.1,14.8,2.5
Willian José,Real Betis,9.4,0.2,0.2,7.2,1.8
Mamadou Fall,Villarreal,10,0,3,7,0
Mikel Balenziaga,Athletic Club,18,0.7,2.3,12.7,2.3
Pierre-Emerick Aubameyang,Barcelona,3,0,0,3,0
Marcos André,Valencia,3.7,0,0.1,2.5,1.1
Oier Zarraga,Athletic Club,13.3,0.3,0.2,10.7,2.2
Ander Martín,Real Sociedad,6.7,0,0,4,2.7
Clément Grenier,Mallorca,15.2,0.8,0.7,11.1,2.7
Abner,Real Betis,20.2,0.6,1.8,14.8,2.9
Sergio Reguilón,Atletico Madrid,11.2,0,0.1,9.2,1.9
Alberto Marí,Valencia,4,0,0,1.6,2.4
Benjamin Lecomte,Espanyol,24.7,8.1,9.1,7.5,0
Augusto Solari,Celta Vigo,9.2,0.1,0.3,7.1,1.7
Jon Magunazelaia,Real Sociedad,7,0,0,3.5,3.5
José Mari Martín,Cadiz,10.1,1.4,0.6,7.1,1.1
Kevin Vázquez,Celta Vigo,19.1,0.6,1.3,13.6,3.6
Andrés Martín,Rayo Vallecano,6.8,0.3,0.7,3.6,2.2
Thomas Delaney,Sevilla,19.8,0.8,0.8,16.5,1.8
Franco Russo,Mallorca,19.7,2.3,1.7,12.7,3
Nicolás Fernández Mercau,Elche,10.2,0.4,0.5,7.6,1.7
Ezequiel Ponce,Elche,8.4,0.2,0.1,6.1,1.9
José Carlos Lazo,Almeria,4,0,0,3,1
Hugo Duro,Valencia,9.1,0.1,0.1,6.6,2.3
Samu Sáiz,Girona,18.8,0.9,0.4,14,3.5
Bebé,Rayo Vallecano,4.8,0.5,0,3.5,0.8
Robert Navarro,Real Sociedad,7.1,0.1,0,5.4,1.6
Antonio Blanco,Cadiz,20.3,0.3,0,18.7,1.3
Antonio Sánchez,Mallorca,12.2,0.6,1.2,8.2,2.2
Jon Morcillo,Athletic Club,3.7,0,0.1,3,0.6
Alexander Callens,Girona,13.8,0,0.3,11.7,1.8
Sergi Guardiola,Real Valladolid,8.1,0.1,0.1,5.1,2.7
Manu Morlanes,Villarreal,9,0.4,0.6,6.8,1.2
Diego González,Elche,23,1.8,2.9,16.5,1.8
Rodrigo Battaglia,Mallorca,15.3,0.5,0.5,11.9,2.4
Ander Capa,Athletic Club,9.1,0.4,0.4,7.3,1
Ricard Artero,Girona,6.7,0.1,0.1,5.1,1.3
Axel Werner,Elche,30,4.5,8,17,0.5
Asier Villalibre,Athletic Club,3.6,0,0,2.2,1.4
Ángel Rodríguez,Mallorca,4.4,0.2,0.1,3,1.1
Toni Villa,Real Valladolid,13.5,0,0,10,3.5
Lamine Yamal,Barcelona,8,1,0,7,0
Abdón Prats,Mallorca,3.5,0.2,0,2,1.2
Raúl Guti,Elche,14.2,0.6,0.7,11,1.9
Ludwig Augustinsson,Mallorca,13.5,0.5,2,9,2
Omar El Hilali,Espanyol,5.2,0.2,1,2.8,1.2
Filip Jørgensen,Villarreal,23,2,3,18,0
Josep Gayá,Mallorca,3.5,0,0,3,0.5
Roger Martí,Elche,12.7,0.4,0.3,9.2,2.8
Jaime Seoane,Getafe,6.8,0.4,0.2,5,1.2
Diego Collado,Villarreal,2.5,0,0,2,0.5
Curro Sánchez,Almeria,13,1,0.5,9,2.5
Radamel Falcao,Rayo Vallecano,6.1,0.1,0.1,4.4,1.5
José Pozo,Rayo Vallecano,5.1,0,0,4.3,0.9
Williot Swedberg,Celta Vigo,4.3,0,0,3.5,0.8
Moi Parra,Getafe,3,0,0,3,0
Mickaël Malsa,Real Valladolid,4,0.2,0.6,2.4,0.8
Beñat Turrientes,Real Sociedad,7.2,0.3,0.2,6.2,0.5
David Torres,Real Valladolid,32,1,2.7,24.6,3.7
Pablo Durán,Celta Vigo,5,0,0.5,3.5,1
Carlos Martín,Atletico Madrid,2.3,0,0,1.5,0.8
Francisco Mwepu,Cadiz,4,0,0,4,0
Nabili Zoubdi Touaizi,Espanyol,1,0,0,1,0
Salvi Sánchez,Rayo Vallecano,6.3,0.2,0.3,4,1.9
Lago Junior,Mallorca,3.2,0.2,0.2,2.2,0.6
Kenedy,Real Valladolid,6.5,0,0.5,4.4,1.6
Fabrizio Angileri,Getafe,12.1,0.5,1.1,6.4,4.1
Shon Weissman,Real Valladolid,5.9,0,0,4.6,1.3
Simo,Espanyol,8.6,0.7,0.1,7.4,0.3
Houboulang Mendes,Almeria,15.1,0.7,1.7,10.1,2.5
Loren Morón,Real Betis,2,0,0.5,1.5,0
Mamady Diarra,Cadiz,4.5,0,0,4,0.5
Roberto Arroyo,Real Valladolid,4,0,1,0,3
Dani Gómez,Espanyol,1.8,0,0,1.5,0.3
Iñaki Peña,Barcelona,11,1,1,9,0
Javi Llabrés,Mallorca,4,0,0,4,0
Santiago Arzamendia,Cadiz,15.3,0.6,1.4,9.8,3.4
Mariano Díaz,Real Madrid,4.4,0.1,0,3.4,0.9
Ramon Terrats,Girona,11.4,0.6,0.1,8.8,1.9
Fran Delgado,Real Betis,6,0,0,6,0
Jordan Amavi,Getafe,10.7,0.2,1,5.2,4.3
Matt Doherty,Atletico Madrid,4,0,1,2.5,0.5
Juanjo Narváez,Real Valladolid,6.8,0,0.6,5,1.2
Ángel Alarcón,Barcelona,1.8,0,0,1.3,0.5
Randy Nteka,Rayo Vallecano,6.4,0.1,0.1,4.8,1.4
Jon Karrikaburu,Real Sociedad,2.8,0,0,1.8,1
Casemiro,Real Madrid,8,1,1,6,0
Maxi Gómez,Valencia,4.7,0,0.7,3,1
Pablo Muñoz,Rayo Vallecano,1,0,0,1,0
Sergio Arribas,Real Madrid,5,0,0,4.5,0.5
Domingos Quina,Elche,13.6,0.6,0.3,11,1.7
Rubén Quintanilla,Mallorca,2,1,0,1,0
Unai Vencedor,Athletic Club,12.1,1.4,0.3,9.3,1.1
Youba Diarra,Cadiz,9.8,0.6,0.8,7.4,1
Fran Pérez,Valencia,9.3,0.3,0.1,7.7,1.1
Álex Revuelta,Getafe,0,0,0,0,0
Arnau Tenas,Barcelona,0,0,0,0,0
Chadi Riad,Barcelona,1,0,0,1,0
Diego Méndez,Rayo Vallecano,2,0,0,1,1
Esteban Saveljich,Rayo Vallecano,0,0,0,0,0
Pedro Ortiz,Sevilla,1,0,0,1,0
Mario Hernández,Rayo Vallecano,10.3,0.3,0.7,8,1.3
Alberto del Moral,Villarreal,1,0,0,0,1
Marezi,Almeria,4.5,0,0,2,2.5
Awer Mabil,Cadiz,8.8,0.2,0.4,6.2,2
Antonio Gomis,Atletico Madrid,3,0,3,0,0
Tunde Akinsola,Real Valladolid,2,0,0,2,0
Mario Suárez,Rayo Vallecano,1,0,0,0.7,0.3
Pol Lozano,Espanyol,1.8,0.3,0.3,1,0.3
Fer Niño,Villarreal,1.7,0,0,1.7,0
Alejandro Alfaro,Elche,1,0,0,1,0
Javier Pastore,Elche,7,1,0,5,1
Iván Romero,Sevilla,3,0,0,1,2
Roger Martínez,Espanyol,5,0,0,5,0
Carlos Álvarez,Sevilla,4,0,0,4,0
Pape Cheikh,Elche,6.3,0,0.3,4.7,1.3
Sekou Gassama,Real Valladolid,9,0,0,7,2
Diego Hormigo,Sevilla,10,0,3,6,1
Tomás Alarcón,Cadiz,22.3,3.3,1.5,15.5,2
Álvaro Giménez,Cadiz,2,0,0,2,0
Joan García,Espanyol,26,3,4,19,0
Jorge Herrando,Osasuna,5,0,0,3,2
Diego López,Rayo Vallecano,12,0.5,3,8,0.5
