player_name,team_name,ShotsBlocked,CrossesBlocked,PassesBlocked
Óscar Mingueza,Celta Vigo,0.2,0.2,0.3
Jesús Navas,Sevilla,0.2,0.3,0.3
Paul Akouokou,Real Betis,0.2,0.1,0
Nacho Vidal,Osasuna,0.2,0.3,0.7
Yangel Herrera,Girona,0.1,0,0.7
Javi Hernández,Girona,0.2,0.1,0.2
Fernando Calero,Espanyol,0.5,0,0.7
Luca Koleosho,Espanyol,0,0,0.3
Karim Rekik,Sevilla,0.3,0.1,0.4
Raúl de Tomás,Rayo Vallecano,0,0,0.2
Haris Seferovic,Celta Vigo,0.1,0,0.3
Fali,Cadiz,0.6,0.1,0.4
Stole Dimitrievski,Rayo Vallecano,0,0,0.1
Lisandro Magallán,Elche,0.4,0,0.6
Kiko Femenía,Villarreal,0.3,0.1,0.5
Jon Moncayola,Osasuna,0.1,0.1,0.9
Rubén García,Osasuna,0,0.2,0.4
Dani Carvajal,Real Madrid,0.2,0.3,0.7
Iván Balliu,Rayo Vallecano,0.1,0.1,0.6
Jesús Corona,Sevilla,0,0,0
Ronaël Pierre-Gabriel,Espanyol,0.3,0.1,0.4
Gabriel Paulista,Valencia,0.7,0.1,0.4
Denis Suárez,Espanyol,0.1,0.1,0.6
Felipe,Atletico Madrid,0.7,0,0
Johan Mojica,Elche,0.7,0,0.3
Jorge Pascual,Villarreal,0,0,0
Munir El Haddadi,Getafe,0.1,0.1,0.8
Josan,Elche,0,0.1,0.3
Sergi Gómez,Espanyol,0.7,0.2,0.5
Miguel Rodríguez,Celta Vigo,0,0,0.9
Alberto Moreno,Villarreal,0,0.1,0.5
Papu Gómez,Sevilla,0.1,0,0.4
Francis Coquelin,Villarreal,0.1,0.1,0.4
Edinson Cavani,Valencia,0.1,0,0.3
Pere Milla,Elche,0.1,0.1,0.5
Sergio Akieme,Almeria,0.2,0.1,0.6
Yassine Bounou,Sevilla,0,0,0
Matheus Cunha,Atletico Madrid,0.1,0,0.3
Yunus Musah,Valencia,0,0,0.6
Mikel Oyarzabal,Real Sociedad,0.2,0,0.4
Iván Villar,Celta Vigo,0,0,0
Álvaro Fernández,Espanyol,0,0,0
John Donald,Elche,0.5,0.1,0.5
Aritz Elustondo,Real Sociedad,0.2,0.1,0.4
Juanmi Latasa,Getafe,0.1,0,0.1
Pedro Bigas,Elche,0.5,0.1,0.4
Randy Nteka,Elche,0.2,0,0.9
Ander Guevara,Real Sociedad,0.1,0,0.6
Adrià Pedrosa,Espanyol,0.1,0.1,0
Óscar Gil,Espanyol,0.5,0.4,1
César de la Hoz,Almeria,0.2,0,0.8
Roque Mesa,Real Valladolid,0.1,0,0.4
Fidel,Elche,0,0,0.3
Dimitri Foulquier,Valencia,0.1,0.1,0.5
Rafa Mir,Sevilla,0,0,0.2
Iddrisu Baba,Mallorca,0.3,0.2,0.3
Matija Nastasic,Mallorca,0.3,0,0.5
Manu Vallejo,Girona,0,0.3,0.3
Bernardo Espinosa,Girona,0.5,0.1,0.4
Dennis Hadzikadunic,Mallorca,0.5,0,0.1
Renato Tapia,Celta Vigo,0.4,0.1,0.6
Manuel Pozo,Real Valladolid,0,0,2
Tino Kadewere,Mallorca,0.1,0,0.3
Joseba Zaldúa,Cadiz,0.2,0.1,0.2
Tanguy Nianzou,Sevilla,0.3,0.2,0.2
Pablo Ibáñez,Osasuna,0.1,0.1,0.7
Helibelton Palacios,Elche,0.5,0.2,0.6
Ander Herrera,Athletic Club,0.2,0.1,0.5
