player_name,team_name,Total_Aerial,Won,Lost
Salvi Sánchez,Rayo Vallecano,0.6,0.2,0.5
Lago Junior,Mallorca,1,0.8,0.2
Kenedy,Real Valladolid,0.4,0.2,0.3
Fabrizio Angileri,Getafe,1.8,1.1,0.7
Shon Weissman,Real Valladolid,1.8,0.3,1.5
Simo,Espanyol,0.9,0.3,0.6
Houboulang Mendes,Almeria,0.1,0.1,0.1
Loren Morón,Real Betis,1,0,1
Mamady Diarra,Cadiz,0,0,0
Roberto Arroyo,Real Valladolid,0,0,0
Dani Gómez,Espanyol,0.1,0.1,0
Iñaki Peña,Barcelona,0,0,0
Javi Llabrés,Mallorca,1,0,1
Santiago Arzamendia,Cadiz,1,0.5,0.5
Mariano Díaz,Real Madrid,0.9,0.6,0.3
Ramon Terrats,Girona,0.9,0,0.9
Fran Delgado,Real Betis,0,0,0
Jordan Amavi,Getafe,1.8,1.3,0.5
Matt Doherty,Atletico Madrid,0,0,0
Juanjo Narváez,Real Valladolid,1.8,0.6,1.2
Ángel Alarcón,Barcelona,0.3,0,0.3
Randy Nteka,Rayo Vallecano,0.9,0.5,0.4
Jon Karrikaburu,Real Sociedad,1.3,0.7,0.7
Casemiro,Real Madrid,0,0,0
Maxi Gómez,Valencia,3,0.7,2.3
Pablo Muñoz,Rayo Vallecano,0,0,0
Sergio Arribas,Real Madrid,0,0,0
Domingos Quina,Elche,0.1,0,0.1
Rubén Quintanilla,Mallorca,0,0,0
Unai Vencedor,Athletic Club,0.1,0.1,0
Youba Diarra,Cadiz,0.4,0,0.4
Fran Pérez,Valencia,0.3,0,0.3
Álex Revuelta,Getafe,0,0,0
Arnau Tenas,Barcelona,0,0,0
Chadi Riad,Barcelona,0,0,0
Diego Méndez,Rayo Vallecano,1,1,0
Esteban Saveljich,Rayo Vallecano,0,0,0
Pedro Ortiz,Sevilla,0,0,0
Mario Hernández,Rayo Vallecano,0.3,0,0.3
Alberto del Moral,Villarreal,0,0,0
Marezi,Almeria,4,2.5,1.5
Awer Mabil,Cadiz,1.2,0.2,1
Antonio Gomis,Atletico Madrid,0,0,0
Tunde Akinsola,Real Valladolid,0,0,0
Mario Suárez,Rayo Vallecano,0.3,0,0.3
Pol Lozano,Espanyol,0.5,0.3,0.3
Fer Niño,Villarreal,0.3,0,0.3
Alejandro Alfaro,Elche,0,0,0
Javier Pastore,Elche,0,0,0
Iván Romero,Sevilla,1,1,0
Roger Martínez,Espanyol,0,0,0
Carlos Álvarez,Sevilla,0,0,0
Pape Cheikh,Elche,0.3,0,0.3
Sekou Gassama,Real Valladolid,4,2,2
Diego Hormigo,Sevilla,2,1,1
Tomás Alarcón,Cadiz,1,0.8,0.3
Álvaro Giménez,Cadiz,0,0,0
Joan García,Espanyol,0,0,0
Jorge Herrando,Osasuna,3,3,0
Diego López,Rayo Vallecano,0,0,0
