,Unnamed: 0,player_name,team_name,age,position,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MoM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Dribbles allowed,Blocks,OwnGoal,Key_pass_per_game,Dribble,Foul_given_game,Offside_given_per_game,Dispossessed_per_game,Unsuccessful touches,Average_per_pass,Crosses_per_game,Longpass_per_game,Through_ball_per_game,xG,xGDiff,xGPerNinety,totalShots,xGPerShot
621,391,Unai López,Rayo Vallecano,28, M(CR),12(22),1244,1,2,2,0,0.8,84.5,0.2,1,6.35,0.9,0.4,0.6,0,0.2,0.7,0,0,0.6,0.4,0.5,0.1,0.6,0.8,25.3,0.4,2.3,0,1.23,-0.23,0.09,26,0.05
622,392,Joan Jordán,Sevilla,29, M(C),19(4),1595,0,1,8,0,0.6,88.5,0.5,0,6.35,1.4,0.7,1.5,0,0.6,1,0.3,0,0.3,0.2,0.5,0,0.2,0.7,47.1,0,3.7,0,0.91,-0.91,0.05,13,0.07
623,393,Pathé Ciss,Rayo Vallecano,30, DMC,12(20),1268,1,0,4,0,0.6,82.8,1.1,1,6.35,1.2,0.7,1.2,0,1.1,0.6,0.3,1,0.2,0.2,0.4,0,0.4,0.4,21.7,0,1.5,0,2.25,-1.25,0.16,20,0.11
624,394,Juanpe,Girona,33, D(C),17(2),1429,1,0,3,0,0.3,86.1,0.9,0,6.35,1,0.5,0.6,0.5,3.1,0.3,0.5,0,0.2,0.1,0.1,0,0.1,0,45.9,0,2.6,0,0.43,0.57,0.03,5,0.09
625,395,Álvaro Negredo,Cadiz,38, FW,9(12),756,1,2,0,0,1.0,61.4,1.5,1,6.35,0.2,0,0.2,0,0.4,0,0,0,0.5,0.2,0.4,0.3,0.3,0.9,8.1,0,0.5,0.1,2.39,-1.39,0.28,22,0.11
626,396,José Ángel Carmona,Sevilla,22," D(CR),M(R)",5(5),529,2,1,4,1,0.5,84.4,0.3,1,6.35,1.8,0.9,2.1,0.1,0.8,1.1,0.2,0,0.4,1,0.8,0.2,0.4,1.3,16.3,0,0.4,0,0.52,0.48,0.08,5,0.1
627,396,José Ángel Carmona,Sevilla,22," D(CR),M(R)",5(5),529,2,1,4,1,0.5,84.4,0.3,1,6.35,1.8,0.9,2.1,0.1,0.8,1.1,0.2,0,0.4,1,0.8,0.2,0.4,1.3,16.3,0,0.4,0,1.07,0.93,0.18,5,0.21
628,396,José Ángel Carmona,Sevilla,22," D(CR),M(R)",5(5),529,2,1,4,1,0.5,84.4,0.3,1,6.35,1.8,0.9,2.1,0.1,0.8,1.1,0.2,0,0.4,1,0.8,0.2,0.4,1.3,29.4,0.3,1,0,0.52,0.48,0.08,5,0.1
629,396,José Ángel Carmona,Sevilla,22," D(CR),M(R)",5(5),529,2,1,4,1,0.5,84.4,0.3,1,6.35,1.8,0.9,2.1,0.1,0.8,1.1,0.2,0,0.4,1,0.8,0.2,0.4,1.3,29.4,0.3,1,0,1.07,0.93,0.18,5,0.21
630,396,José Ángel Carmona,Sevilla,22," D(CR),M(R)",5(5),529,2,1,4,1,0.5,84.4,0.3,1,6.35,1.8,0.9,2.1,0.1,0.8,1.1,0.2,0,0.2,0.2,0.6,0,0.2,1.1,16.3,0,0.4,0,0.52,0.48,0.08,5,0.1
631,396,José Ángel Carmona,Sevilla,22," D(CR),M(R)",5(5),529,2,1,4,1,0.5,84.4,0.3,1,6.35,1.8,0.9,2.1,0.1,0.8,1.1,0.2,0,0.2,0.2,0.6,0,0.2,1.1,16.3,0,0.4,0,1.07,0.93,0.18,5,0.21
632,396,José Ángel Carmona,Sevilla,22," D(CR),M(R)",5(5),529,2,1,4,1,0.5,84.4,0.3,1,6.35,1.8,0.9,2.1,0.1,0.8,1.1,0.2,0,0.2,0.2,0.6,0,0.2,1.1,29.4,0.3,1,0,0.52,0.48,0.08,5,0.1
633,396,José Ángel Carmona,Sevilla,22," D(CR),M(R)",5(5),529,2,1,4,1,0.5,84.4,0.3,1,6.35,1.8,0.9,2.1,0.1,0.8,1.1,0.2,0,0.2,0.2,0.6,0,0.2,1.1,29.4,0.3,1,0,1.07,0.93,0.18,5,0.21
634,396,José Ángel Carmona,Sevilla,22," D(CR),M(R)",5(5),529,2,1,4,1,0.5,84.4,0.3,1,6.35,1.3,0.7,1.4,0,1.6,0.7,0.6,0,0.4,1,0.8,0.2,0.4,1.3,16.3,0,0.4,0,0.52,0.48,0.08,5,0.1
635,396,José Ángel Carmona,Sevilla,22," D(CR),M(R)",5(5),529,2,1,4,1,0.5,84.4,0.3,1,6.35,1.3,0.7,1.4,0,1.6,0.7,0.6,0,0.4,1,0.8,0.2,0.4,1.3,16.3,0,0.4,0,1.07,0.93,0.18,5,0.21
636,396,José Ángel Carmona,Sevilla,22," D(CR),M(R)",5(5),529,2,1,4,1,0.5,84.4,0.3,1,6.35,1.3,0.7,1.4,0,1.6,0.7,0.6,0,0.4,1,0.8,0.2,0.4,1.3,29.4,0.3,1,0,0.52,0.48,0.08,5,0.1
637,396,José Ángel Carmona,Sevilla,22," D(CR),M(R)",5(5),529,2,1,4,1,0.5,84.4,0.3,1,6.35,1.3,0.7,1.4,0,1.6,0.7,0.6,0,0.4,1,0.8,0.2,0.4,1.3,29.4,0.3,1,0,1.07,0.93,0.18,5,0.21
638,396,José Ángel Carmona,Sevilla,22," D(CR),M(R)",5(5),529,2,1,4,1,0.5,84.4,0.3,1,6.35,1.3,0.7,1.4,0,1.6,0.7,0.6,0,0.2,0.2,0.6,0,0.2,1.1,16.3,0,0.4,0,0.52,0.48,0.08,5,0.1
639,396,José Ángel Carmona,Sevilla,22," D(CR),M(R)",5(5),529,2,1,4,1,0.5,84.4,0.3,1,6.35,1.3,0.7,1.4,0,1.6,0.7,0.6,0,0.2,0.2,0.6,0,0.2,1.1,16.3,0,0.4,0,1.07,0.93,0.18,5,0.21
640,396,José Ángel Carmona,Sevilla,22," D(CR),M(R)",5(5),529,2,1,4,1,0.5,84.4,0.3,1,6.35,1.3,0.7,1.4,0,1.6,0.7,0.6,0,0.2,0.2,0.6,0,0.2,1.1,29.4,0.3,1,0,0.52,0.48,0.08,5,0.1
641,396,José Ángel Carmona,Sevilla,22," D(CR),M(R)",5(5),529,2,1,4,1,0.5,84.4,0.3,1,6.35,1.3,0.7,1.4,0,1.6,0.7,0.6,0,0.2,0.2,0.6,0,0.2,1.1,29.4,0.3,1,0,1.07,0.93,0.18,5,0.21
642,397,Álex Fernández,Cadiz,31," M(CL),FW",17(11),1575,3,0,0,0,0.6,86.6,0.4,1,6.35,0.5,0.3,0.3,0,0.7,0.4,0,0,0.6,0.2,0.5,0,0.9,0.6,24.3,0.4,1.4,0.1,2.6,0.4,0.15,17,0.15
643,398,Darko Brasanac,Osasuna,32, M(CR),9(16),1037,1,1,5,0,0.4,82.7,0.6,0,6.35,1.2,0.5,0.6,0,0.4,0.4,0.1,0,0.3,0.2,0.6,0.1,0.4,0.8,14.6,0.1,0.3,0,1.15,-0.15,0.1,11,0.1
644,399,Pol Lirola,Elche,26," D(CR),M(LR)",7(5),628,1,0,1,0,0.1,78.6,0.7,0,6.35,1.1,0.6,0.3,0.2,1.1,0.4,0.2,0,0.6,0.6,0.3,0,0.4,0.7,19.5,0.4,0.9,0,0.35,0.65,0.05,1,0.35
645,400,Rober,Real Betis,23, AM(R),0(2),52,0,0,1,0,0.0,95.8,0.0,0,6.35,0,0.5,0.5,0,0,0.5,0,0,1.5,0,2,0,0,0.5,12,1,0,0,,,,,
646,401,Chumi,Almeria,25, D(CR),15(6),1486,1,0,5,0,0.1,82.4,0.5,0,6.34,1.4,0.7,0.5,0.9,2.2,0.4,0.3,0,0.1,0.3,0.1,0,0.4,0.5,34.3,0.1,1.6,0,0.48,0.52,0.03,3,0.16
647,402,Kike Salas,Sevilla,22, D(C),4(2),370,1,1,1,1,0.5,84.3,1.5,1,6.34,0.2,0.8,0.7,0.3,3.8,0,0.5,0,0.2,0,0.2,0,0.2,0.3,35,0,2,0,0.12,0.88,0.03,3,0.04
648,403,Alberto Perea,Cadiz,33, AM(LR),1,46,0,0,0,0,0.0,90.9,0.0,0,6.34,2,0,0,0,0,0,0,0,0,2,2,0,1,0,11,0,0,0,,,,,
649,404,Reinier,Girona,22, AM(C),6(13),640,2,1,1,1,0.5,80.7,0.3,0,6.34,0.6,0.3,0.2,0,0.2,0.3,0,0,0.4,0.5,0.8,0.1,1,1,12.8,0,0,0.1,1.84,0.16,0.26,10,0.18
650,405,Raúl García,Athletic Club,37," M(CLR),FW",6(29),948,2,3,4,0,1.5,64.5,1.2,0,6.34,0.3,0.2,0.4,0,0.2,0.3,0,0,0.2,0.2,0.5,0.2,0.2,0.4,8.5,0.1,0.4,0,4.96,-2.96,0.47,52,0.1
