player_name,team_name,Total_Passes,AccLB,InAccLB,AccSP,InAccSP
Cédric Soares,Fulham,22.7,0.7,1.7,18.7,1.7
Ben Godfrey,Everton,17.4,0.6,2.4,10.9,3.5
Hwang Hee-Chan,Wolves,9.8,0.2,0.3,7.4,1.8
Carlos Vinícius,Fulham,6.5,0,0.1,4.2,2.2
Jan Bednarek,Aston Villa,22,2,0.7,18,1.3
Adam Smith,Bournemouth,26,1.6,2.6,17.9,3.8
Alex Oxlade Chamberlain,Liverpool,11.1,0.6,0.4,7.6,2.6
Samuel Edozie,Southampton,8.9,0.1,0.3,6.3,2.2
Lewis O'Brien,Nottingham Forest,15.9,0.2,0.8,12.4,2.6
Nampalys Mendy,Leicester,21.5,0.6,0.3,18.4,2.2
Mykhailo Mudryk,Chelsea,12.3,0.3,0.1,9.7,2.1
Fábio Vieira,Arsenal,12.1,0.2,0.3,10,1.5
Leander Dendoncker,Aston Villa,14,0.4,0.4,12,1.3
Alphonse Areola,West Ham,15.4,3.4,4.8,7.2,0
Stuart Armstrong,Southampton,19.5,0.5,0.4,15.4,3.1
Rob Holding,Arsenal,31.3,1.5,1.7,25.6,2.4
Tom Cairney,Fulham,21.4,1,0.5,17.8,2.1
Chris Wood,Nottingham Forest,10.1,0.1,0.1,6,3.9
Elliot Anderson,Newcastle,8.4,0.2,0.3,6.4,1.5
Sam Greenwood,Leeds,7.8,0.3,1.3,4.6,1.7
Daniel Iversen,Leicester,27.2,3.8,13.4,9.8,0.1
Nathaniel Clyne,Crystal Palace,30,0.8,2,23.4,3.8
Chris Wood,Newcastle,5.9,0.1,0.1,3.6,2.2
Armando Broja,Chelsea,4.4,0,0.1,2.8,1.6
Yves Bissouma,Tottenham,31.6,0.7,0.5,28.1,2.2
Harry Toffolo,Nottingham Forest,15.3,0.3,1.8,9.7,3.5
Darko Gyabi,Leeds,4,0,0,4,0
Facundo Buonanotte,Brighton,14.3,0.8,0.2,10.9,2.4
Albert Sambi Lokonga,Arsenal,23.3,1.3,0.3,20.7,1
Jack Colback,Nottingham Forest,12.8,0.5,0.6,10.2,1.5
Oriol Romeu,Southampton,29,0,0,28,1
Sékou Mara,Southampton,4.7,0,0.1,3,1.5
Adam Armstrong,Southampton,9.5,0.3,0.3,6.9,2
Daniel James,Fulham,7.8,0.1,0.2,5.5,2.1
Christian Pulisic,Chelsea,11.5,0.3,0.3,9.4,1.5
Will Hughes,Crystal Palace,13.2,0.3,0.4,10.5,2
Kalvin Phillips,Manchester City,26,1.3,0.7,22.8,1.3
Siriki Dembélé,Bournemouth,7,0.2,0,5.3,1.5
Adam Forshaw,Leeds,18.5,1.2,1.1,14.4,1.8
Anthony Elanga,Manchester United,7.6,0.1,0.1,5.6,1.7
Jan Paul van Hecke,Brighton,30.8,0.8,0.6,28.1,1.3
Carney Chukwuemeka,Chelsea,14.3,0.3,0,12.4,1.6
Kieran Tierney,Arsenal,14.9,0.6,1.4,11,1.8
Anthony Gordon,Newcastle,11.6,0.2,0.1,9.8,1.5
Boubacar Traoré,Wolves,14.5,0.5,0.4,11.3,2.3
Georginio Rutter,Leeds,5.5,0.1,0,2.7,2.7
Keane Lewis-Potter,Brentford,7.6,0,0.4,4.6,2.6
Diego Costa,Wolves,9.3,0,0.1,6.9,2.4
Sergio Gómez,Manchester City,23.9,0.4,0.2,20.9,2.4
Ryan Fraser,Newcastle,13,0,0.4,10,2.6
Kevin Mbabu,Fulham,10.7,0.2,0.2,8,2.3
Arnaut Danjuma,Tottenham,6,0,0,4.1,1.9
Illia Zabarnyi,Bournemouth,39.8,1.8,1.6,35,1.4
Shandon Baptiste,Brentford,12.1,0.6,0.4,9.9,1.3
Marek Rodák,Fulham,29,8.5,15.5,4.5,0.5
Sasa Kalajdzic,Wolves,4,0,0,2,2
Giulian Biancone,Nottingham Forest,9,0.5,1,6,1.5
Ibrahima Diallo,Southampton,22.1,0.7,1,16.9,3.5
Tariq Lamptey,Brighton,11.6,0.2,0.1,9.8,1.6
Neal Maupay,Everton,9.1,0.2,0,6.8,2.1
Rúben Vinagre,Everton,9,0,0,6,3
Gustavo Scarpa,Nottingham Forest,11.8,1.3,1.3,6.7,2.5
Dennis Praet,Leicester,11.3,0.4,0.4,8.4,2.1
Javier Manquillo,Newcastle,6.3,0.3,0,5,1
Luka Milivojevic,Crystal Palace,14,0.7,0.9,10.7,1.8
Donny van de Beek,Manchester United,8.4,0,0,6.6,1.9
Facundo Pellistri,Manchester United,3.8,0,0,3.5,0.3
Emile Smith Rowe,Arsenal,6.7,0.3,0,5.8,0.6
Thomas Cannon,Everton,2.5,0,0,2,0.5
Antoine Semenyo,Bournemouth,5.1,0.1,0.2,3.4,1.5
Japhet Tanganga,Tottenham,22.8,0.8,0.8,19.5,1.8
Sasa Lukic,Fulham,18,0.4,0.3,15.5,1.8
Pape Sarr,Tottenham,14,0,0.5,12.8,0.6
Jean-Philippe Mateta,Crystal Palace,5,0,0.1,3.6,1.4
Joe Gelhardt,Leeds,4.3,0,0.1,2.9,1.3
Yasin Ayari,Brighton,7.3,0.7,0,6,0.7
Jesse Lingard,Nottingham Forest,16.6,0.5,0.7,12.9,2.4
Jack Stephens,Southampton,13,0.5,0,11,1.5
Ellis Simms,Everton,5.5,0.1,0.1,3.3,2.1
Divin Mubama,West Ham,2.7,0.3,0,1.3,1
Jonjo Shelvey,Nottingham Forest,36,4.4,5.1,22.6,3.9
Naby Keïta,Liverpool,20.5,0.4,0.8,15.6,3.8
Manuel Lanzini,West Ham,17.3,0.4,0.3,14.2,2.4
Flynn Downes,West Ham,15.6,0.2,0.1,13.5,1.7
James Tomkins,Crystal Palace,28.5,1.3,3,21.7,2.5
James McArthur,Crystal Palace,13,0.3,0.5,10,2.3
Harvey White,Tottenham,5,0,1,2,2
Ryan Fredericks,Bournemouth,13.6,0.3,0.6,9.3,3.5
Saman Ghoddos,Brentford,4.6,0.1,0.5,3.5,0.5
Mateusz Klich,Leeds,9.7,0.2,0.8,7.1,1.6
Matt Ritchie,Newcastle,4.1,0.1,0.1,3.1,0.7
Tom Davies,Everton,12.1,0.6,0.8,8.5,2.2
Pierre-Emerick Aubameyang,Chelsea,7.2,0.1,0,5.3,1.8
Mislav Orsic,Southampton,2,0,1,1,0
Omari Hutchinson,Chelsea,11,0,0,9,2
Sergi Canós,Brentford,7.4,0.2,0.6,4,2.6
Salomón Rondón,Everton,4,0,0,3,1
Calum Chambers,Aston Villa,13.6,0.6,1,10.2,1.8
Kobbie Mainoo,Manchester United,8,0,0,7,1
Jairo Riedewald,Crystal Palace,6.8,0,0.3,5.3,1.2
Chem Campbell,Wolves,5.6,0,0.2,4.6,0.8
Cafú,Nottingham Forest,2,0,0,2,0
Diego Carlos,Aston Villa,46.3,2.3,2.7,34.7,6.7
Ben Doak,Liverpool,7,0,0.5,5,1.5
Mads Bech,Brentford,1.8,0.3,0,1.3,0.3
Jay Stansfield,Fulham,6.7,0,1,3,2.7
Jhon Durán,Aston Villa,2.2,0.1,0,1.2,0.9
Maxwel Cornet,West Ham,6.3,0.1,0,4.9,1.3
Lucas Moura,Tottenham,5,0,0.1,3.7,1.2
Sam Surridge,Nottingham Forest,3.9,0.1,0.1,2,1.8
Jack Stacey,Bournemouth,9.6,0.2,1,5.6,2.8
Layvin Kurzawa,Fulham,9,0,0.3,6.3,2.3
André Ayew,Nottingham Forest,5.5,0,0.1,4.1,1.4
David Brooks,Bournemouth,9.5,0.3,0.5,7.3,1.3
Jack Hinshelwood,Brighton,3,0,0,1,2
Mohamed Elneny,Arsenal,12,0.8,0.2,10.6,0.4
Cédric Soares,Arsenal,10,0,0.5,9,0.5
Joe Whitworth,Crystal Palace,37.5,6.5,10.5,20,0.5
Morgan Sanson,Aston Villa,3.5,0,0,2.5,1
Ben Pearson,Bournemouth,19.1,1.1,1.3,14.3,2.4
Mateo Joseph,Leeds,1,0,0,0.7,0.3
Jamaal Lascelles,Newcastle,10.3,0.6,0.4,8.2,1.1
Bobby Clark,Liverpool,1,0,0,1,0
Malcolm Ebiowei,Crystal Palace,2.3,0.3,0,1.3,0.7
Jonjo Shelvey,Newcastle,8.7,1.3,2,5,0.3
Junior Stanislas,Bournemouth,6.8,0,0.3,5.5,1
Halil Dervisoglu,Brentford,0,0,0,0,0
Lewis Brunt,Leicester,16,0,2,12,2
Connor Ronan,Wolves,3,0,0,3,0
Conor Coventry,West Ham,0,0,0,0,0
David Ozoh,Crystal Palace,3,0,0,3,0
Emil Krafth,Newcastle,0,0,0,0,0
Ethan Nwaneri,Arsenal,0,0,0,0,0
George Abbott,Tottenham,1,0,0,1,0
Marquinhos,Arsenal,3,0,0,2,1
Nathan Redmond,Southampton,0,0,0,0,0
Tyrese Francois,Fulham,2,0,0,2,0
Naouirou Ahamada,Crystal Palace,5.5,0.1,0.1,4.5,0.8
Djed Spence,Tottenham,2.3,0,0,1.3,1
Joe Hodge,Wolves,15.8,0.5,0.3,12.5,2.5
Emiliano Marcondes,Bournemouth,1,1,0,0,0
Jamal Lowe,Bournemouth,2,0,0.5,1,0.5
Cameron Archer,Aston Villa,1.8,0,0,1.3,0.5
Alex McCarthy,Southampton,36.2,4.5,15.5,15.7,0.5
Josh Onomah,Fulham,3,0,0,2,1
Luke Harris,Fulham,4.3,0,0,4.3,0
Dom Ballard,Southampton,3,0,0,2,1
Odeluga Offiah,Brighton,14.5,0.5,0.5,11,2.5
Dele Alli,Everton,7.5,0,0,6,1.5
Alex Mighten,Nottingham Forest,1,0,0,1,0
Jamal Lewis,Newcastle,7,0,0,6,1
Máximo Perrone,Manchester City,20,0,0,18,2
Kamari Doyle,Southampton,5,0,0,5,0
Owen Bevan,Bournemouth,3,0,1,2,0
Nathaniel Chalobah,Fulham,1.3,0,0,1,0.3
Dexter Lembikisa,Wolves,11,0,0,9,2
Cameron Peupion,Brighton,4,0,0,3,1
Andrew Moran,Brighton,2,0,0,1,1
Shane Duffy,Fulham,4,0,0.6,3.2,0.2
Yan Valery,Southampton,22,0,2,15,5
