,Unnamed: 0,player_name,team_name,age,position,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MoM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Dribbles allowed,Blocks,OwnGoal,Key_pass_per_game,Dribble,Foul_given_game,Offside_given_per_game,Dispossessed_per_game,Unsuccessful touches,Average_per_pass,Crosses_per_game,Longpass_per_game,Through_ball_per_game,xG,xGDiff,xGPerNinety,totalShots,xGPerShot
39,39,Bryan Mbeumo,Brentford,24," AM(LR),FW",36(2),2931,9,8,5,0,1.9,73.7,0.9,4,7.01,0.7,0.3,0.7,0,0.4,0.9,0,0,1.3,1.2,0.6,0.2,1.4,1.9,21.3,1.1,0.8,0.1,9.99,-0.99,0.31,71,0.14
40,40,Yerry Mina,Everton,29, D(C),7,596,2,0,2,0,1.1,88.5,2.7,1,7.01,2.1,0.9,0.9,0.3,4,0.3,0.6,0,0.1,0.1,1.4,0,0,0.6,45.9,0,1.7,0,1.62,0.38,0.24,8,0.2
41,41,Kaoru Mitoma,Brighton,26, M(L),24(9),2318,7,5,0,0,1.6,83.3,0.5,4,7.0,1.3,0.5,0.9,0,0.2,0.6,0,0,1.2,1.8,0.8,0.2,1,1.8,27.7,0.1,0.6,0.1,9.3,-2.3,0.36,52,0.18
42,42,Pascal Groß,Brighton,32," D(LR),M(CR),FW",37,3246,9,8,7,0,1.1,86.0,0.3,2,7.0,1.6,0.4,0.9,0,0.5,0.8,0.3,1,2.2,0.5,0.5,0.3,0.5,1.1,54.8,1.4,2,0.1,5.21,3.79,0.14,39,0.13
43,43,Michael Olise,Crystal Palace,22, AM(CLR),31(6),2757,2,11,2,0,1.4,78.4,0.5,5,6.99,1.6,0.7,0.8,0,0.4,0.9,0,0,1.9,1.5,1.9,0.2,1.3,2.3,31.3,1.6,1.3,0.1,2.99,-0.99,0.1,51,0.06
44,44,Dwight McNeil,Everton,24, M(CLR),28(8),2502,7,3,5,0,1.3,76.4,0.4,4,6.99,1.8,0.9,0.6,0,0.9,1.1,0.2,0,1.4,1.5,0.6,0,1.3,1.5,21,1.4,1,0,3.86,3.14,0.14,46,0.08
45,45,Willian,Fulham,35, AM(CLR),25(2),2144,5,5,2,0,1.5,82.3,0.3,3,6.99,0.5,0.3,0.4,0,0.3,0.7,0,0,1.9,1.4,0.9,0.1,0.9,1.6,31.3,0.5,2,0.1,3.41,1.59,0.14,41,0.08
46,46,Leandro Trossard,Brighton,29," M(CLR),FW",16,1326,7,2,1,0,2.4,74.4,0.4,2,6.99,0.6,0.4,0.6,0,0,0.4,0,0,1.4,0.9,0.8,0.3,1.6,2.4,29.5,0.6,1.6,0.2,4.89,2.11,0.33,38,0.13
47,46,Leandro Trossard,Brighton,29," M(CLR),FW",16,1326,7,2,1,0,2.4,74.4,0.4,2,6.99,0.6,0.4,0.6,0,0,0.4,0,0,1.4,0.9,0.8,0.3,1.6,2.4,29.5,0.6,1.6,0.2,1.36,-0.36,0.13,17,0.08
48,46,Leandro Trossard,Brighton,29," M(CLR),FW",16,1326,7,2,1,0,2.4,74.4,0.4,2,6.99,0.6,0.4,0.6,0,0,0.4,0,0,1.4,0.9,0.8,0.3,1.6,2.4,19.5,0.8,0.8,0.2,4.89,2.11,0.33,38,0.13
49,46,Leandro Trossard,Brighton,29," M(CLR),FW",16,1326,7,2,1,0,2.4,74.4,0.4,2,6.99,0.6,0.4,0.6,0,0,0.4,0,0,1.4,0.9,0.8,0.3,1.6,2.4,19.5,0.8,0.8,0.2,1.36,-0.36,0.13,17,0.08
50,46,Leandro Trossard,Brighton,29," M(CLR),FW",16,1326,7,2,1,0,2.4,74.4,0.4,2,6.99,0.6,0.4,0.6,0,0,0.4,0,0,1.2,0.8,0.9,0.2,1.2,0.9,29.5,0.6,1.6,0.2,4.89,2.11,0.33,38,0.13
51,46,Leandro Trossard,Brighton,29," M(CLR),FW",16,1326,7,2,1,0,2.4,74.4,0.4,2,6.99,0.6,0.4,0.6,0,0,0.4,0,0,1.2,0.8,0.9,0.2,1.2,0.9,29.5,0.6,1.6,0.2,1.36,-0.36,0.13,17,0.08
52,46,Leandro Trossard,Brighton,29," M(CLR),FW",16,1326,7,2,1,0,2.4,74.4,0.4,2,6.99,0.6,0.4,0.6,0,0,0.4,0,0,1.2,0.8,0.9,0.2,1.2,0.9,19.5,0.8,0.8,0.2,4.89,2.11,0.33,38,0.13
53,46,Leandro Trossard,Brighton,29," M(CLR),FW",16,1326,7,2,1,0,2.4,74.4,0.4,2,6.99,0.6,0.4,0.6,0,0,0.4,0,0,1.2,0.8,0.9,0.2,1.2,0.9,19.5,0.8,0.8,0.2,1.36,-0.36,0.13,17,0.08
54,46,Leandro Trossard,Brighton,29," M(CLR),FW",16,1326,7,2,1,0,2.4,74.4,0.4,2,6.99,0.6,0.3,0.5,0,0.1,0.6,0,0,1.4,0.9,0.8,0.3,1.6,2.4,29.5,0.6,1.6,0.2,4.89,2.11,0.33,38,0.13
55,46,Leandro Trossard,Brighton,29," M(CLR),FW",16,1326,7,2,1,0,2.4,74.4,0.4,2,6.99,0.6,0.3,0.5,0,0.1,0.6,0,0,1.4,0.9,0.8,0.3,1.6,2.4,29.5,0.6,1.6,0.2,1.36,-0.36,0.13,17,0.08
56,46,Leandro Trossard,Brighton,29," M(CLR),FW",16,1326,7,2,1,0,2.4,74.4,0.4,2,6.99,0.6,0.3,0.5,0,0.1,0.6,0,0,1.4,0.9,0.8,0.3,1.6,2.4,19.5,0.8,0.8,0.2,4.89,2.11,0.33,38,0.13
57,46,Leandro Trossard,Brighton,29," M(CLR),FW",16,1326,7,2,1,0,2.4,74.4,0.4,2,6.99,0.6,0.3,0.5,0,0.1,0.6,0,0,1.4,0.9,0.8,0.3,1.6,2.4,19.5,0.8,0.8,0.2,1.36,-0.36,0.13,17,0.08
58,46,Leandro Trossard,Brighton,29," M(CLR),FW",16,1326,7,2,1,0,2.4,74.4,0.4,2,6.99,0.6,0.3,0.5,0,0.1,0.6,0,0,1.2,0.8,0.9,0.2,1.2,0.9,29.5,0.6,1.6,0.2,4.89,2.11,0.33,38,0.13
59,46,Leandro Trossard,Brighton,29," M(CLR),FW",16,1326,7,2,1,0,2.4,74.4,0.4,2,6.99,0.6,0.3,0.5,0,0.1,0.6,0,0,1.2,0.8,0.9,0.2,1.2,0.9,29.5,0.6,1.6,0.2,1.36,-0.36,0.13,17,0.08
60,46,Leandro Trossard,Brighton,29," M(CLR),FW",16,1326,7,2,1,0,2.4,74.4,0.4,2,6.99,0.6,0.3,0.5,0,0.1,0.6,0,0,1.2,0.8,0.9,0.2,1.2,0.9,19.5,0.8,0.8,0.2,4.89,2.11,0.33,38,0.13
61,46,Leandro Trossard,Brighton,29," M(CLR),FW",16,1326,7,2,1,0,2.4,74.4,0.4,2,6.99,0.6,0.3,0.5,0,0.1,0.6,0,0,1.2,0.8,0.9,0.2,1.2,0.9,19.5,0.8,0.8,0.2,1.36,-0.36,0.13,17,0.08
62,47,Ben Mee,Brentford,34, D(CL),37,3272,3,2,2,0,0.8,77.1,3.6,2,6.98,1.2,1.3,0.4,0.3,3.1,0.5,1.1,0,0.2,0.3,0.4,0,0.1,0.5,44.8,0,2.9,0,2.91,0.09,0.08,28,0.1
63,48,Kenny Tete,Fulham,28," D(CR),M(R)",29(2),2575,1,5,8,0,0.4,76.0,1.1,0,6.98,2.7,1.7,1.4,0.2,2.4,0.4,0.5,0,0.7,0.7,1.7,0,0.8,0.7,35.9,0.7,1.5,0,0.8,0.2,0.03,13,0.06
64,49,Granit Xhaka,Arsenal,31," D(L),M(C)",36(1),3004,7,7,5,0,1.1,86.5,1.0,1,6.98,0.9,0.4,0.7,0.1,1.1,0.7,0.3,0,1.3,0.4,1.1,0.1,0.7,0.9,42.5,0.1,1.9,0.1,5.05,1.95,0.15,40,0.13
65,50,Lucas Paquetá,West Ham,26," M(CLR),FW",27(1),2171,4,3,5,0,1.9,80.2,1.3,4,6.98,2.5,0.6,1.8,0,1.1,1.5,0.1,0,1.1,1.3,1.1,0,1.6,1.7,40.2,0.1,1.6,0.1,4.83,-0.83,0.2,53,0.09
66,51,Martin Dúbravka,Newcastle,35, GK,1(1),156,0,0,0,0,0.0,87.5,0.0,0,6.98,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,20,0,3.5,0,,,,,
67,52,James Tarkowski,Everton,31, D(C),38,3420,1,1,6,0,0.8,81.2,3.2,2,6.97,1.3,1.3,1.1,0.3,5.2,0.5,2.1,0,0.4,0.2,0.6,0.1,0.1,0.6,42.6,0,3.2,0.1,2.97,-1.97,0.08,32,0.09
68,53,Luis Díaz,Liverpool,27, AM(LR),11(6),997,4,2,2,0,1.6,82.7,0.5,2,6.97,1,0.4,1.2,0,0.1,0.4,0,0,0.8,1.9,1.4,0.2,2.2,1.8,26.2,0.1,1,0,3.27,0.73,0.29,27,0.12
69,54,Ollie Watkins,Aston Villa,28," AM(LR),FW",36(1),3136,15,6,4,0,2.3,69.9,1.9,3,6.96,0.5,0.3,0.7,0,1.1,0.5,0.1,0,0.8,0.5,1.1,0.5,1.1,2.2,14.9,0.1,0.1,0,16.8,-1.8,0.48,86,0.2
70,55,Diogo Dalot,Man Utd,25," D(LR),M(R)",24(2),2155,1,2,6,0,0.8,80.5,1.5,2,6.96,2.1,1.4,0.8,0.1,2,0.5,0.3,0,1.1,0.8,0.1,0,0.2,0.7,45.7,0.5,2.7,0,2.39,-1.39,0.1,22,0.11
71,56,Pedro Porro,Tottenham,24," D(R),M(R)",13(2),1138,3,3,0,0,1.7,75.3,0.1,1,6.96,1.7,1,0.8,0.2,1.3,1.7,0.1,0,1.7,0.9,1.1,0.1,0.5,1,31.9,1.7,1,0.2,1.38,1.62,0.11,26,0.05
72,57,Marcus Tavernier,Bournemouth,25, M(CLR),19(4),1749,5,4,1,0,1.6,77.3,0.7,3,6.95,1.4,0.4,0.9,0.1,0.7,1,0.2,0,0.8,2,1.2,0.2,1.7,2,25.9,0.9,0.8,0,3.6,1.4,0.19,37,0.1
73,58,Rúben Neves,Wolves,27, DMC,33(2),3022,6,1,12,0,1.9,84.0,0.7,5,6.95,2.3,1.4,1.1,0,2.3,1.3,0.6,0,0.9,0.6,0.5,0,0.4,0.6,58.1,0.3,6.1,0.1,5.32,0.68,0.16,66,0.08
74,59,James Ward-Prowse,Southampton,29, M(CR),38,3373,9,4,6,0,1.2,85.3,1.2,2,6.95,1.7,1.4,0.9,0,1.2,1.1,0.3,1,1.9,0.2,0.5,0,0.6,0.7,50.5,1.8,1.7,0,5.74,3.26,0.15,44,0.13
75,60,Thiago Silva,Chelsea,39, D(C),26(1),2352,0,2,2,0,0.6,91.3,2.3,1,6.95,1.5,1.3,0.4,0.5,4,0.4,1.1,0,0.2,0.1,0.5,0,0,0.2,75.2,0,4.3,0,1.27,-1.27,0.05,15,0.08
76,61,David Raya,Brentford,28, GK,38,3420,0,0,1,0,0.0,60.7,0.3,3,6.95,0,0,0,0,0.5,0.1,0,1,0.1,0,0.2,0,0,0,38.8,0,10.8,0,0.08,-0.08,0,1,0.08
77,62,Son Heung-Min,Tottenham,31," M(CLR),FW",33(3),2899,10,6,2,0,2.3,82.0,0.3,2,6.95,0.7,0.4,0.4,0,0.1,0.6,0.1,0,1.7,0.9,1,0.5,1.5,1.8,21.8,0.9,0.4,0.1,10.17,-0.17,0.32,81,0.13
78,63,N'Golo Kanté,Chelsea,33, M(C),6(1),520,0,1,1,0,1.1,82.5,0.3,1,6.95,2.3,0.9,0.7,0,0.3,0.6,0,0,1.9,1.7,0.3,0.1,0.7,1.9,46.4,0.4,1.4,0.1,0.33,-0.33,0.06,8,0.04
79,64,Virgil van Dijk,Liverpool,32, D(C),32,2836,3,1,3,0,0.9,90.5,3.1,2,6.94,0.8,1,0.4,0.7,4.2,0.3,0.5,0,0.2,0.1,0.1,0.1,0,0.2,80.7,0,4.7,0,3.15,-0.15,0.1,30,0.1
80,65,João Palhinha,Fulham,28, DMC,35,3113,3,0,14,0,1.1,83.0,2.1,2,6.93,4.2,1.3,1.4,0,1.7,1.8,0.1,1,0.2,0.4,1.4,0,0.8,1.1,36.2,0,2.5,0,3.15,-0.15,0.09,39,0.08
81,66,Aaron Wan-Bissaka,Man Utd,26," D(LR),M(R)",16(3),1436,0,0,2,0,0.5,83.5,0.7,0,6.93,2.1,1.2,0.6,0.3,1.8,0.1,0.4,0,0.8,0.9,0.1,0,0.5,0.7,37.1,0.2,0.9,0.1,1.19,-1.19,0.07,10,0.12
82,67,Douglas Luiz,Aston Villa,25, M(C),33(4),2933,6,6,6,1,0.9,86.4,0.7,3,6.93,1.9,1.1,1.3,0,0.6,0.9,0.2,0,1.2,0.6,1.1,0.1,0.9,1,45.9,0.6,2.2,0.1,3.03,2.97,0.09,34,0.09
83,68,Alisson Becker,Liverpool,31, GK,37,3330,0,1,1,0,0.0,83.4,0.3,2,6.92,0,0,0,0,1,0.1,0,0,0,0.1,0.1,0,0,0,33.5,0,4.5,0,,,,,
84,69,Bernd Leno,Fulham,32, GK,36,3240,0,0,3,0,0.0,76.3,0.3,3,6.92,0,0,0,0,0.7,0.1,0,0,0,0,0.1,0,0,0,33.5,0,4.4,0,,,,,
85,70,Callum Wilson,Newcastle,32, FW,21(10),1887,18,5,4,0,2.4,67.7,0.6,4,6.92,0.3,0,0.7,0,0.2,0.1,0,0,0.7,0.4,1,0.5,1.2,2.3,7.6,0,0.1,0,17.78,0.22,0.85,73,0.24
86,71,Moisés Caicedo,Brighton,22, DMC,34(3),3141,1,1,10,0,0.8,88.8,1.0,0,6.92,2.7,1.5,1.8,0,0.7,0.8,0.2,0,1.2,0.8,1.5,0,0.6,1.1,59.7,0.2,2.4,0.1,1.5,-0.5,0.04,28,0.05
87,72,Miguel Almirón,Newcastle,30," AM(CLR),FW",29(5),2508,11,2,2,0,2.0,84.5,0.2,2,6.91,1.4,0.3,0.6,0,0.4,0.7,0.1,0,0.8,1,1,0.3,0.8,1.5,27.4,0.1,0.4,0,8.27,2.73,0.3,69,0.12
88,73,Benoît Badiashile,Chelsea,23, D(C),10(1),904,1,0,2,0,0.5,89.7,3.2,0,6.91,1.3,1.5,0.8,0.2,3,0.5,0.2,0,0.3,0.1,0.5,0,0.3,0.2,77.7,0,3.5,0,1.25,-0.25,0.12,6,0.21
89,74,Wesley Fofana,Leicester,23, D(C),2,180,0,0,1,0,1.0,84.2,2.5,0,6.9,2,4.5,1,0,2,1,0.5,0,0,1,1.5,0.5,0,1.5,69.5,0,1,0,0.37,-0.37,0.19,2,0.19
90,74,Wesley Fofana,Leicester,23, D(C),2,180,0,0,1,0,1.0,84.2,2.5,0,6.9,2,4.5,1,0,2,1,0.5,0,0,1,1.5,0.5,0,1.5,69.5,0,1,0,0.44,0.56,0.03,6,0.07
91,74,Wesley Fofana,Leicester,23, D(C),2,180,0,0,1,0,1.0,84.2,2.5,0,6.9,2,4.5,1,0,2,1,0.5,0,0,1,1.5,0.5,0,1.5,57.5,0.1,0.9,0,0.37,-0.37,0.19,2,0.19
92,74,Wesley Fofana,Leicester,23, D(C),2,180,0,0,1,0,1.0,84.2,2.5,0,6.9,2,4.5,1,0,2,1,0.5,0,0,1,1.5,0.5,0,1.5,57.5,0.1,0.9,0,0.44,0.56,0.03,6,0.07
93,74,Wesley Fofana,Leicester,23, D(C),2,180,0,0,1,0,1.0,84.2,2.5,0,6.9,2,4.5,1,0,2,1,0.5,0,0.1,0.5,1.5,0,0.4,0.6,69.5,0,1,0,0.37,-0.37,0.19,2,0.19
94,74,Wesley Fofana,Leicester,23, D(C),2,180,0,0,1,0,1.0,84.2,2.5,0,6.9,2,4.5,1,0,2,1,0.5,0,0.1,0.5,1.5,0,0.4,0.6,69.5,0,1,0,0.44,0.56,0.03,6,0.07
95,74,Wesley Fofana,Leicester,23, D(C),2,180,0,0,1,0,1.0,84.2,2.5,0,6.9,2,4.5,1,0,2,1,0.5,0,0.1,0.5,1.5,0,0.4,0.6,57.5,0.1,0.9,0,0.37,-0.37,0.19,2,0.19
96,74,Wesley Fofana,Leicester,23, D(C),2,180,0,0,1,0,1.0,84.2,2.5,0,6.9,2,4.5,1,0,2,1,0.5,0,0.1,0.5,1.5,0,0.4,0.6,57.5,0.1,0.9,0,0.44,0.56,0.03,6,0.07
