player_name,team_name,Fouled,Fouls
Clinton Mola,VfB Stuttgart,0,0
Leonardo Bittencourt,Werder Bremen,1.6,1.7
Lucas Hernández,Bayern Munich,0.6,0.6
Janik Haberer,Union Berlin,1.2,1.1
Edmond Tapsoba,Bayer Leverkusen,0.5,0.8
David Raum,RB Leipzig,0.5,0.8
Maya Yoshida,Schalke 04,0.6,0.7
Mattias Svanberg,Wolfsburg,0.9,0.8
André Silva,RB Leipzig,1.4,1
Manuel Riemann,Bochum,0.1,0
Janis Blaswich,RB Leipzig,0.1,0
Niklas Schmidt,Werder Bremen,0.6,0.8
Dominik Kohr,Mainz 05,1.2,1.5
Jeffrey Gouweleeuw,Augsburg,0.3,1.1
Yannick Gerhardt,Wolfsburg,0.7,0.6
Silas Katompa Mvumpa,VfB Stuttgart,0.7,1.3
Jirí Pavlenka,Werder Bremen,0.2,0
Dennis Geiger,Hoffenheim,0.8,1.6
Djibril Sow,Eintracht Frankfurt,1.5,1.2
Aïssa Laïdouni,Union Berlin,2.5,0.9
Gil Dias,VfB Stuttgart,0.7,0.9
Edimilson Fernandes,Mainz 05,0.4,0.9
Atakan Karazor,VfB Stuttgart,1.1,0.8
Youssoufa Moukoko,Borussia Dortmund,0.3,0.3
Christopher Antwi-Adjei,Bochum,1.4,0.8
Sebastiaan Bornauw,Wolfsburg,0.3,0.9
Stevan Jovetic,Hertha Berlin,1.1,0.5
Philipp Förster,Bochum,0.5,1.1
Alassane Pléa,Borussia M.Gladbach,1.1,0.8
Steffen Tigges,FC Koln,0.4,0.4
Sven Ulreich,Bayern Munich,0.3,0.3
Niklas Stark,Werder Bremen,0.7,1.5
Alexander Meyer,Borussia Dortmund,0,0
Jonathan Tah,Bayer Leverkusen,0.1,0.7
Diogo Leite,Union Berlin,1.1,1.6
Grischa Prömel,Hoffenheim,2,1.8
Giovanni Reyna,Borussia Dortmund,0.8,0.4
Chidera Ejuke,Hertha Berlin,0.5,0.1
Amos Pieper,Werder Bremen,0.5,0.8
Timo Baumgartl,Union Berlin,0.8,1.4
Julian Weigl,Borussia M.Gladbach,1.3,0.9
Rubén Vargas,Augsburg,0.7,0.7
Dion Beljo,Augsburg,0.6,1.4
Keven Schlotterbeck,Bochum,0.7,0.8
Robert Skov,Hoffenheim,0.9,0.7
Almamy Touré,Eintracht Frankfurt,0.1,0.7
Waldemar Anton,VfB Stuttgart,0.9,0.9
Anthony Jung,Werder Bremen,0.7,0.7
Jordan Siebatcheu,Union Berlin,0.4,1.2
Jonjoe Kenny,Hertha Berlin,0.2,1
Dejan Ljubicic,FC Koln,0.4,1
Dan-Axel Zagadou,VfB Stuttgart,0.1,0.7
Danilo Soares,Bochum,1,1.2
Mahmoud Dahoud,Borussia Dortmund,0.2,0.3
Erhan Masovic,Bochum,0.2,0.8
Levin Öztunali,Union Berlin,0,0
Felix Passlack,Borussia Dortmund,0.3,0
Péter Gulácsi,RB Leipzig,0,0
Mu'nas Dabbur,Hoffenheim,0.8,0.6
Felix Uduokhai,Augsburg,0.7,1.1
Lukás Hrádecky,Bayer Leverkusen,0,0
Emil Forsberg,RB Leipzig,0.8,0.7
Cédric Brunner,Schalke 04,1.4,1.2
Konstantinos Stafylidis,Bochum,0.8,0.8
Sebastian Rode,Eintracht Frankfurt,0.7,0.8
Tanguy Coulibaly,VfB Stuttgart,0.4,0.6
Tobias Sippel,Borussia M.Gladbach,0,0
Silvan Widmer,Mainz 05,0.6,0.4
Thomas Meunier,Borussia Dortmund,0.4,1.2
Omar Marmoush,Wolfsburg,1,0.9
Ansgar Knauff,Eintracht Frankfurt,0.7,0.6
Christian Groß,Werder Bremen,0.5,2
Milos Veljkovic,Werder Bremen,0.3,0.8
Kristijan Jakic,Eintracht Frankfurt,0.3,0.8
Paul Jaeckel,Union Berlin,0.2,1
Lukas Klostermann,RB Leipzig,0.2,0.4
Marcel Halstenberg,RB Leipzig,0.2,0.6
Niko Gießelmann,Union Berlin,0.8,0.6
Adam Hlozek,Bayer Leverkusen,0.7,0.7
Odilon Kossounou,Bayer Leverkusen,0.2,0.7
Lennart Grill,Union Berlin,0,0
Kenneth Schmidt,Freiburg,0,0.2
Tiago Tomás,VfB Stuttgart,1.8,0.5
Arijon Ibrahimovic,Bayern Munich,1,0
Simon Terodde,Schalke 04,1.1,1.2
Salih Özcan,Borussia Dortmund,0.9,1
Christoph Kramer,Borussia M.Gladbach,0.4,1.3
Linton Maina,FC Koln,0.6,0.5
Josuha Guilavogui,Wolfsburg,0.3,1.3
Jérôme Roussillon,Union Berlin,0.8,0.8
Jens Stage,Werder Bremen,0.6,1
Lukas Nmecha,Wolfsburg,1.7,0.4
Bartol Franjic,Wolfsburg,0.2,0.2
Jonathan Burkardt,Mainz 05,1,0.5
Arne Engels,Augsburg,1.1,1.4
Jan Thielmann,FC Koln,0.8,0.6
Joe Scally,Borussia M.Gladbach,1.8,0.5
Naouirou Ahamada,VfB Stuttgart,1,0.9
Maxim Leitsch,Mainz 05,0.3,0.3
Tim Skarke,Schalke 04,0.8,0.4
Dominique Heintz,Bochum,0.4,1
Amadou Haidara,RB Leipzig,0.4,0.9
Pavel Kaderábek,Hoffenheim,0.7,0.9
Benno Schmitz,FC Koln,0.6,1
Arne Maier,Augsburg,0.6,0.4
Kelvin Yeboah,Augsburg,0.8,0.8
Marvin Plattenhardt,Hertha Berlin,1,0.7
Genki Haraguchi,VfB Stuttgart,1.5,0.4
Ibrahim Maza,Hertha Berlin,1,0.5
Josha Vagnoman,VfB Stuttgart,0.4,0.8
Florian Neuhaus,Borussia M.Gladbach,0.9,0.4
Anthony Modeste,Borussia Dortmund,0.4,0.7
Sardar Azmoun,Bayer Leverkusen,0,0.7
Kevin Trapp,Eintracht Frankfurt,0.1,0
Kiliann Sildillia,Freiburg,0.2,1.4
Kevin Vogt,Hoffenheim,0.5,1
Michael Frey,Schalke 04,0.7,2
Henning Matriciani,Schalke 04,0.5,0.9
Florian Niederlechner,Hertha Berlin,1,0.5
Wilfried Kanga,Hertha Berlin,0.5,0.8
Enzo Millot,VfB Stuttgart,0.8,0.7
Takuma Asano,Bochum,1,0.4
Iago,Augsburg,0.6,0.6
Pascal Klemens,Hertha Berlin,0,0
Nadiem Amiri,Bayer Leverkusen,1,0.6
Callum Hudson-Odoi,Bayer Leverkusen,1.4,0.1
Jere Uronen,Schalke 04,1.2,0.5
Carlos Gruezo,Augsburg,0.7,0.9
Marcus Ingvartsen,Mainz 05,0.8,1.2
Charles Aránguiz,Bayer Leverkusen,1,0.7
Genki Haraguchi,Union Berlin,1.1,0.4
Yussuf Poulsen,RB Leipzig,0.5,0.5
Mads Pedersen,Augsburg,0.8,0.8
Dominick Drexler,Schalke 04,0.9,1
Alexander Hack,Mainz 05,0.6,1.3
Paul Seguin,Union Berlin,0.2,0.7
Tobias Mohr,Schalke 04,0.2,0.3
Éder Balanta,Schalke 04,0,0.8
Kevin Kampl,RB Leipzig,0.2,0.7
Nikola Soldo,FC Koln,0.3,0.7
Elvis Rexhbeçaj,Augsburg,1.6,0.9
Filip Uremovic,Hertha Berlin,0.5,1.2
Oliver Christensen,Hertha Berlin,0.2,0
Danny da Costa,Mainz 05,0.1,0.3
Marvin Friedrich,Borussia M.Gladbach,0.1,0.1
Makoto Hasebe,Eintracht Frankfurt,0.8,0.4
Kristian Pedersen,FC Koln,0.2,0.8
Mitchel Bakker,Bayer Leverkusen,0.5,0.6
Hugo Novoa,RB Leipzig,0.3,0.9
András Schäfer,Union Berlin,0.9,0.9
Stanley Nsoki,Hoffenheim,0.4,0.7
Kevin Paredes,Wolfsburg,0.8,0.2
Alex Král,Schalke 04,0.6,0.7
Angelo Stiller,Hoffenheim,0.1,0.5
Robert Gumny,Augsburg,0.6,1.1
Nikolas Nartey,VfB Stuttgart,0.8,0.6
Yann Sommer,Bayern Munich,0.1,0.1
Romano Schmid,Werder Bremen,0.9,0.6
Manuel Gulde,Freiburg,0.1,0.6
Florian Flick,Schalke 04,0.5,0.8
Niklas Dorsch,Augsburg,0.5,0.9
Pascal Stenzel,VfB Stuttgart,0.2,0.3
Mathys Tel,Bayern Munich,0.3,0.4
Luca Netz,Borussia M.Gladbach,0.1,0.3
Alexander Schwolow,Schalke 04,0.2,0
Sebastian Polter,Schalke 04,0.6,1.2
Tolga Cigerci,Hertha Berlin,0.3,1.2
Josip Stanisic,Bayern Munich,0.2,0.4
Cristian Gamboa,Bochum,0.3,0.7
Kilian Fischer,Wolfsburg,0.5,0.8
Sepp van den Berg,Schalke 04,0,0.4
Daley Sinkgraven,Bayer Leverkusen,0.3,0.5
Sebastian Rudy,Hoffenheim,0.4,1
Kevin Schade,Freiburg,0.8,0.5
Josip Brekalo,Wolfsburg,0.5,0.3
Gerrit Holtmann,Bochum,0.3,0.3
Kenan Karaman,Schalke 04,1.1,0.6
Marvin Schwäbe,FC Koln,0.1,0
Maximilian Bauer,Augsburg,0.9,0.9
Jessic Ngankam,Hertha Berlin,0.7,1.1
Fredrik Jensen,Augsburg,0.4,0.8
Reece Oxford,Augsburg,0.7,0
Jean-Paul Boëtius,Hertha Berlin,1.2,0.7
Ivan Sunjic,Hertha Berlin,0.5,0.9
Raphael Framberger,Augsburg,0,1.3
Noah Weißhaupt,Freiburg,1.1,0.1
Keven Schlotterbeck,Freiburg,0.5,0
Ilia Gruev,Werder Bremen,0.4,0.9
Davie Selke,Hertha Berlin,0.5,0.5
Mehmet Aydin,Schalke 04,0.4,0.4
Lee Buchanan,Werder Bremen,0.3,0.3
Florian Dietz,FC Koln,0.1,1
Márton Dárdai,Hertha Berlin,0.5,0.6
Thomas Ouwejan,Schalke 04,0.4,0.4
Denis Huseinbasic,FC Koln,0.3,0.6
Fabian Bredlow,VfB Stuttgart,0,0.1
David Colina,Augsburg,0.6,0.1
Merlin Röhl,Freiburg,1.3,0.3
Max Kruse,Wolfsburg,0.6,0.6
Ryan Gravenberch,Bayern Munich,0.3,0.4
Kingsley Schindler,FC Koln,0.4,0.4
Finn Becker,Hoffenheim,0.4,0.3
Rafael Borré,Eintracht Frankfurt,0.3,0.7
Maximilian Philipp,Werder Bremen,0.8,0.5
Daniel-Kofi Kyereh,Freiburg,1.3,1
Stefan Lainer,Borussia M.Gladbach,0.4,0.6
Dimitrios Limnios,FC Koln,0.5,0
Tom Rothe,Borussia Dortmund,0,1
Yannik Keitel,Freiburg,0.1,1
Paulinho,Bayer Leverkusen,0.3,0
Thorgan Hazard,Borussia Dortmund,0.4,1
Sven Michel,Union Berlin,0.2,0.6
Paul Wanner,Bayern Munich,0,0.5
Aymen Barkok,Mainz 05,0.2,0.7
Morten Thorsby,Union Berlin,0.3,0.9
Jordi Osei-Tutu,Bochum,1.2,0.4
Darko Churlinov,VfB Stuttgart,1,0
Veit Stange,Hertha Berlin,0,0
Paxten Aaronson,Eintracht Frankfurt,0.4,0.7
Renato Veiga,Augsburg,0.3,0.7
Nelson Weiper,Mainz 05,0.2,0.2
Sargis Adamyan,FC Koln,0.3,0.7
Ermin Bicakcic,Hoffenheim,0.1,0.1
Pierre Kunde,Bochum,0.8,0.3
Oliver Burke,Werder Bremen,0.3,0.2
Hannes Wolf,Borussia M.Gladbach,0.7,0.4
Agustín Rogel,Hertha Berlin,0.3,1.1
Lilian Egloff,VfB Stuttgart,0.5,0.3
Angelo Fulgini,Mainz 05,0.9,0.4
Daniel Caligiuri,Augsburg,0.3,0.4
Vasilios Lampropoulos,Bochum,0.4,0.5
Daley Blind,Bayern Munich,0,0.3
Luca Kilian,FC Koln,0.1,0.4
Patrick Osterhage,Bochum,0.4,0.8
Simon Zoller,Bochum,0.3,0.8
Nathan Ngoumou,Borussia M.Gladbach,0.3,0.4
Ondrej Duda,FC Koln,1.4,1.2
Kasper Dolberg,Hoffenheim,0.5,0.4
Keke Topp,Schalke 04,0,1
Jacek Góralski,Bochum,1,0.3
Florian Müller,VfB Stuttgart,0.1,0
Moritz Broschinski,Bochum,0.1,0.3
Luca Waldschmidt,Wolfsburg,0.2,0.8
Saidy Janko,Bochum,0.4,1
Jamie Leweling,Union Berlin,0.6,0.4
Jacob Bruun Larsen,Hoffenheim,0.1,0.1
Jeong Woo-Yeong,Freiburg,0.3,0.5
Hugo Siquet,Freiburg,0.5,0
Tom Bischof,Hoffenheim,0.5,0.8
Lucas Alario,Eintracht Frankfurt,0.1,0.5
Umut Tohumcu,Hoffenheim,0.6,0.5
Maximilian Philipp,Wolfsburg,2.3,0
Niklas Tauer,Mainz 05,0,0.3
Peter Pekarík,Hertha Berlin,0,0
Irvin Cardona,Augsburg,0.5,0.2
Luca Pfeiffer,VfB Stuttgart,0.5,0.7
Julian Baumgartlinger,Augsburg,0.6,0.3
Antonios Papadopoulos,Borussia Dortmund,0,2
Kingsley Ehizibue,FC Koln,2,2
Derry Scherhant,Hertha Berlin,0.2,0.2
Danny Latza,Schalke 04,0.6,0.7
Eduardo Quaresma,Hoffenheim,0.3,0.3
Diadié Samassékou,Hoffenheim,0,1.5
Thomas Delaney,Hoffenheim,1,0.5
Timothy Fosu-Mensah,Bayer Leverkusen,0.1,0.3
Silvere Ganvoula,Bochum,0,0.1
Tim Lemperle,FC Koln,0,0.2
Jordan Larsson,Schalke 04,0.5,0.6
Yvandro Borges Sanches,Borussia M.Gladbach,0,0.3
Nicolas Cozza,Wolfsburg,0.2,0
Milos Pantovic,Union Berlin,0.4,0.3
Faride Alidou,Eintracht Frankfurt,0.1,0.5
Juan José Perea,VfB Stuttgart,0.8,0.8
Florent Mollet,Schalke 04,0.8,0.4
Timothée Kolodziejczak,Schalke 04,0,0
Tony Jantschke,Borussia M.Gladbach,0,0.3
Leo Greiml,Schalke 04,0.3,1.7
Mathias Olesen,FC Koln,0.4,0.4
Aster Vranckx,Wolfsburg,1,0
Nils Petersen,Freiburg,0.1,0.2
Ricardo Pepi,Augsburg,0,0
Kevin-Prince Boateng,Hertha Berlin,0.5,1.4
Oscar Fraulo,Borussia M.Gladbach,0,0
Fabio Chiarodia,Werder Bremen,0,0
Noah Sarenren Bazee,Augsburg,0.5,0.5
Laurin Ulrich,VfB Stuttgart,0,0
Delano Burgzorg,Mainz 05,0.3,0.3
Tim Skarke,Union Berlin,0,1
Andrey Lunev,Bayer Leverkusen,0,0
Mark Uth,FC Koln,0.3,0.5
Marlon Mustapha,Mainz 05,0,0.5
Fisnik Asllani,Hoffenheim,0.4,0.3
Patrick Herrmann,Borussia M.Gladbach,0.2,0.2
Nicolai Rapp,Werder Bremen,0,0.3
Myziane Maolida,Hertha Berlin,0,0.3
Nathanaël Mbuku,Augsburg,0,0
Sidi Sané,Schalke 04,0,0
Muhammed Damar,Hoffenheim,0.2,1
Vladimír Darida,Hertha Berlin,0.3,0.3
Eren Dinkçi,Werder Bremen,0.1,0.3
Timothy Chandler,Eintracht Frankfurt,0,0
Dzenan Pejcinovic,Wolfsburg,0,0
Semir Telalovic,Borussia M.Gladbach,0,0.3
Jérôme Roussillon,Wolfsburg,0,0.3
Marco Pasalic,Borussia Dortmund,0,1
Kerim Çalhanoglu,Schalke 04,0.3,1
Karim Bellarabi,Bayer Leverkusen,0,0.3
Justin Diehl,FC Koln,0.5,0
Aaron Zehnter,Augsburg,0,0
Ayman Azhil,Bayer Leverkusen,0,0
Dikeni-Rafid Salifou,Werder Bremen,0,0
Joshua Quarshie,Hoffenheim,0,0
Julian Eitschberger,Hertha Berlin,0,0
Noah Mbamba,Bayer Leverkusen,0,0
Rocco Reitz,Borussia M.Gladbach,0,0
Sanoussy Ba,RB Leipzig,0,0
Lukas Petkov,Augsburg,0.1,0.6
Bouna Sarr,Bayern Munich,0,0
Brajan Gruda,Mainz 05,0,0.5
Dario Gebuhr,Eintracht Frankfurt,0,0
Kimberly Ezekwem,Freiburg,0,0
Marcel Wenig,Eintracht Frankfurt,0,0
Jonathan Schmid,Freiburg,0,0.3
Robert Wagner,Freiburg,0.3,0
Joel Pohjanpalo,Bayer Leverkusen,0,0
Tony Rölke,Hertha Berlin,0,1
Thomas Kastanaras,VfB Stuttgart,0,0
Filip Kostic,Eintracht Frankfurt,1,1
Alou Kuol,VfB Stuttgart,0,0
Andreas Ivan,Schalke 04,0,1
Justin Njinmah,Borussia Dortmund,3,0
Felix Agu,Werder Bremen,1,1
Tim Oermann,Bochum,0,0.8
Jean-Manuel Mbom,Werder Bremen,0.5,0.5
Alexander Sørloth,RB Leipzig,0,1
Eniss Shabani,Mainz 05,0,1
Jannes Horn,Bochum,0,0.5
Tymoteusz Puchacz,Union Berlin,0,0
Soumaïla Coulibaly,Borussia Dortmund,0,1
Lukás Ambros,Wolfsburg,1,0
Stefan Posch,Hoffenheim,0,2
