player_name,team_name,Total_Passes,AccLB,InAccLB,AccSP,InAccSP
Sven Michel,Union Berlin,7.7,0.2,0.2,4.4,2.9
Paul Wanner,Bayern Munich,4.5,0,0,3.5,1
Aymen Barkok,Mainz 05,10.5,0.3,0.3,7.3,2.7
Morten Thorsby,Union Berlin,7.8,0.1,0.4,4.8,2.5
Jordi Osei-Tutu,Bochum,8.3,0.3,0.6,5.6,1.8
Darko Churlinov,VfB Stuttgart,0,0,0,0,0
Veit Stange,Hertha Berlin,0,0,0,0,0
Paxten Aaronson,Eintracht Frankfurt,8.9,0,0.6,6.9,1.4
Renato Veiga,Augsburg,21,1.8,3.9,12.7,2.6
Nelson Weiper,Mainz 05,4.2,0,0,2.9,1.3
Sargis Adamyan,FC Koln,6.6,0.2,0.2,4.5,1.7
Ermin Bicakcic,Hoffenheim,10.3,0.9,1.2,6.4,1.8
Pierre Kunde,Bochum,15,0.7,2.6,8.6,3.2
Oliver Burke,Werder Bremen,4.9,0,0.1,3.5,1.4
Hannes Wolf,Borussia M.Gladbach,9.4,0.2,0.2,7.6,1.4
Agustín Rogel,Hertha Berlin,28.4,1.9,2.9,19.3,4.3
Lilian Egloff,VfB Stuttgart,6.7,0.1,0.2,4,2.4
Angelo Fulgini,Mainz 05,14.1,0.2,0.3,11.3,2.3
Daniel Caligiuri,Augsburg,9.2,0.7,1.2,5.2,2.2
Vasilios Lampropoulos,Bochum,15.7,0.8,2.4,9.9,2.6
Daley Blind,Bayern Munich,24.3,1.3,1,20,2
Luca Kilian,FC Koln,42.3,1.9,3.3,34.5,2.6
Patrick Osterhage,Bochum,13.9,0.2,0.6,9.7,3.3
Simon Zoller,Bochum,11.4,0.5,0.1,7,3.8
Nathan Ngoumou,Borussia M.Gladbach,9.5,0.1,0.2,7.2,2
Ondrej Duda,FC Koln,20.3,1.1,1,14.6,3.6
Kasper Dolberg,Hoffenheim,5.7,0,0.1,4.2,1.5
Keke Topp,Schalke 04,4,0,0,3,1
Jacek Góralski,Bochum,9.8,1,0.5,6.8,1.5
Florian Müller,VfB Stuttgart,33.3,6.3,6.9,19.9,0.2
Moritz Broschinski,Bochum,4.3,0,0.1,2.5,1.6
Luca Waldschmidt,Wolfsburg,8.3,0.1,0.4,6.4,1.4
Saidy Janko,Bochum,16.5,1,1,11.1,3.5
Jamie Leweling,Union Berlin,2.9,0.1,0,2.2,0.6
Jacob Bruun Larsen,Hoffenheim,6.9,0,0.3,5,1.7
Jeong Woo-Yeong,Freiburg,9,0.2,0.1,7,1.6
Hugo Siquet,Freiburg,2.5,0,0,2,0.5
Tom Bischof,Hoffenheim,10.3,0.4,0.4,7.1,2.5
Lucas Alario,Eintracht Frankfurt,4.3,0.1,0.1,2.7,1.4
Umut Tohumcu,Hoffenheim,9.6,0.5,0.6,6.4,2.1
Maximilian Philipp,Wolfsburg,11.3,0.7,0.3,8,2.3
Niklas Tauer,Mainz 05,18,0.3,0.3,15.7,1.7
Peter Pekarík,Hertha Berlin,18,0.6,1.6,13.2,2.6
Irvin Cardona,Augsburg,6.3,0.1,0.4,3.4,2.4
Luca Pfeiffer,VfB Stuttgart,10.5,0.4,0.3,6.4,3.5
Julian Baumgartlinger,Augsburg,14.1,0.8,0.4,10.9,1.9
Antonios Papadopoulos,Borussia Dortmund,19,2,0,15,2
Kingsley Ehizibue,FC Koln,19,0,4,11,4
Derry Scherhant,Hertha Berlin,4.6,0,0.1,3.3,1.2
Danny Latza,Schalke 04,18.6,0.7,0.5,14.5,3
Eduardo Quaresma,Hoffenheim,16.8,0.3,0.8,14.5,1.3
Diadié Samassékou,Hoffenheim,10,0,0.5,8.5,1
Thomas Delaney,Hoffenheim,26.5,2,2.8,16.3,5.3
Timothy Fosu-Mensah,Bayer Leverkusen,8.5,0.1,0.6,6.7,1.1
Silvere Ganvoula,Bochum,5.4,0,0.1,3.1,2.2
Tim Lemperle,FC Koln,4.3,0,0.3,2.3,1.7
Jordan Larsson,Schalke 04,10.3,0.4,0.3,7.4,2.3
Yvandro Borges Sanches,Borussia M.Gladbach,2.3,0,0,2.3,0
Nicolas Cozza,Wolfsburg,8.4,0.6,1.2,5.6,1
Milos Pantovic,Union Berlin,5.4,0.2,0.4,3.2,1.5
Faride Alidou,Eintracht Frankfurt,5.1,0.1,0.3,3.8,0.9
Juan José Perea,VfB Stuttgart,4.4,0.3,0,2.8,1.4
Florent Mollet,Schalke 04,15.7,0.3,0.3,11.9,3.1
Timothée Kolodziejczak,Schalke 04,13,3,0,8,2
Tony Jantschke,Borussia M.Gladbach,10.6,0,0.6,9.8,0.3
Leo Greiml,Schalke 04,27.4,1.6,2.7,21,2.1
Mathias Olesen,FC Koln,11,0.6,0.6,8.1,1.7
Aster Vranckx,Wolfsburg,3,0,0,2,1
Nils Petersen,Freiburg,2.7,0,0.1,1.2,1.4
Ricardo Pepi,Augsburg,6.8,0,0,4.5,2.3
Kevin-Prince Boateng,Hertha Berlin,14.6,0.5,0.6,10.4,3.1
Oscar Fraulo,Borussia M.Gladbach,8,0,1.5,5,1.5
Fabio Chiarodia,Werder Bremen,7.3,0.7,0.7,4.3,1.7
Noah Sarenren Bazee,Augsburg,1,0,0,0.5,0.5
Laurin Ulrich,VfB Stuttgart,4,0,0,4,0
Delano Burgzorg,Mainz 05,3.9,0.1,0,2.9,0.9
Tim Skarke,Union Berlin,8,0,0.3,5.7,2
Andrey Lunev,Bayer Leverkusen,37,5,8,23,1
Mark Uth,FC Koln,3.3,0.3,0,2.5,0.5
Marlon Mustapha,Mainz 05,3.7,0,0,2,1.7
Fisnik Asllani,Hoffenheim,7.5,0,0,4.6,2.9
Patrick Herrmann,Borussia M.Gladbach,4.4,0.1,0.3,3.1,0.8
Nicolai Rapp,Werder Bremen,8.1,0.4,0.4,6.1,1.1
Myziane Maolida,Hertha Berlin,4.3,0,0,2.3,2
Nathanaël Mbuku,Augsburg,3,0,0,1.5,1.5
Sidi Sané,Schalke 04,3.5,0.5,0,3,0
Muhammed Damar,Hoffenheim,10.2,0,0.2,8.7,1.3
Vladimír Darida,Hertha Berlin,4,0,0.3,2.7,1
Eren Dinkçi,Werder Bremen,3.9,0.1,0.1,2.5,1.2
Timothy Chandler,Eintracht Frankfurt,6.7,0.7,0.2,3.3,2.5
Dzenan Pejcinovic,Wolfsburg,0,0,0,0,0
Semir Telalovic,Borussia M.Gladbach,0.7,0,0,0.3,0.3
Jérôme Roussillon,Wolfsburg,1.5,0,0,0.8,0.8
Marco Pasalic,Borussia Dortmund,6,0,0,6,0
Kerim Çalhanoglu,Schalke 04,8.7,1.3,0.7,4.7,2
Karim Bellarabi,Bayer Leverkusen,6,0,0.3,4.5,1.3
Justin Diehl,FC Koln,1,0,0,1,0
Aaron Zehnter,Augsburg,2,0,2,0,0
Ayman Azhil,Bayer Leverkusen,0,0,0,0,0
Dikeni-Rafid Salifou,Werder Bremen,0,0,0,0,0
Joshua Quarshie,Hoffenheim,1,0,0,0,1
Julian Eitschberger,Hertha Berlin,1,0,0,1,0
Noah Mbamba,Bayer Leverkusen,0,0,0,0,0
Rocco Reitz,Borussia M.Gladbach,2,0,0,2,0
Sanoussy Ba,RB Leipzig,0,0,0,0,0
Lukas Petkov,Augsburg,4.7,0.1,0.6,2.3,1.7
Bouna Sarr,Bayern Munich,2,0,0,1,1
Brajan Gruda,Mainz 05,1.5,0,0,0.5,1
Dario Gebuhr,Eintracht Frankfurt,12,1,0,9,2
Kimberly Ezekwem,Freiburg,7,0,1,5,1
Marcel Wenig,Eintracht Frankfurt,10,0,0,9,1
Jonathan Schmid,Freiburg,7.3,0,0,6.7,0.7
Robert Wagner,Freiburg,3.8,0,0.3,1.8,1.8
Joel Pohjanpalo,Bayer Leverkusen,1,0,1,0,0
Tony Rölke,Hertha Berlin,8,0,0,5,3
Thomas Kastanaras,VfB Stuttgart,4,0,0,3.3,0.8
Filip Kostic,Eintracht Frankfurt,26,1,4,17,4
Alou Kuol,VfB Stuttgart,1,0,0,1,0
Andreas Ivan,Schalke 04,10,0,0,9,1
Justin Njinmah,Borussia Dortmund,2,0,1,0,1
Felix Agu,Werder Bremen,6,0.3,0.7,3.7,1.3
Tim Oermann,Bochum,12.8,1.3,2,8.5,1
Jean-Manuel Mbom,Werder Bremen,1.5,0,0,1,0.5
Alexander Sørloth,RB Leipzig,2,0,0,2,0
Eniss Shabani,Mainz 05,6,0,0,5,1
Jannes Horn,Bochum,8.5,0.5,0,6.5,1.5
Tymoteusz Puchacz,Union Berlin,26,1,2,18,5
Soumaïla Coulibaly,Borussia Dortmund,46,0,0,45,1
Lukás Ambros,Wolfsburg,3,0,0,3,0
Stefan Posch,Hoffenheim,12,0,1,8,3
