player_name,team_name,TotalTackles,DribbledPast,TotalAttemptedTackles
Sanoussy Ba,RB Leipzig,0,0,0
Lukas Petkov,Augsburg,0.7,0.1,0.9
Bouna Sarr,Bayern Munich,0,0,0
Brajan Gruda,Mainz 05,0,0,0
Dario Gebuhr,Eintracht Frankfurt,0,1,1
Kimberly Ezekwem,Freiburg,0,0,0
Marcel Wenig,Eintracht Frankfurt,0,0,0
Jonathan Schmid,Freiburg,0.3,0,0.3
Robert Wagner,Freiburg,0,0,0
Joel Pohjanpalo,Bayer Leverkusen,0,0,0
Tony Rölke,Hertha Berlin,0,0,0
Thomas Kastanaras,VfB Stuttgart,0,0,0
Filip Kostic,Eintracht Frankfurt,2,0,2
Alou Kuol,VfB Stuttgart,0,0,0
Andreas Ivan,Schalke 04,0,1,1
Justin Njinmah,Borussia Dortmund,0,0,0
Felix Agu,Werder Bremen,0.3,0,0.3
Tim Oermann,Bochum,0.5,0,0.5
Jean-Manuel Mbom,Werder Bremen,0,0.5,0.5
Alexander Sørloth,RB Leipzig,0,0,0
Eniss Shabani,Mainz 05,0,0,0
Jannes Horn,Bochum,1,0,1
Tymoteusz Puchacz,Union Berlin,1,0,1
Soumaïla Coulibaly,Borussia Dortmund,0,0,0
Lukás Ambros,Wolfsburg,1,3,4
Stefan Posch,Hoffenheim,0,0,0
