player_name,team_name,Fouled,Fouls
Simone Romagnoli,Lecce,0,0.4
Ignacio Pussetto,Sampdoria,0.2,1.4
Alberto Basso,Cremonese,0,0
Filippo Missori,Roma,0,1.3
Toma Basic,Lazio,0.7,0.5
Lukas Vorlicky,Atalanta,0,0
Liam Henderson,Empoli,0.5,1.4
Nicolò Zaniolo,Roma,2.5,1.7
Kristoffer Askildsen,Lecce,0.3,1
Giacomo Quagliata,Cremonese,0.6,0.7
Florian Thauvin,Udinese,0.4,0.6
Alessio Zerbin,Napoli,0.6,0.9
Pietro Pellegri,Torino,0.8,0.8
Petko Hristov,Spezia,0.4,0.1
Andrea Barberis,Monza,0.2,0.1
Emil Ceïde,Sassuolo,0.4,0.2
Grégoire Defrel,Sassuolo,0.5,0.5
Viktor Kovalenko,Spezia,0.7,0.5
Salvatore Molina,Monza,0.6,0.8
Tiémoué Bakayoko,AC Milan,0.3,1
Tio Cipot,Spezia,0.3,0.1
Emanuel Vignato,Bologna,0.1,0.4
Erik Botheim,Salernitana,0.4,0.4
Simone Pafundi,Udinese,0.4,0
Emirhan Ilkhan,Torino,0,1.3
Youssef Maleh,Lecce,0.6,1.3
Ronaldo Vieira,Sampdoria,0.6,1.3
Michel Aebischer,Bologna,0.7,0.7
Agustín Álvarez,Sassuolo,0.2,0.4
Mato Jajalo,Udinese,0,0.3
Warren Bondo,Monza,0.8,0.5
Diego Demme,Napoli,0.4,0.3
Jesé,Sampdoria,0.5,0.3
Niklas Pyyhtiä,Bologna,0,0
Francesco Caputo,Sampdoria,1.6,0.3
Marash Kumbulla,Roma,0.7,0.4
Aster Vranckx,AC Milan,0.4,0.7
Ivan Radovanovic,Salernitana,0.7,0.4
Kristijan Bistrovic,Lecce,0.4,0.2
Nicolò Rovella,Juventus,0.3,0.3
Fabio Quagliarella,Sampdoria,0.8,0.2
Salvador Ferrer,Spezia,0.8,0.4
Gerard Yepes,Sampdoria,0.8,1.4
Jack Hendry,Cremonese,0.3,0.5
Matteo Lovato,Salernitana,0.2,0.4
Emirhan Ilkhan,Sampdoria,0.3,0
Mattia Destro,Empoli,0.3,0.7
Nicola Murru,Sampdoria,0.3,0.8
Valentin Antov,Monza,0.2,0.4
João Moutinho,Spezia,0,0.3
Antonio Iervolino,Salernitana,1,0
Giulio Donati,Monza,0.7,0.8
Thórir Helgason,Lecce,0.2,0.2
Youssef Maleh,Fiorentina,0.4,1.1
Matteo Cancellieri,Lazio,0.5,0.7
Marios Oikonomou,Sampdoria,0.3,0.5
Alessandro Cortinovis,Verona,0,0
Antonio Mirante,AC Milan,0,0
Jordan Majchrzak,Roma,0,0
Alessandro Bianco,Fiorentina,0.6,1
Mert Müldür,Sassuolo,0,0.5
Tommaso Milanese,Cremonese,0.5,0.5
Riccardo Marchizza,Sassuolo,0,0.7
Hans Nicolussi Caviglia,Salernitana,0.5,1.1
Roberto Piccoli,Verona,0.4,0.3
Leandro Sanca,Spezia,0,0
Marco D'Alessandro,Monza,1.1,0.8
Daniele Montevago,Sampdoria,0.7,1.3
Eldor Shomurodov,Roma,0.3,0.2
Ronaldo Vieira,Torino,0,0.5
Gonzalo Villar,Sampdoria,1.2,1.1
Diego Valencia,Salernitana,0.5,0.7
Flavio Paoletti,Sampdoria,0.3,0.4
Lorenzo Malagrida,Sampdoria,0.2,0.7
Tommaso Barbieri,Juventus,1.3,1.7
Christian Gytkjær,Monza,0.3,0.5
Filippo Romagna,Sassuolo,0,0
Marcin Listkowski,Lecce,0.2,0.4
Joel Voelkerling Persson,Lecce,0.1,0.3
Vivaldo Semedo,Udinese,0.2,0.2
Felix Afena-Gyan,Cremonese,0.5,0.8
Karim Zedadka,Napoli,1.3,0
Valentín Carboni,Inter,0.6,0
David Strelec,Spezia,0.1,0.6
Antonio Raimondo,Bologna,0,0
Julius Beck,Spezia,0,1
Pablo Rodríguez,Lecce,0.5,0.3
Raimonds Krollis,Spezia,0,0.5
Gvidas Gineitis,Torino,0.3,2
Samuel Di Carmine,Cremonese,0,0
Leonardo Buta,Udinese,0,0
Mattia Zanotti,Inter,0,1
Deyovaisio Zeefuik,Verona,0,0
Mert Çetin,Lecce,1,0
Ajdin Hrustic,Verona,0.3,1.2
Antonín Barák,Verona,0,0
Duccio Degli Innocenti,Empoli,0,0
Herculano Nabian,Empoli,0,0
Marco Bertini,Lazio,0,0
Mihailo Ivanovic,Sampdoria,0,0
Niccolò Pisilli,Roma,0,0
Stefan Radu,Lazio,0,0
Telasco Segovia,Sampdoria,0,0
Jacopo Sala,Spezia,0.5,0.5
Emmanuel Ekong,Empoli,0,0
Franck Ribéry,Salernitana,1,0
Jacopo Segre,Torino,0,0
Mikael Ellertsson,Spezia,0.3,0.5
Federico Marchetti,Spezia,0,0
Andrea Carboni,Monza,0.3,0.3
Julian Kristoffersen,Salernitana,0,2
Christian Acella,Cremonese,0,0
Samir Ujkani,Empoli,0,0
Lorenzo Tonelli,Empoli,0,0
Kastriot Dermaku,Lecce,0,0
Manuel De Luca,Sampdoria,1,1.5
Andrea Conti,Sampdoria,1,0
Brandon Soppy,Udinese,2,2
Luca Marrone,Monza,1,0.5
Giacomo Raspadori,Sassuolo,0,0
Marko Lazetic,AC Milan,0,0
Bruno Amione,Verona,0,3
Alessio Cragno,Monza,0,0
Luís Maximiano,Lazio,0,1
Alessandro Russo,Sassuolo,1,0
