player_name,team_name,age,position,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MoM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Dribbles allowed,Blocks,OwnGoal,Key_pass_per_game,Dribble,Foul_given_game,Offside_given_per_game,Dispossessed_per_game,Unsuccessful touches,Average_per_pass,Crosses_per_game,Longpass_per_game,Through_ball_per_game,xG,xGDiff,xGPerNinety,totalShots,xGPerShot,position_1,position_2,position_3,position_4,position_5
Marco D'Alessandro,Monza,33,"LM, RM",3(5),287,0,0,2,0,0.5,78.7,0.3,0,6.1,0.5,0.1,0.8,0.0,0.3,0.4,0.0,0,0.4,0.1,1.1,0.1,0.6,0.5,11.1,0.1,0.1,0.0,0.28,-0.28,0.09,4.0,0.07,LM, RM,,,
Daniele Montevago,Sampdoria,21,FW,3(3),228,0,0,1,0,1.2,62.2,2.3,0,6.1,0.2,0.0,1.3,0.0,0.2,0.2,0.2,0,0.7,0.0,0.7,0.7,0.7,1.5,6.2,0.0,0.0,0.0,0.65,-0.65,0.26,7.0,0.09,FW,,,,
Eldor Shomurodov,Roma,28,"CAM, FW",1(5),115,0,0,0,0,1.0,78.1,0.3,0,6.09,0.3,0.2,0.6,0.0,0.3,0.6,0.1,0,0.7,0.5,0.5,0.1,1.1,2.5,13.5,0.1,0.1,0.1,2.36,-1.36,0.26,18.0,0.13,CAM, FW,,,
Ronaldo Vieira,Torino,25,CDM,0(2),15,0,0,0,0,0.0,83.3,0.0,0,6.09,1.1,0.8,1.3,0.1,0.6,0.2,0.3,0,0.0,0.1,0.6,0.0,0.4,0.4,27.1,0.0,1.2,0.0,0.54,-0.54,0.06,5.0,0.11,CDM,,,,
Gonzalo Villar,Sampdoria,26,CM,8(7),695,0,0,2,0,0.1,84.2,0.6,0,6.08,0.9,0.3,1.1,0.0,0.5,0.5,0.2,0,0.0,0.2,1.2,0.0,0.3,0.7,24.9,0.1,0.9,0.0,0.02,-0.02,0.0,1.0,0.02,CM,,,,
Diego Valencia,Salernitana,24,FW,0(12),222,0,0,1,0,0.1,68.8,0.2,0,6.08,0.7,0.1,0.7,0.1,0.2,0.6,0.1,0,0.2,0.0,0.5,0.0,0.3,0.6,5.3,0.2,0.3,0.0,0.08,-0.08,0.03,1.0,0.08,FW,,,,
Flavio Paoletti,Sampdoria,21,CDM,1(11),279,0,0,1,0,0.0,82.8,0.1,0,6.07,0.2,0.4,0.4,0.1,0.7,0.3,0.0,0,0.1,0.2,0.3,0.0,0.0,0.4,13.6,0.0,0.9,0.0,,,,,,CDM,,,,
Lorenzo Malagrida,Sampdoria,20,CM,0(6),105,0,0,2,0,0.3,76.9,0.3,0,6.07,0.2,0.0,0.7,0.0,0.2,0.3,0.0,0,0.3,0.3,0.2,0.0,0.2,0.0,6.5,0.2,0.0,0.0,0.16,-0.16,0.14,2.0,0.08,CM,,,,
Tommaso Barbieri,Juventus,21,CB,2(1),110,0,0,0,0,0.0,81.4,0.0,0,6.07,1.0,0.0,1.7,0.0,0.3,1.7,0.0,0,0.0,0.3,1.3,0.0,0.0,1.7,14.3,0.0,1.0,0.0,,,,,,CB,,,,
Christian Gytkjær,Monza,33,FW,3(19),539,1,0,0,0,0.6,69.0,0.5,0,6.07,0.3,0.0,0.5,0.0,0.1,0.1,0.0,0,0.1,0.1,0.3,0.5,0.2,0.8,4.5,0.0,0.1,0.0,3.61,-2.61,0.6,13.0,0.28,FW,,,,
Filippo Romagna,Sassuolo,26,CB,0(2),46,0,0,0,0,0.0,94.4,1.0,0,6.07,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,,,,,,CB,,,,
Marcin Listkowski,Lecce,26,FW,0(5),75,0,0,0,0,0.2,75.0,0.2,0,6.06,0.0,0.6,0.4,0.0,0.4,0.0,0.0,0,0.0,0.0,0.2,0.0,0.2,0.2,4.0,0.0,0.2,0.0,0.05,-0.05,0.06,1.0,0.05,FW,,,,
Joel Voelkerling Persson,Lecce,21,FW,0(9),91,0,0,0,0,0.1,68.6,0.9,0,6.06,0.1,0.0,0.3,0.0,0.0,0.1,0.0,0,0.1,0.1,0.1,0.0,0.3,0.6,3.9,0.0,0.0,0.0,0.06,-0.05,0.05,1.0,0.06,FW,,,,
Vivaldo Semedo,Udinese,19,FW,0(5),30,0,0,0,0,0.2,85.7,0.0,0,6.05,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0,0.0,0.0,0.2,0.0,0.2,0.4,1.4,0.0,0.0,0.0,0.05,-0.05,0.16,1.0,0.05,FW,,,,
Felix Afena-Gyan,Cremonese,21,FW,7(16),812,0,0,4,0,0.9,76.6,0.7,0,6.04,0.3,0.0,0.8,0.0,0.1,0.3,0.0,0,0.1,0.3,0.5,0.3,0.9,1.5,8.0,0.0,0.1,0.0,1.79,-1.79,0.2,21.0,0.09,FW,,,,
Karim Zedadka,Napoli,23,CM,0(3),19,0,0,0,0,0.0,66.7,0.3,0,6.04,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,1.3,0.0,0.0,0.3,4.0,0.0,0.3,0.0,,,,,,CM,,,,
Valentín Carboni,Inter,19,CAM,0(5),21,0,0,0,0,0.0,75.0,0.0,0,6.04,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0,0.2,0.2,0.6,0.0,0.2,0.4,3.2,0.0,0.0,0.0,,,,,,CAM,,,,
David Strelec,Spezia,23,FW,1(6),165,0,0,0,0,0.4,58.1,0.7,0,6.04,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0,0.1,0.0,0.1,0.3,0.6,0.4,6.1,0.0,0.0,0.0,0.58,-0.58,0.32,3.0,0.19,FW,,,,
Antonio Raimondo,Bologna,20,FW,0(2),13,0,0,0,0,0.0,75.0,0.0,0,6.04,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.0,0.0,0.0,,,,,,FW,,,,
Julius Beck,Spezia,19,CM,0(1),9,0,0,0,0,0.0,100.0,0.0,0,6.03,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,,,,,,CM,,,,
Pablo Rodríguez,Lecce,22,FW,0(4),50,0,0,0,0,0.0,81.3,0.0,0,6.03,0.5,0.0,0.3,0.0,0.0,0.5,0.0,0,0.3,0.0,0.5,0.0,0.5,0.3,4.0,0.0,0.3,0.0,,,,,,FW,,,,
Raimonds Krollis,Spezia,22,FW,0(4),32,0,0,0,0,0.5,71.4,0.0,0,6.03,0.3,0.0,0.5,0.0,0.0,0.3,0.0,0,0.3,0.0,0.0,0.0,0.3,0.3,1.8,0.0,0.0,0.0,0.16,-0.16,0.44,2.0,0.08,FW,,,,
Gvidas Gineitis,Torino,20,CM,2(1),137,0,0,2,0,0.3,83.0,0.0,0,6.02,1.0,0.0,2.0,0.0,0.3,0.3,0.0,0,0.0,0.3,0.3,0.0,0.3,0.3,29.3,0.0,1.0,0.0,0.04,-0.04,0.02,1.0,0.04,CM,,,,
Samuel Di Carmine,Cremonese,35,FW,0(2),26,0,0,0,0,0.5,75.0,0.0,0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.07,-0.07,0.25,1.0,0.07,FW,,,,
Leonardo Buta,Udinese,21,LB,0(2),15,0,0,0,0,0.0,90.0,0.0,0,6.02,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,,,,,LB,,,,
Mattia Zanotti,Inter,21,CB,0(2),26,0,0,0,0,0.0,71.4,0.0,0,6.02,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0,0.5,0.0,0.0,0.0,0.0,0.5,3.5,0.0,0.0,0.0,,,,,,CB,,,,
Deyovaisio Zeefuik,Verona,26,"LB, RB, RM",0(1),9,0,0,0,0,0.0,80.0,0.0,0,6.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,,,,,LB, RB, RM,,
Mert Çetin,Lecce,27,CB,1,21,0,0,0,0,0.0,66.7,0.0,0,6.01,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,,,,,,CB,,,,
Ajdin Hrustic,Verona,27,"CM, LM, RM",3(3),226,0,0,0,0,0.5,83.9,0.2,0,6.0,0.3,0.0,1.2,0.0,0.3,0.2,0.0,0,0.5,0.7,0.3,0.0,0.5,1.3,14.5,0.3,0.3,0.0,0.24,-0.24,0.1,3.0,0.08,CM, LM, RM,,
Antonín Barák,Verona,29,"CAM, RAM",0(1),23,0,0,0,0,0.0,84.6,0.0,0,6.0,0.7,0.1,0.4,0.0,0.4,0.3,0.1,0,0.7,0.6,0.6,0.1,0.9,1.1,23.2,0.1,1.0,0.0,2.08,-0.08,0.1,32.0,0.06,CAM, RAM,,,
Duccio Degli Innocenti,Empoli,21,CM,0(1),1,0,0,0,0,0.0,0.0,0.0,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,CM,,,,
Herculano Nabian,Empoli,20,FW,0(1),1,0,0,0,0,0.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,FW,,,,
Marco Bertini,Lazio,21,CM,0(1),1,0,0,0,0,0.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,CM,,,,
Mihailo Ivanovic,Sampdoria,19,FW,0(1),2,0,0,0,0,0.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,FW,,,,
Niccolò Pisilli,Roma,19,CM,0(1),1,0,0,0,0,0.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,CM,,,,
Stefan Radu,Lazio,37,"CB, LB",1(1),2,0,0,1,0,0.0,100.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,CB, LB,,,
Telasco Segovia,Sampdoria,21,CM,0(1),1,0,0,0,0,0.0,100.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,CM,,,,
Jacopo Sala,Spezia,32,"LB, RB, CM, RM",1(5),108,0,0,1,0,0.0,82.9,0.2,0,5.99,0.2,0.2,0.5,0.0,0.2,0.3,0.0,0,0.2,0.0,0.5,0.0,0.0,0.2,6.8,0.2,0.3,0.0,,,,,,LB, RB, CM, RM,
Emmanuel Ekong,Empoli,21,FW,0(2),18,0,0,0,0,0.5,75.0,0.0,0,5.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,0.5,0.0,0.02,-0.02,0.11,1.0,0.02,FW,,,,
Franck Ribéry,Salernitana,41,"CAM, LAM, FW",0(1),36,0,0,0,0,0.0,90.5,0.0,0,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,,,,,,CAM, LAM, FW,,
Jacopo Segre,Torino,27,CM,0(1),20,0,0,0,0,0.0,88.9,1.0,0,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,,,,,,CM,,,,
Mikael Ellertsson,Spezia,22,CM,1(10),164,0,0,3,0,0.2,64.9,0.2,0,5.98,0.4,0.2,0.5,0.0,0.0,0.3,0.1,0,0.1,0.1,0.3,0.0,0.2,0.2,3.4,0.0,0.0,0.0,0.15,-0.15,0.08,2.0,0.08,CM,,,,
Federico Marchetti,Spezia,41,GK,1(1),66,0,0,0,1,0.0,75.0,0.0,0,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.5,0.0,,,,,,GK,,,,
Andrea Carboni,Monza,23,"CB, LB",1(3),164,0,0,0,0,0.3,83.1,0.0,0,5.94,0.8,0.8,0.3,0.3,0.3,0.8,0.5,0,0.3,0.3,0.3,0.0,0.0,0.0,17.8,0.5,0.8,0.0,0.06,-0.06,0.04,1.0,0.06,CB, LB,,,
Julian Kristoffersen,Salernitana,26,FW,0(1),17,0,0,0,0,0.0,0.0,1.0,0,5.94,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,,,,,FW,,,,
Christian Acella,Cremonese,21,CM,0(1),14,0,0,0,0,0.0,100.0,0.0,0,5.91,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,,,,,,CM,,,,
Samir Ujkani,Empoli,35,GK,0(1),6,0,0,0,0,0.0,100.0,0.0,0,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,GK,,,,
Lorenzo Tonelli,Empoli,34,CB,1(1),20,0,0,0,1,0.0,71.4,0.0,0,5.89,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.5,0.0,,,,,,CB,,,,
Kastriot Dermaku,Lecce,32,CB,0(1),33,0,0,0,0,0.0,50.0,0.0,0,5.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,CB,,,,
Manuel De Luca,Sampdoria,25,FW,0(2),43,0,0,0,0,0.0,62.5,0.0,0,5.88,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,,,,,,FW,,,,
Andrea Conti,Sampdoria,30,"RB, RM",0(1),22,0,0,0,0,0.0,42.9,0.0,0,5.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,,,,,,RB, RM,,,
Brandon Soppy,Udinese,22,"RB, LM, RM",1,90,0,0,1,0,2.0,71.4,1.0,0,5.87,0.5,0.2,1.2,0.1,0.3,0.4,0.0,0,0.7,0.4,1.3,0.1,0.5,1.1,15.7,0.3,0.3,0.0,0.26,-0.26,0.04,7.0,0.04,RB, LM, RM,,
Luca Marrone,Monza,34,"CB, CDM",2,136,0,0,0,0,0.5,92.9,2.0,0,5.86,0.0,0.0,0.5,0.0,2.0,1.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.0,0.5,0.0,0.05,-0.05,0.03,1.0,0.05,CB, CDM,,,
Giacomo Raspadori,Sassuolo,24,"CAM, LAM, FW",0(1),45,0,0,0,0,0.0,90.9,0.0,0,5.81,0.4,0.2,0.3,0.0,0.1,0.2,0.0,0,0.7,0.3,0.5,0.0,0.6,1.2,16.8,0.3,0.8,0.0,3.6,-1.6,0.36,41.0,0.09,CAM, LAM, FW,,
Marko Lazetic,AC Milan,20,FW,0(1),7,0,0,1,0,1.0,100.0,0.0,0,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.05,-0.05,0.62,1.0,0.05,FW,,,,
Bruno Amione,Verona,22,CB,1,58,0,0,1,0,0.0,76.9,1.0,0,5.78,1.9,1.0,0.9,0.7,2.2,0.9,0.4,0,0.1,0.1,0.6,0.0,0.0,0.8,37.5,0.0,1.4,0.0,0.67,0.33,0.03,12.0,0.06,CB,,,,
Alessio Cragno,Monza,29,GK,1,90,0,0,0,0,0.0,92.6,0.0,0,5.61,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,2.0,0.0,,,,,,GK,,,,
Luís Maximiano,Lazio,25,GK,1,6,0,0,0,1,0.0,66.7,0.0,0,5.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,,,,,,GK,,,,
Alessandro Russo,Sassuolo,23,GK,1,90,0,0,0,0,0.0,72.9,0.0,0,5.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,0.0,4.0,0.0,,,,,,GK,,,,
