player_name,team_name,Total_Passes,AccLB,InAccLB,AccSP,InAccSP
Edoardo Bove,Roma,17.3,0.3,0.6,13.1,3.3
Festy Ebosele,Udinese,7.2,0.1,0.2,4.9,1.9
Luca Pellegrini,Lazio,18.3,0.9,0.9,14.9,1.7
Matteo Gabbia,AC Milan,29.7,3,2.8,21,2.8
Daniele Verde,Spezia,14.2,0.6,0.8,10.4,2.5
Martín Satriano,Empoli,11.5,0.2,0.2,7.7,3.4
Axel Guessand,Udinese,21,2,2,14,3
Pietro Ceccaroni,Lecce,5.5,0.5,1,3.5,0.5
Charles Pickel,Cremonese,28.8,0.7,0.9,21.8,5.3
Samuele Birindelli,Monza,19.1,0.6,1.1,13.9,3.5
Matías Viña,Roma,6,0.7,0.7,4,0.7
Moise Kean,Juventus,6.4,0.1,0.1,4.5,1.7
Junior Sambia,Salernitana,13.3,0.4,0.2,10.8,1.9
Divock Origi,AC Milan,6.7,0.1,0.1,4.6,1.9
Ruan Tressoldi,Sassuolo,40.7,1.7,1.2,34.5,3.3
Ola Solbakken,Roma,10.4,0.2,0.5,7.3,2.4
Ibrahim Sulemana,Verona,11.3,0.4,1,7.8,2.1
Lorenzo Venuti,Fiorentina,28.4,1.3,1.8,22.8,2.5
Domen Crnigoj,Salernitana,15.9,0.3,0.4,11,4.1
Andrea Consigli,Sassuolo,35.4,7.8,8.1,19.2,0.2
Enzo Ebosse,Udinese,24.1,1.9,1.5,18.5,2.3
Abdou Harroui,Sassuolo,12.8,0.1,0.3,10.7,1.7
Alessandro Zanoli,Napoli,9,0,0,8,1
Vincenzo Fiorillo,Salernitana,21,8,8,5,0
Giuseppe Pezzella,Lecce,24.4,1.2,1.5,18.6,3.1
Ilija Nestorovski,Udinese,7.7,0.2,0.1,5.3,2
Gian Marco Ferrari,Sassuolo,38.8,3.1,2.4,30.4,2.9
Emanuel Vignato,Empoli,10,0.4,0.4,7.8,1.4
Brian Bayeye,Torino,18,1.5,2.5,8.5,5.5
Gianluca Pegolo,Sassuolo,33.5,6.5,6,20.5,0.5
Lorenzo Colombo,Lecce,9.6,0.2,0.2,5.9,3.2
Kristian Thorstvedt,Sassuolo,15.2,0.4,0.4,11.4,3.1
Franco Carboni,Monza,11.3,0.3,0.7,8,2.3
Raoul Bellanova,Inter,13.4,0.7,0.5,10.5,1.8
Jaime Báez,Cremonese,19.5,2,2,12,3.5
Eldor Shomurodov,Spezia,13.5,0.1,0.2,9.4,3.8
Yayah Kallon,Verona,9,0.1,0.2,6,2.6
Giovanni Simeone,Napoli,4.2,0.1,0,2.9,1.1
Andreaw Gravillon,Torino,22.4,1.3,1.6,17.1,2.4
Tolgay Arslan,Udinese,15.8,1.3,0.7,11.9,2
Valerio Verre,Sampdoria,19.8,1.4,0.9,13.6,3.8
Michel Adopo,Torino,15.7,0.2,0.1,13.3,2
Lorenzo De Silvestri,Bologna,23.4,0.7,1.3,17.2,4.3
Nicolas Haas,Empoli,16.5,0.8,0.6,11.8,3.3
Giulio Maggiore,Salernitana,29,0.9,2,20.9,5.2
Mario Gila,Lazio,14.8,1.3,0.3,12.3,1
Federico Bonazzoli,Salernitana,14.5,1,0.6,10,3
Roberto Gagliardini,Inter,18.2,0.4,0.6,15,2.2
Gonzalo Escalante,Cremonese,31.8,1.1,2,23.6,5.1
Samuele Vignato,Monza,6.6,0.2,0,5.6,0.8
Luka Romero,Lazio,13,0.2,0.2,11.3,1.3
Francesco Rossi,Atalanta,4,0,1,3,0
Benjamin Tahirovic,Roma,13.6,0.5,0.5,11.4,1.4
Joaquín Sosa,Bologna,37.8,3.2,3.7,27.5,3.4
Yacine Adli,AC Milan,11.5,1.2,0.5,6.7,3.2
Szymon Zurkowski,Spezia,9.7,0.4,0.4,6.5,2.4
Emmanuel Gyasi,Spezia,20.6,0.2,0.3,16.6,3.5
Szymon Zurkowski,Fiorentina,9,0.5,0,8,0.5
Mattia Valoti,Monza,10.2,0.4,0.5,7.2,2.1
Kristjan Asllani,Inter,21.7,1.6,1.3,18,0.9
Andrea Belotti,Roma,7.9,0.1,0.1,5.3,2.5
Tanguy Ndombélé,Napoli,19,0.2,0.4,16.6,1.9
Jeison Murillo,Sampdoria,26.4,1.7,2.4,20.5,2
Kaan Ayhan,Sassuolo,32.9,3.1,2.6,25.5,1.7
Kevin Lasagna,Verona,9.1,0.1,0.2,5.7,3
Nicolò Cocetta,Udinese,11,0,0,10,1
Tommaso Cassandro,Lecce,3,1,0,2,0
Demba Seck,Torino,8.2,0,0.1,6.6,1.6
Simone Romagnoli,Lecce,10.6,0.1,0.7,8.6,1.1
Ignacio Pussetto,Sampdoria,10.2,0,0.6,6.8,2.8
Alberto Basso,Cremonese,2,0,0,2,0
Filippo Missori,Roma,12,0.3,0.3,8.7,2.7
Toma Basic,Lazio,10.9,0.1,0.5,8.4,2
Lukas Vorlicky,Atalanta,9.7,0.3,0.3,5.7,3.3
Liam Henderson,Empoli,20.1,0.7,1.1,16,2.2
Nicolò Zaniolo,Roma,13.4,0.7,0.3,8.6,3.8
Kristoffer Askildsen,Lecce,11.6,0.9,0.9,6.5,3.3
Giacomo Quagliata,Cremonese,11.1,0.4,1.2,8,1.6
Florian Thauvin,Udinese,11,0.6,0.4,7.9,2.1
Alessio Zerbin,Napoli,7.5,0.3,0.2,5.3,1.7
Pietro Pellegri,Torino,4.3,0,0.1,3.4,0.8
Petko Hristov,Spezia,19.6,0.8,1.9,14.8,2.1
Andrea Barberis,Monza,17.9,0.6,0.3,14.8,2.2
Emil Ceïde,Sassuolo,8.4,0.1,0.1,6.2,2.1
Grégoire Defrel,Sassuolo,9.2,0.1,0.1,7.7,1.3
Viktor Kovalenko,Spezia,12.3,0.4,0.4,9.6,1.8
Salvatore Molina,Monza,16.8,0,0.6,13.6,2.6
Tiémoué Bakayoko,AC Milan,6.7,0.7,0.3,5,0.7
Tio Cipot,Spezia,6,0,0.3,4.4,1.4
Emanuel Vignato,Bologna,12,0.3,0.4,9.4,2
Erik Botheim,Salernitana,8,0.1,0.1,5.7,2.1
Simone Pafundi,Udinese,7.8,0.6,0.3,5.9,1
Emirhan Ilkhan,Torino,10.8,1.3,0.5,7.8,1.3
Youssef Maleh,Lecce,11.5,0.3,0.6,8.1,2.6
Ronaldo Vieira,Sampdoria,27.1,1.2,0.4,22.6,2.9
Michel Aebischer,Bologna,19.9,0.6,0.5,16.3,2.5
Agustín Álvarez,Sassuolo,3.6,0.2,0,2.8,0.6
Mato Jajalo,Udinese,9.7,0.7,0.3,7,1.7
Warren Bondo,Monza,12.5,0,0,11,1.5
Diego Demme,Napoli,27.3,1,0.3,24.9,1.1
Jesé,Sampdoria,5.7,0.3,0.1,3.8,1.5
Niklas Pyyhtiä,Bologna,8.7,0.2,0.5,6.5,1.5
Francesco Caputo,Sampdoria,15.4,0.3,0,10.7,4.3
Marash Kumbulla,Roma,25.7,1,1.7,21.4,1.6
Aster Vranckx,AC Milan,13.8,0.6,0.7,10,2.6
Ivan Radovanovic,Salernitana,26.4,2.5,2.4,18.9,2.6
Kristijan Bistrovic,Lecce,10.8,0.5,0.6,7.8,1.9
Nicolò Rovella,Juventus,7,1,0,6,0
Fabio Quagliarella,Sampdoria,9.9,0.6,0.7,6.1,2.5
Salvador Ferrer,Spezia,16.2,1.2,0.8,11.4,2.8
Gerard Yepes,Sampdoria,21,0.4,0.8,15,4.8
Jack Hendry,Cremonese,32.8,1.8,0.8,27,3.3
Matteo Lovato,Salernitana,19.1,0.9,0.9,15.2,2.1
Emirhan Ilkhan,Sampdoria,7.4,0.5,0,6,0.9
Mattia Destro,Empoli,4.5,0.1,0.2,2.5,1.8
Nicola Murru,Sampdoria,14.6,0.7,1.4,11,1.5
Valentin Antov,Monza,23.9,1.4,0.8,19.9,1.8
João Moutinho,Spezia,7.8,0.5,0.5,5.8,1
Antonio Iervolino,Salernitana,7,1,0,5,1
Giulio Donati,Monza,31.8,2.3,1.2,25.7,2.6
Thórir Helgason,Lecce,5.4,0.3,0.3,3.9,0.9
Youssef Maleh,Fiorentina,15.3,0.7,0.6,12.4,1.6
Matteo Cancellieri,Lazio,4,0,0.1,3,0.9
Marios Oikonomou,Sampdoria,13.7,0.8,1.8,9.5,1.5
Alessandro Cortinovis,Verona,5,0,1,4,0
Antonio Mirante,AC Milan,4,1,0,3,0
Jordan Majchrzak,Roma,4,0,0,3,1
Alessandro Bianco,Fiorentina,11,1,0.3,8.6,1.1
Mert Müldür,Sassuolo,1.5,0,0,1.5,0
Tommaso Milanese,Cremonese,6,0.5,0,4,1.5
Riccardo Marchizza,Sassuolo,13.8,0.4,1.6,10.9,0.9
Hans Nicolussi Caviglia,Salernitana,20.2,1,1,14.3,3.8
Roberto Piccoli,Verona,3,0.1,0.3,1.7,0.9
Leandro Sanca,Spezia,2.5,0,0,2,0.5
Marco D'Alessandro,Monza,11.1,0.1,0.4,8.6,2
Daniele Montevago,Sampdoria,6.2,0,0.2,3.8,2.2
Eldor Shomurodov,Roma,5.3,0,0,4.2,1.2
Ronaldo Vieira,Torino,3,0,0,2.5,0.5
Gonzalo Villar,Sampdoria,24.9,0.9,0.7,20,3.3
Diego Valencia,Salernitana,5.3,0.3,0.3,3.4,1.3
Flavio Paoletti,Sampdoria,13.6,0.9,0.4,10.3,1.9
Lorenzo Malagrida,Sampdoria,6.5,0,0.2,5,1.3
Tommaso Barbieri,Juventus,14.3,1,0.7,10.7,2
Christian Gytkjær,Monza,4.5,0.1,0,3,1.4
Filippo Romagna,Sassuolo,18,0,0.5,17,0.5
Marcin Listkowski,Lecce,4,0.2,0.6,2.8,0.4
Joel Voelkerling Persson,Lecce,3.9,0,0,2.7,1.2
Vivaldo Semedo,Udinese,1.4,0,0,1.2,0.2
Felix Afena-Gyan,Cremonese,8,0.1,0.2,6,1.7
Karim Zedadka,Napoli,4,0.3,0,2.3,1.3
Valentín Carboni,Inter,3.2,0,0,2.4,0.8
David Strelec,Spezia,6.1,0,0.1,3.6,2.4
Antonio Raimondo,Bologna,2,0,0,1.5,0.5
Julius Beck,Spezia,5,0,0,5,0
Pablo Rodríguez,Lecce,4,0.3,0,3,0.8
Raimonds Krollis,Spezia,1.8,0,0,1.3,0.5
Gvidas Gineitis,Torino,29.3,1,0.3,23.3,4.7
Samuel Di Carmine,Cremonese,4,0,0,3,1
Leonardo Buta,Udinese,5,0,0,4.5,0.5
Mattia Zanotti,Inter,3.5,0,0.5,2.5,0.5
Deyovaisio Zeefuik,Verona,5,0,1,4,0
Mert Çetin,Lecce,3,0,1,2,0
Ajdin Hrustic,Verona,14.5,0.3,0.2,11.8,2.2
Antonín Barák,Verona,13,0,0,11,2
Duccio Degli Innocenti,Empoli,0,0,0,0,0
Herculano Nabian,Empoli,0,0,0,0,0
Marco Bertini,Lazio,0,0,0,0,0
Mihailo Ivanovic,Sampdoria,0,0,0,0,0
Niccolò Pisilli,Roma,0,0,0,0,0
Stefan Radu,Lazio,3,0,0,3,0
Telasco Segovia,Sampdoria,3,0,0,3,0
Jacopo Sala,Spezia,6.8,0.3,0.3,5.3,0.8
Emmanuel Ekong,Empoli,2,0.5,0,1,0.5
Franck Ribéry,Salernitana,21,0,0,19,2
Jacopo Segre,Torino,9,0,0,8,1
Mikael Ellertsson,Spezia,3.4,0,0.4,2.2,0.8
Federico Marchetti,Spezia,8,1.5,2,4.5,0
Andrea Carboni,Monza,17.8,0.8,1,14,2
Julian Kristoffersen,Salernitana,2,0,0,0,2
Christian Acella,Cremonese,9,0,0,9,0
Samir Ujkani,Empoli,2,0,0,2,0
Lorenzo Tonelli,Empoli,3.5,0.5,0.5,2,0.5
Kastriot Dermaku,Lecce,2,0,1,1,0
Manuel De Luca,Sampdoria,4,0,0,2.5,1.5
Andrea Conti,Sampdoria,7,0,0,3,4
Brandon Soppy,Udinese,28,1,3,19,5
Luca Marrone,Monza,42,0.5,1,38.5,2
Giacomo Raspadori,Sassuolo,11,0,0,10,1
Marko Lazetic,AC Milan,1,0,0,1,0
Bruno Amione,Verona,13,0,2,10,1
Alessio Cragno,Monza,27,2,2,23,0
Luís Maximiano,Lazio,3,2,1,0,0
Alessandro Russo,Sassuolo,48,4,13,31,0
