,회사명,채용공고 제목,채용공고 세부 사항,기술 세부 사항,링크
36,㈜코난테크놀로지,2024년 상반기 각 부문 신입/경력 상시채용,"신입·경력,대졸↑,정규직,,서울 서초구,~05/26(일)","딥러닝, 소프트웨어개발, 솔루션, BigData, 서비스기획, 제안·컨설팅, 데이터분석, 앱기획, 콘텐츠기획, UI·UX기획, 증강현실, 가상현실, 암호화폐, 음성인식, 인터페이스, 챗봇, 핀테크, SI개발, 메타버스, 네트워크관리, 서버구축, 시스템분석, 시스템설계, 시스템운영, 펌웨어, 서버관리, SI개발, 네트워크관리, 서버구축, 시스템운영, 모델링, 데이터마이닝, OLAP개발자, 데이터관리, DBMS, DB튜닝, DW모델러, 빅데이터, 데이터레이크, ETL, 데이터파이프라인, BI, 데이터분석, 데이터시각화, 분석모델링, 네트워크관리, 방화벽, 보안관제, 정보보안, 암호화폐, 핀테크, 시스템분석, 시스템설계, 정보보안, 아키텍처, 클라이언트, SI개발, 모델링, 자연어처리(NLP), 음성인식, 이미지프로세싱, 인공지능, 챗봇, 네트워크관리, 클라우드개발자, 클라우드아키텍트, 검증, 웹마스터, 테스터, 국내영업, 거래처관리, 기술영업, 기술지원, 네트워크영업, 시스템영업, 웹사이트구축영업",https://www.jobkorea.co.kr/Recruit/GI_Read/44320698?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=37
37,㈜앤씨앤,"㈜앤씨앤 [앤씨앤/넥스트칩]2024년 4월 연구소, 영업마케팅 각 부문","신입·경력,학력무관,정규직,,경기 성남시,~04/30(화)","딥러닝, 전자회로, 전기제어, 전자, 신사업기획, Hardware, 반도체, 사업기획, 전기기사, 전기회로, 전략기획, 디스플레이, 전기",https://www.jobkorea.co.kr/Recruit/GI_Read/44315954?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=38
38,현대오토에버㈜,차량SW · ICT · 경영지원 부문 채용,"경력,학력무관,정규직 외,,서울,상시채용","딥러닝, 소프트웨어개발, SM, 경영기획, 사업기획, 신사업기획, 서비스기획, 제안·컨설팅, 데이터분석, 앱기획, 콘텐츠기획, UI·UX기획, PM, 급여관리, 서버관리, 서버구축, 시스템분석, 시스템설계, 시스템운영, 서버관리, 네트워크관리, 서버구축, 빅데이터, 데이터분석, 방화벽, 보안관제, 정보보안, 시스템분석, 시스템설계, 정보보안, 모델링, 자연어처리(NLP), 인공지능, 회로설계, 생산기술, 자동차, 제어·설계, 기구설계, 생산기술, 제품개발, 제어·설계, 자동차, 전기·전자, 로봇설계, 연구·실험·기술, 제조·공정, 건축시공, 시공관리, 건축시공, 시공관리",https://www.jobkorea.co.kr/Recruit/GI_Read/44103697?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=39
39,(주)우아한형제들,각 부문별 경력/신입 인재영입,"신입·경력,학력무관,정규직 외,,서울 송파구,상시채용","딥러닝, 빅데이터, 데이터관리, 웹표준·웹접근성, 거래처관리, IMC, 행정, UI·UX기획, 검증, 식품MD, SI개발, 영사기사, 영업기획, PL, 웹마스터, 브랜딩, 시스템운영, 제안·컨설팅, PM, 서버관리, 인공지능, UI·UX디자인, 가맹점관리, 기술영업, 리테일MD, 시스템운영, 정보보안, SI개발, 모바일App, 사업기획, 서버구축, 시스템분석, 모바일디자인, 앱기획, SI개발, 네트워크관리, 가맹영업, 영상제작, SI개발, 매출관리, 시스템설계, 증강현실, 데이터분석, 면접·채용, 인터페이스, 전략기획, 솔루션스아키텍트, 네트워크관리, 자재구매, 전략기획, 모델링, 데이터마이닝, 클라우드개발자, 아키텍처, 인사행정, 챗봇, 클라이언트, 납품영업, 서버구축, PO, UI·UX기획, 서비스기획, 서버관리, 클라우드아키텍트, 검증, 고객관리, 자연어처리(NLP), 국내영업, 데이터분석",https://www.jobkorea.co.kr/Recruit/GI_Read/34208668?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=40
40,(재)경기도일자리재단,경기청년 일자리 매치업 1차 통합채용공고,"경력무관,학력무관,정규직 외,,경기 부천시 외,~04/15(월)","메카트로닉스, 생산기술, 제품개발, 빅데이터, 기업홍보, 라이센싱, 재무회계, 제어·설계, 데이터레이크, UI·UX기획, 식품MD, 품질보증, 영상제작, SI개발, 생산관리, 영업기획, 유지보수, 재단법인, 품질보증, 검증, 데이터시각화, 의료기기연구, 자금관리, 브랜딩, 시스템분석, 전기·전자, 기계조작, 서버관리, 영업전략, 인공지능, AMD, 기술영업, HACCP, 사이트관리, 방화벽, 자동제어, 로봇설계, 모바일디자인, 자동화라인, 매출관리, 문서작성, 재무기획, HACCP, SI개발, 매출관리, 보안관제, 상품기획, 재고관리, 전기설비, 데이터분석, 제어·설계, 시장분석, 입출금관리, 데이터분석, 분석모델링, 자동화라인, 네트워크관리, 전기배선, 정보보안, GUI, 배관·케이블, 로봇설계, 클라이언트, 문서관리, 상품입출고, 설치, 시스템설계, 언론홍보, 연구·실험·기술, 품질테스트, 네트워크영업, PLC, 콘텐츠기획, 생산기술, 전산입력, 기계조작, 로봇설계, SEO, 데이터파이프라인, 금속, 기술지원, 기술지원, 반도체영업, 통신설비, 이벤트기획",https://www.jobkorea.co.kr/Recruit/GI_Read/44317159?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=41
41,㈜하이미디어아카데미,[국비무료IT취업교육생모집]JAVA개발자/풀스택개발자/프론트엔드/백엔드/빅데이터/개발자취업교육과정/취업연계매칭시스템,"경력무관,학력무관,연수생/교육생,,강원,~04/18(목)","딥러닝, GUI, 빅데이터, OLAP개발자, 데이터관리, 암호화폐, 웹표준·웹접근성, 증강현실, 펌웨어, 데이터레이크, 인터페이스, 검증, GUI, 데이터분석, 음성인식, SI개발, 테스터, DBMS, 시스템설계, 웹마스터, 회로설계, 데이터시각화, 암호화폐, ETL, 시스템분석, 시스템운영, 제안·컨설팅, 서버관리, 인공지능, 챗봇, 시스템운영, 정보보안, BI, SI개발, 모델링, 방화벽, 서버구축, 시스템분석, 가상현실, 반응형웹, 앱기획, 이미지프로세싱, 클라이언트, SI개발, UI·UX기획, 네트워크관리, 웹마스터, 클라이언트, 콘텐츠기획, SI개발, 모델링, 보안관제, 시스템분석, 시스템설계, 증강현실, 데이터분석, 인터페이스, 솔루션스아키텍트, 게임기획, 네트워크관리, 스토리보드, 펌웨어, MMORPG, 분석모델링, 메타버스, 네트워크관리, 모델링, 정보보안, 데이터마이닝, 클라우드개발자, 아키텍처, 챗봇, 클라이언트, 서버구축, 시스템설계, 반응형웹, 핀테크, DW모델러, HTTP, 서비스기획, 서버관리, 암호화폐, 음성인식, 클라우드아키텍트, 핀테크, Dapp, 검증, 네트워크관리, 자연어처리(NLP), 가상현실, 핀테크, DID, 데이터파이프라인, DB튜닝, 스마트컨트랙트, 메타버스",https://www.jobkorea.co.kr/Recruit/GI_Read/44383886?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=42
42,휴먼교육센터,[전액무료 IT취업] 파이썬/데이터분석/인공지능/자바웹개발자 교육생모집,"신입·경력,학력무관,연수생/교육생,,서울 영등포구 외,~04/08(월)","딥러닝, GUI, 빅데이터, OLAP개발자, 데이터관리, 암호화폐, 웹표준·웹접근성, 증강현실, 펌웨어, 데이터레이크, 사물인터넷, 인터페이스, 검증, GUI, 데이터분석, 백엔드, 음성인식, SI개발, 테스터, 프론트엔드, DBMS, 시스템설계, 웹마스터, 회로설계, 데이터시각화, 암호화폐, ETL, 시스템분석, 시스템운영, 제안·컨설팅, 서버관리, 인공지능, 챗봇, 시스템운영, 정보보안, BI, SI개발, 모델링, 방화벽, 서버구축, 시스템분석, 가상현실, 반응형웹, 앱기획, 이미지프로세싱, 클라이언트, SI개발, UI·UX기획, 네트워크관리, 웹마스터, 클라이언트, 콘텐츠기획, SI개발, 모델링, 보안관제, 시스템분석, 시스템설계, 증강현실, 데이터분석, 인터페이스, 솔루션스아키텍트, 게임기획, 네트워크관리, 스토리보드, 펌웨어, MMORPG, 분석모델링, 메타버스, 네트워크관리, 모델링, 정보보안, IT학원, 데이터마이닝, 클라우드개발자, 아키텍처, 챗봇, 클라이언트, 서버구축, 시스템설계, 반응형웹, 핀테크, DW모델러, HTTP, 서비스기획, 서버관리, 암호화폐, 음성인식, 클라우드아키텍트, 핀테크, Dapp, 검증, 네트워크관리, 자연어처리(NLP), 가상현실, 핀테크, DID, 데이터파이프라인, DB튜닝, 스마트컨트랙트, 메타버스",https://www.jobkorea.co.kr/Recruit/GI_Read/44358001?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=43
43,한국ICT인재개발원,[국비무료IT취업교육]JAVA웹앱/프론트엔드/백엔드/풀스택/빅데이터/인공지능 외 자바개발자취업교육과정/준비된 인재로 취업하기/SW융복합 인재양성 /수료전부터 취업연계매칭시스템,"신입·경력,고졸↑,연수생/교육생,,서울,~04/11(목)","딥러닝, Java, 디버깅, 백엔드, 아키텍처 설계, 자바, 프론트엔드, AWS, AI, 기능학원, e러닝, IT학원, BPM, ERP, IFRS, IT컨설팅, KMS, Oracle, SAP, SCM, Sybase, 서버관리, 클라이언트, 핀테크, HTTP, SI개발, 반응형웹, 인터페이스, 증강현실, 가상현실, 암호화폐, 음성인식, 인터페이스, 챗봇, 핀테크, SI개발, 메타버스, 클라이언트, SI개발, 모델링, 자연어처리(NLP), 음성인식, 이미지프로세싱, 인공지능, 챗봇, 웹마스터, GUI, 반응형웹, 웹표준·웹접근성",https://www.jobkorea.co.kr/Recruit/GI_Read/44187169?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=44
44,현대오토에버㈜,[스마트팩토리] 요소기술 개발 리딩 - 팀장급,"경력10년↑,학력무관,정규직,,서울 강남구,상시채용","딥러닝, GUI, SM, 빅데이터, OLAP개발자, 데이터관리, 암호화폐, 웹표준·웹접근성, 증강현실, 펌웨어, 데이터레이크, 인터페이스, 검증, GUI, 음성인식, SI개발, DBMS, 시스템설계, 회로설계, 데이터시각화, 암호화폐, ETL, 시스템분석, 시스템운영, 서버관리, 인공지능, 챗봇, 시스템운영, 정보보안, BI, SI개발, 모델링, 방화벽, 서버구축, 시스템분석, 가상현실, 반응형웹, 이미지프로세싱, 클라이언트, SI개발, 네트워크관리, 웹마스터, 클라이언트, SI개발, 모델링, 보안관제, 시스템분석, 시스템설계, 증강현실, 데이터분석, 인터페이스, 솔루션스아키텍트, 네트워크관리, 펌웨어, MMORPG, 분석모델링, 메타버스, 네트워크관리, 모델링, 정보보안, 데이터마이닝, 클라우드개발자, 아키텍처, 챗봇, 클라이언트, 서버구축, 시스템설계, 반응형웹, 핀테크, DW모델러, HTTP, 서버관리, 암호화폐, 음성인식, 클라우드아키텍트, 핀테크, Dapp, 네트워크관리, 소프트웨어개발, 자연어처리(NLP), 가상현실, 핀테크, DID, 데이터파이프라인, DB튜닝, 스마트컨트랙트, 메타버스",https://www.jobkorea.co.kr/Recruit/GI_Read/44397125?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=45
45,더치트주식회사,"데이터 애널리스트 / 데이터분석 전문가 / 통계 전문가 / Data Analyst (통계전공자, 석사 이상)","경력3년↑,석사↑,정규직 외,,서울 마포구,~05/05(일)","딥러닝, 인공지능, 모델링, 인터넷금융, 데이터분석, 데이터마이닝",https://www.jobkorea.co.kr/Recruit/GI_Read/44397656?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=46
46,더치트주식회사,클라우드 시스템 엔지니어 / 데브옵스 엔지니어 / DevOps Engineer,"경력3년↑,학력무관,정규직 외,,서울 구로구,~05/05(일)","딥러닝, 빅데이터, 인공지능, 모델링, 인터넷금융, 데이터마이닝",https://www.jobkorea.co.kr/Recruit/GI_Read/44397652?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=47
47,㈜오누이,[에듀테크 스타트업 오누이/설탭] AI 엔지니어,"경력5년↑,대졸↑,정규직,,서울 마포구,~05/04(토)","딥러닝, AI엔지니어, 알고리즘, tensorflow, PyTorch, AI",https://www.jobkorea.co.kr/Recruit/GI_Read/44389095?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=48
48,이트너스㈜,이트너스(주) 기업부설연구소 경력직 채용,"경력1년↑,대졸↑,정규직,,경기 성남시,~05/02(목)","딥러닝, 인공지능, 모델링, 자연어처리(NLP)",https://www.jobkorea.co.kr/Recruit/GI_Read/44366449?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=49
49,㈜다비오,(주)다비오 SAR 신호처리 엔지니어 채용,"경력2년↑,대졸↑,정규직,,서울 마포구,~05/02(목)","딥러닝, 소프트웨어개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44363954?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=50
50,㈜에이치비테크놀러지,Vision 영상처리(2D/3D) S/W 개발,"경력,대졸↑,정규직,,서울 강남구,~05/01(수)","딥러닝, C++, OpenCV, Python, VisualC++, VISION, CUDA, LCD, IPP, 이미지프로세싱, 디스플레이, 머신러닝, 영상처리, LED, TFT, Image Processing",https://www.jobkorea.co.kr/Recruit/GI_Read/44360712?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=51
51,㈜비아이매트릭스,[코스닥기업]AI 연구개발(Python 능숙자),"경력3년↑,학력무관,정규직,,서울 강남구,~04/16(화)","딥러닝, BI, DW, OLAP, SCM, 서버관리, SI개발, 모델링, 자연어처리(NLP), 인공지능, 챗봇",https://www.jobkorea.co.kr/Recruit/GI_Read/44360379?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=52
52,㈜넥슨,[인텔리전스랩스] 글로벌 플랫폼 기획자,"경력3년↑,학력무관,정규직,,경기 성남시,상시채용","딥러닝, 빅데이터, 인공지능, 플랫폼기획, 서비스기획, 시장분석",https://www.jobkorea.co.kr/Recruit/GI_Read/44354511?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=53
53,굿어스㈜,"NVIDIA 엔지니어 (신입, 경력 2년 이상 10년 이하) 채용","신입·경력2년↑,학력무관,정규직,,서울 강남구,~04/21(일)","딥러닝, NI, SI, 인공지능",https://www.jobkorea.co.kr/Recruit/GI_Read/44352663?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=54
54,㈜에프앤가이드,에프앤가이드 AI팀 모집,"경력8년↑,대졸↑,정규직,,서울 강서구,~04/30(화)","딥러닝, BigData, 소프트웨어개발, 자연어처리(NLP)",https://www.jobkorea.co.kr/Recruit/GI_Read/44352235?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=55
55,(재)경기도일자리재단,주식회사 딥인사이트 경력 채용 공고,"경력1년↑,대졸↑,정규직,,경기 성남시,~04/15(월)","딥러닝, 재단법인, 모델링, 자연어처리(NLP), 음성인식, 이미지프로세싱, 인공지능, 챗봇",https://www.jobkorea.co.kr/Recruit/GI_Read/44323562?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=56
56,(재)경기도일자리재단,한국시스템반도체협동조합 신입/경력 채용 공고,"신입·경력,대졸↑,정규직,,경기 성남시,~04/15(월)","딥러닝, 재단법인, 시장분석, 시장조사, 데이터분석, 브랜드기획, 전략기획, 콘텐츠기획, 인공지능",https://www.jobkorea.co.kr/Recruit/GI_Read/44324468?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=57
57,㈜씨이랩,[(주)씨이랩] ML FW개발자 모집,"경력1년↑,대졸↑,정규직,,서울 강남구,~04/28(일)","딥러닝, BigData, 인공지능, 모델링, 소프트웨어개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44346440?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=58
58,㈜씨이랩,[(주)씨이랩] Backend Engineer 모집,"경력2년↑,대졸↑,정규직,,서울 강남구,~04/28(일)","딥러닝, BigData, 인공지능, 모델링, 소프트웨어개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44346435?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=59
59,더블유컨셉코리아,[W컨셉] TECH담당 검색&데이터 개발팀 AI/ML Engineer,"경력6년↑,대졸↑,정규직,,서울 강남구,~04/30(화)","딥러닝, 빅데이터, 음성인식, DBMS, ETL, 이미지프로세싱, 모델링, 자연어처리(NLP)",https://www.jobkorea.co.kr/Recruit/GI_Read/44340805?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=60
60,씨에이치솔루션㈜,[SK텔레콤 / 판교] AI 에이닷 앱 서비스 운영 지원 사무 채용,"경력무관,학력무관,계약직,,경기 성남시 외,~04/09(화)","딥러닝, 별정통신, 인터넷전화, 텔레콤, 통신, 홈네트워크, 문서관리, 전산입력, 사이트관리, 자료조사, 모델링, 음성인식, 인공지능, 챗봇, 검증, 웹마스터, 테스터",https://www.jobkorea.co.kr/Recruit/GI_Read/44333430?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=61
61,카카오스타일,카카오스타일에서 `데이터 사이언티스트(Computer Vision&NLP) 인턴`을 채용합니다.,"신입,학력무관,인턴,,경기 성남시,~05/27(월)","딥러닝, 데이터시각화, BI, 데이터분석, 분석모델링, 모델링, 자연어처리(NLP)",https://www.jobkorea.co.kr/Recruit/GI_Read/44334025?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=62
62,삼성에스디아이,경력사원 채용(공정/설비R&D센터) - Laser 용접기술개발,"경력,정규직,,경기 용인시,~04/08(월)","딥러닝, 기구설계, 에너지, 전기·전자, 신소재, 인공지능, 화학·섬유, 제조·공정, 자동화라인, 금형설계, 아키텍처, 회로설계, 공정개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44326764?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=63
63,삼성에스디아이,경력사원 채용(공정/설비R&D센터) - 차세대 화성 공정 기술 개발,"경력,정규직,,경기 용인시,~04/08(월)","딥러닝, 기구설계, 에너지, 전기·전자, 신소재, 인공지능, 화학·섬유, 제조·공정, 자동화라인, 금형설계, 아키텍처, 회로설계, 공정개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44326752?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=64
64,삼성에스디아이,경력사원 채용(공정/설비R&D센터) - 차세대 조립 공정 기술 개발,"경력,정규직,,경기 용인시,~04/08(월)","딥러닝, 기구설계, 에너지, 전기·전자, 신소재, 인공지능, 화학·섬유, 제조·공정, 자동화라인, 금형설계, 아키텍처, 회로설계, 공정개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44326739?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=65
65,삼성에스디아이,경력사원 채용(공정/설비R&D센터) - 고속/고분산 믹싱 공법 개발,"경력,정규직,,경기 용인시,~04/08(월)","딥러닝, 기구설계, 에너지, 전기·전자, 신소재, 인공지능, 화학·섬유, 제조·공정, 자동화라인, 금형설계, 아키텍처, 회로설계, 공정개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44326729?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=66
66,삼성에스디아이,경력사원 채용(공정/설비R&D센터) - 건식 극판 공정 개발,"경력,정규직,,경기 용인시,~04/08(월)","딥러닝, 기구설계, 에너지, 전기·전자, 신소재, 인공지능, 화학·섬유, 제조·공정, 자동화라인, 금형설계, 아키텍처, 회로설계, 공정개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44326708?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=67
67,삼성에스디아이,경력사원 채용(공정/설비R&D센터) - 신공법 설비 개발,"경력,정규직,,경기 용인시,~04/08(월)","딥러닝, 기구설계, 에너지, 전기·전자, 신소재, 인공지능, 화학·섬유, 제조·공정, 자동화라인, 금형설계, 아키텍처, 회로설계, 공정개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44326689?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=68
68,삼성에스디아이,경력사원 채용(공정/설비R&D센터) - AI 활용 검사 기술 개발,"경력,정규직,,경기 용인시,~04/08(월)","딥러닝, 기구설계, 에너지, 전기·전자, 신소재, 인공지능, 화학·섬유, 제조·공정, 자동화라인, 금형설계, 아키텍처, 회로설계, 공정개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44326676?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=69
69,삼성에스디아이,경력사원 채용(공정/설비R&D센터) - 설비 데이터 기반 이상 감지,"경력,정규직,,경기 용인시,~04/08(월)","딥러닝, 기구설계, 에너지, 전기·전자, 신소재, 인공지능, 화학·섬유, 제조·공정, 자동화라인, 금형설계, 아키텍처, 회로설계, 공정개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44326669?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=70
70,삼성에스디아이,경력사원 채용(공정/설비R&D센터) - 시뮬레이션 기술 개발,"경력,정규직,,경기 용인시,~04/08(월)","딥러닝, 기구설계, 에너지, 전기·전자, 신소재, 인공지능, 화학·섬유, 제조·공정, 자동화라인, 금형설계, 아키텍처, 회로설계, 공정개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44326655?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=71
71,삼성에스디아이,경력사원 채용(공정/설비R&D센터) - 고효율 충방전 설비 개발,"경력,정규직,,경기 용인시,~04/08(월)","딥러닝, 기구설계, 에너지, 전기·전자, 신소재, 인공지능, 화학·섬유, 제조·공정, 자동화라인, 금형설계, 아키텍처, 회로설계, 공정개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44326638?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=72
72,삼성에스디아이,경력사원 채용(공정/설비R&D센터) - 차세대 전지극판 설비 개발,"경력,정규직,,경기 용인시,~04/08(월)","딥러닝, 기구설계, 에너지, 전기·전자, 신소재, 인공지능, 화학·섬유, 제조·공정, 자동화라인, 금형설계, 아키텍처, 회로설계, 공정개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44326628?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=73
73,삼성에스디아이,경력사원 채용(공정/설비R&D센터) - 설비 상태 실시간 모니터링,"경력,정규직,,경기 용인시,~04/08(월)","딥러닝, 기구설계, 에너지, 전기·전자, 신소재, 인공지능, 화학·섬유, 제조·공정, 자동화라인, 금형설계, 아키텍처, 회로설계, 공정개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44326611?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=74
74,삼성에스디아이,경력사원 채용(공정/설비R&D센터) - 스택 및 가압 설비 개발,"경력,정규직,,경기 용인시,~04/08(월)","딥러닝, 기구설계, 에너지, 전기·전자, 신소재, 인공지능, 화학·섬유, 제조·공정, 자동화라인, 금형설계, 아키텍처, 회로설계, 공정개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44326590?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=75
75,삼성에스디아이,경력사원 채용(공정/설비R&D센터) - 조립 자동화 설비 개발,"경력,정규직,,경기 용인시,~04/08(월)","딥러닝, 기구설계, 에너지, 전기·전자, 신소재, 인공지능, 화학·섬유, 제조·공정, 자동화라인, 금형설계, 아키텍처, 회로설계, 공정개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44326579?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=76
76,삼성에스디아이,경력사원 채용(공정/설비R&D센터) - 고정밀 장수명 금형기술 개발,"경력,정규직,,경기 용인시,~04/08(월)","딥러닝, 기구설계, 에너지, 전기·전자, 신소재, 인공지능, 화학·섬유, 제조·공정, 자동화라인, 금형설계, 아키텍처, 회로설계, 공정개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44326570?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=77
77,삼성에스디아이,경력사원 채용(SDI연구소) - Battery Digital Twin,"경력,정규직,,경기 수원시,~04/08(월)","딥러닝, 기구설계, 에너지, 전기·전자, 신소재, 인공지능, 화학·섬유, 제조·공정, 자동화라인, 금형설계, 아키텍처, 회로설계, 공정개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44326548?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=78
78,삼성에스디아이,경력사원 채용(SDI연구소) - 이상 셀 진단 기술 개발,"경력,정규직,,경기 수원시,~04/08(월)","딥러닝, 기구설계, 에너지, 전기·전자, 신소재, 인공지능, 화학·섬유, 제조·공정, 자동화라인, 금형설계, 아키텍처, 회로설계, 공정개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44326537?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=79
79,삼성에스디아이,경력사원 채용(SDI연구소) - 리사이클링 기술 개발,"경력,정규직,,경기 수원시,~04/08(월)","딥러닝, 기구설계, 에너지, 전기·전자, 신소재, 인공지능, 화학·섬유, 제조·공정, 자동화라인, 금형설계, 아키텍처, 회로설계, 공정개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44326516?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=80
80,삼성에스디아이,경력사원 채용(SDI연구소) - 전지 소재/셀 분석,"경력,정규직,,경기 수원시 외,~04/08(월)","딥러닝, 기구설계, 에너지, 전기·전자, 신소재, 인공지능, 화학·섬유, 제조·공정, 자동화라인, 금형설계, 아키텍처, 회로설계, 공정개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44326392?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=81
81,삼성에스디아이,경력사원 채용(SDI연구소) - Data 시스템 및 활용 기술 개발,"경력,정규직,,경기 수원시,~04/08(월)","딥러닝, 기구설계, 에너지, 전기·전자, 신소재, 인공지능, 화학·섬유, 제조·공정, 자동화라인, 금형설계, 아키텍처, 회로설계, 공정개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44326380?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=82
82,삼성에스디아이,경력사원 채용(SDI연구소) - 시뮬레이션,"경력,정규직,,경기 수원시,~04/08(월)","딥러닝, 기구설계, 에너지, 전기·전자, 신소재, 인공지능, 화학·섬유, 제조·공정, 자동화라인, 금형설계, 아키텍처, 회로설계, 공정개발",https://www.jobkorea.co.kr/Recruit/GI_Read/44326362?Oem_Code=C1&logpath=1&stext=%EB%94%A5%EB%9F%AC%EB%8B%9D&listno=83
