player_name,team_name,TotalTackles,DribbledPast,TotalAttemptedTackles,Total_Interception,Fouled,Fouls,Yellow,Red,CaughtOffside,Total_Clearances,ShotsBlocked,CrossesBlocked,PassesBlocked,Total_Saves,SixYardBox_Saves,PenaltyArea_Saves,OutOfBox_Saves,Total_Shots,OutOfBox_Shots,SixYardBox_Shots,PenaltyArea_Shots,Total_Goals,SixYardBox_Goals,PenaltyArea_Goals,OutOfBox_Goals,Unsuccessful,Successful,Total Dribbles,UnsuccessfulTouches,Dispossessed,Total_Aerial,Won,Lost,Total_Passes,AccLB,InAccLB,AccSP,InAccSP,Total_Key passes,Long,Short,Cross,Corner,Throughball,Freekick,Throwin,Other,Total_Assists
Sergio Herrera,Osasuna,0.1,0.0,0.1,0.1,0.2,0.1,0.2,0.0,0.0,0.4,0.0,0.0,0.1,2.9,0.2,1.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.2,0.1,0.1,32.5,10.3,12.7,9.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javi Sánchez,Real Valladolid,1.3,0.3,1.6,1.4,0.3,1.1,0.3,0.0,0.0,3.5,0.7,0.2,0.3,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.1,2.8,1.4,1.4,36.3,2.6,3.2,27.3,3.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando Pacheco,Almeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramon Terrats,Villarreal,0.9,0.5,1.4,0.5,1.1,0.9,0.1,0.0,0.0,0.4,0.3,0.0,0.4,0.0,0.0,0.0,0.0,0.9,0.7,0.0,0.3,0.1,0.0,0.1,0.0,0.9,0.9,1.8,1.4,0.7,0.8,0.4,0.4,25.1,1.2,0.4,20.7,2.8,0.6,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.1
Álex Sola,Real Sociedad,1.8,0.3,2.1,0.7,0.8,0.3,0.1,0.0,0.0,1.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.7,1.6,0.2,0.6,1.0,0.7,0.3,14.2,0.5,0.8,11.0,1.9,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Pérez,Real Valladolid,2.4,0.6,3.1,0.9,0.9,0.7,0.1,0.0,0.2,1.4,0.2,0.2,0.5,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.4,1.1,0.9,0.3,1.3,0.4,0.9,22.8,1.2,1.2,17.1,3.3,0.7,0.3,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.1
Giorgi Mamardashvili,Valencia,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,2.8,0.1,1.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.2,0.0,24.7,5.2,9.6,9.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivan Rakitic,Sevilla,1.2,0.7,1.9,0.9,0.9,0.5,0.1,0.0,0.1,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.1,0.4,0.8,0.4,1.3,0.6,0.6,37.2,2.5,1.5,28.5,4.6,0.9,0.4,0.5,0.1,0.0,0.0,0.1,0.0,0.0,0.1
Manu Sánchez,Osasuna,1.6,1.0,2.6,0.5,0.3,0.8,0.1,0.0,0.1,1.2,0.2,0.4,0.9,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.5,1.3,0.9,0.5,1.2,0.5,0.7,28.5,1.0,1.6,22.2,3.6,0.9,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Marcão,Sevilla,0.4,0.0,0.4,1.2,1.2,1.0,0.4,0.0,0.0,2.6,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.6,0.0,2.4,1.6,0.8,43.0,1.4,2.8,36.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Érik Lamela,Sevilla,1.4,0.7,2.1,0.2,0.7,1.8,0.3,0.0,0.3,0.1,0.1,0.0,0.8,0.0,0.0,0.0,0.0,1.5,0.3,0.1,1.1,0.2,0.0,0.2,0.0,1.3,1.0,2.3,1.7,1.6,1.4,0.5,0.9,22.6,0.4,0.1,17.6,4.5,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan Gil,Sevilla,1.3,0.8,2.1,0.5,1.2,1.1,0.2,0.0,0.2,0.5,0.0,0.1,0.6,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.6,0.1,0.1,0.0,0.0,1.5,1.1,2.6,1.8,1.1,0.8,0.2,0.5,18.2,0.0,0.5,14.9,2.7,0.5,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.1,0.1
Rubén Peña,Osasuna,1.6,1.1,2.7,0.9,0.7,1.3,0.1,0.1,0.0,1.2,0.4,0.4,0.8,0.0,0.0,0.0,0.0,0.6,0.4,0.1,0.2,0.0,0.0,0.0,0.0,0.7,1.0,1.6,1.6,0.7,1.7,0.7,1.0,22.8,1.0,2.0,15.7,4.2,0.5,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.1
Lucas Rosa,Real Valladolid,2.3,0.5,2.8,0.9,0.6,1.1,0.2,0.0,0.1,1.1,0.1,0.3,0.6,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.7,0.5,1.2,0.8,0.4,1.6,0.9,0.7,17.6,0.5,0.8,12.7,3.7,0.6,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.1
Djené Dakonam,Getafe,1.2,0.5,1.7,1.3,1.2,1.5,0.3,0.0,0.0,2.3,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.5,0.8,0.7,0.5,2.5,1.6,0.9,33.4,2.0,3.5,23.9,4.0,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Mariño,Almeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iker Benito,Osasuna,1.0,0.5,1.5,0.5,0.5,0.5,0.0,0.0,0.3,0.8,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.8,2.3,0.8,0.5,1.3,0.3,1.0,8.8,0.3,0.5,6.5,1.5,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julen Agirrezabala,Athletic Club,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.6,0.0,1.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,26.0,5.3,8.4,12.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Srdjan Babic,Almeria,0.8,0.5,1.3,0.9,0.3,0.7,0.1,0.0,0.1,3.6,0.6,0.1,0.4,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.2,0.3,0.1,3.5,2.1,1.4,40.0,2.4,2.5,31.9,3.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Alonso,Barcelona,0.6,0.1,0.8,0.5,0.3,0.4,0.1,0.0,0.0,1.3,0.4,0.1,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.0,1.5,1.1,0.4,40.2,2.1,1.3,34.4,2.4,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Rüdiger,Real Madrid,0.5,0.3,0.8,0.6,0.2,0.4,0.0,0.0,0.1,2.1,0.4,0.2,0.3,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,1.8,1.1,0.7,48.2,1.9,1.5,42.5,2.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Ely,Almeria,0.8,0.2,1.0,0.9,0.4,0.7,0.2,0.0,0.1,5.6,0.9,0.0,0.4,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.4,0.1,3.3,2.2,1.1,40.7,3.1,4.4,30.1,3.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monchu,Real Valladolid,1.5,0.8,2.3,0.5,0.8,1.4,0.3,0.0,0.0,0.5,0.3,0.1,0.5,0.0,0.0,0.0,0.0,1.1,0.8,0.0,0.3,0.1,0.0,0.0,0.0,0.3,0.3,0.6,1.0,0.4,1.5,0.5,0.9,28.5,2.8,1.6,20.9,3.2,0.7,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Joaquín Fernández,Real Valladolid,1.3,0.4,1.7,1.0,0.4,0.6,0.1,0.0,0.1,3.6,0.8,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,3.0,2.0,1.1,36.3,2.7,3.0,27.5,3.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaume Costa,Mallorca,1.6,0.7,2.3,0.7,1.0,1.4,0.3,0.0,0.2,1.2,0.2,0.2,0.3,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.3,0.8,0.7,0.3,1.8,0.9,0.9,27.6,1.2,1.7,19.4,5.3,1.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Meré,Cadiz,1.1,0.3,1.4,0.6,0.3,0.1,0.0,0.0,0.0,3.1,0.6,0.1,0.3,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,2.4,1.6,0.8,21.5,1.5,1.6,16.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yan Couto,Girona,1.0,0.3,1.3,0.2,0.6,0.5,0.1,0.0,0.1,0.4,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.0,1.3,1.1,2.4,1.0,0.5,0.3,0.0,0.3,18.7,0.7,0.8,14.1,3.1,0.8,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.1
Alex Telles,Sevilla,0.8,0.4,1.2,0.7,0.5,0.9,0.2,0.0,0.0,1.3,0.2,0.1,0.4,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.4,0.0,1.6,1.0,0.6,20.2,0.9,1.1,15.5,2.7,0.7,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.1
Agustín Marchesín,Celta Vigo,0.0,0.1,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,2.3,0.1,1.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,29.3,6.6,9.3,13.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gorka Guruzeta,Athletic Club,0.8,0.4,1.2,0.1,0.5,0.9,0.1,0.0,0.5,0.2,0.1,0.0,0.7,0.0,0.0,0.0,0.0,1.7,0.3,0.4,1.0,0.2,0.1,0.1,0.0,0.3,0.3,0.7,1.3,0.7,2.5,1.0,1.6,12.8,0.6,0.2,8.8,3.2,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manu Bueno,Sevilla,3.5,1.5,5.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.5,0.0,2.0,0.5,1.5,33.0,2.5,2.5,23.5,4.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javi Puado,Espanyol,0.5,0.4,1.0,0.3,0.7,0.4,0.1,0.0,0.1,0.3,0.1,0.1,0.3,0.0,0.0,0.0,0.0,1.5,0.2,0.1,1.2,0.2,0.0,0.1,0.1,0.9,0.6,1.5,1.9,0.8,1.7,0.6,1.1,14.7,0.5,0.4,11.2,2.6,0.7,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Andrés Guardado,Real Betis,1.6,1.0,2.5,0.9,0.4,0.6,0.3,0.0,0.0,0.8,0.2,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.7,0.2,1.8,0.7,1.1,32.7,2.6,1.7,25.2,3.2,0.5,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Óscar Plano,Real Valladolid,1.2,0.8,2.0,0.9,1.5,0.7,0.1,0.0,0.2,0.5,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.9,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.4,1.0,1.1,0.7,2.5,1.0,1.5,18.5,0.6,0.5,13.3,4.0,0.5,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Ocampo,Cadiz,1.0,0.7,1.7,0.2,1.5,1.8,0.1,0.0,0.1,0.1,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.7,0.4,0.0,0.3,0.1,0.0,0.0,0.1,1.4,1.1,2.5,1.7,1.6,1.1,0.4,0.7,18.1,0.7,0.2,13.5,3.7,0.9,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Juan Iglesias,Getafe,1.9,1.0,2.9,0.7,0.7,1.4,0.3,0.0,0.1,2.2,0.2,0.7,1.1,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.5,0.4,0.9,0.9,0.3,1.1,0.5,0.6,18.9,1.1,3.0,10.5,4.3,0.4,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ángel Correa,Atletico Madrid,0.3,0.3,0.7,0.3,0.6,0.5,0.1,0.0,0.4,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.2,0.2,0.1,0.9,0.3,0.0,0.2,0.0,1.0,0.7,1.7,1.6,0.9,0.6,0.1,0.5,14.1,0.3,0.3,11.1,2.4,0.7,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Domingos Duarte,Getafe,0.8,0.2,1.1,1.3,0.7,1.0,0.3,0.0,0.1,4.5,0.7,0.2,0.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.1,2.5,1.5,1.0,30.9,2.7,3.5,21.1,3.5,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Jon Pacheco,Real Sociedad,0.9,0.2,1.2,0.7,0.6,1.1,0.1,0.0,0.1,2.2,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.1,3.1,1.8,1.4,52.8,1.9,2.4,45.6,2.9,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Borja Mayoral,Getafe,0.3,0.7,1.0,0.1,1.1,0.5,0.1,0.0,0.3,0.2,0.0,0.1,0.5,0.0,0.0,0.0,0.0,1.5,0.2,0.1,1.2,0.2,0.1,0.1,0.0,1.2,0.8,2.0,1.8,1.5,3.4,1.0,2.4,21.0,1.0,0.3,15.4,4.3,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Giovanni González,Mallorca,1.0,0.8,1.8,0.4,1.1,1.0,0.3,0.0,0.1,1.3,0.1,0.1,0.4,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.4,0.1,1.4,0.8,0.7,21.6,1.1,1.1,16.1,3.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Rubén Alcaraz,Cadiz,1.4,1.1,2.5,0.6,1.1,1.5,0.3,0.0,0.0,1.1,0.3,0.1,0.5,0.0,0.0,0.0,0.0,1.1,0.6,0.1,0.4,0.1,0.0,0.1,0.0,0.4,0.4,0.8,1.1,1.0,1.9,1.0,0.9,32.2,3.2,2.1,22.9,3.9,0.6,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gastón Álvarez,Getafe,1.7,0.9,2.6,0.7,0.5,1.2,0.4,0.0,0.0,1.5,0.2,0.1,0.5,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.5,0.4,0.9,0.6,0.1,2.9,1.4,1.5,18.8,0.6,2.5,11.1,4.5,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darwin Machís,Real Valladolid,0.3,0.6,0.9,0.3,1.1,0.9,0.1,0.0,0.2,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.7,0.5,0.0,1.3,0.0,0.0,0.0,0.0,1.7,1.0,2.7,1.9,0.5,0.7,0.2,0.5,14.4,1.4,1.3,9.2,2.5,0.8,0.3,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.1
Fran Beltrán,Celta Vigo,0.9,1.1,2.1,1.5,0.4,0.7,0.1,0.0,0.1,0.9,0.1,0.1,0.7,0.0,0.0,0.0,0.0,0.7,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.4,0.6,0.7,0.5,1.8,0.5,1.3,48.8,2.7,1.1,41.2,3.8,0.7,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Andoni Gorosabel,Real Sociedad,1.5,0.6,2.1,0.6,0.6,0.9,0.1,0.0,0.0,0.8,0.1,0.1,0.7,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.3,0.7,0.5,0.3,1.9,0.7,1.2,30.4,1.1,0.7,25.3,3.3,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leandro Cabrera,Espanyol,1.4,0.5,1.9,1.3,0.6,0.9,0.3,0.1,0.0,3.3,0.7,0.2,0.4,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.3,0.2,3.1,1.9,1.2,38.5,2.7,5.1,25.6,5.2,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Víctor Ruiz,Real Betis,0.5,0.0,0.5,0.6,0.2,0.4,0.0,0.0,0.1,3.2,0.7,0.2,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2.4,1.7,0.7,25.0,1.5,1.8,19.8,1.9,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Óscar Rodríguez,Celta Vigo,1.0,0.5,1.4,0.7,0.8,0.7,0.2,0.0,0.1,0.4,0.1,0.1,0.4,0.0,0.0,0.0,0.0,1.3,1.0,0.0,0.3,0.1,0.0,0.1,0.0,0.5,0.3,0.8,0.7,0.5,0.9,0.3,0.6,29.4,1.4,1.2,23.3,3.5,0.7,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferran Torres,Barcelona,0.4,0.5,0.8,0.1,0.8,0.5,0.2,0.0,0.2,0.1,0.1,0.0,0.3,0.0,0.0,0.0,0.0,1.2,0.2,0.1,0.8,0.1,0.0,0.1,0.0,1.2,0.9,2.1,1.5,0.7,0.6,0.3,0.3,15.3,0.5,0.4,12.0,2.5,0.8,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Álex Pozo,Almeria,1.2,0.9,2.1,0.9,0.5,0.5,0.1,0.0,0.0,1.1,0.2,0.4,0.8,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.4,0.8,0.9,0.3,1.2,0.4,0.8,28.5,1.7,3.0,19.1,4.7,0.8,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.1
José Luís Morales,Villarreal,0.2,0.4,0.7,0.1,0.3,0.2,0.1,0.0,0.4,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.4,0.2,0.1,1.1,0.2,0.1,0.1,0.1,1.1,0.6,1.8,0.8,0.4,0.8,0.3,0.6,8.2,0.2,0.0,5.9,2.1,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jørgen Strand Larsen,Celta Vigo,0.5,0.7,1.2,0.1,1.3,1.1,0.1,0.0,0.4,0.8,0.2,0.0,0.3,0.0,0.0,0.0,0.0,1.3,0.1,0.1,1.1,0.1,0.0,0.1,0.0,0.5,0.4,1.0,2.3,0.8,2.8,1.3,1.5,10.4,0.3,0.2,6.9,3.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Unai Simón,Athletic Club,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,2.3,0.1,1.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,5.4,7.9,12.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauro Arambarri,Getafe,1.1,1.1,2.2,1.1,0.8,1.6,0.2,0.1,0.0,1.5,0.4,0.0,0.9,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,0.3,2.1,1.2,0.9,29.2,3.3,1.8,20.7,3.3,1.2,0.5,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.1
Stefan Mitrovic,Getafe,0.6,0.2,0.8,0.8,0.1,0.6,0.2,0.0,0.0,4.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2.5,1.7,0.7,23.2,1.9,2.2,16.4,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edu Expósito,Espanyol,1.2,0.4,1.6,0.4,1.0,0.5,0.1,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.7,0.5,0.1,0.1,0.1,0.0,0.0,0.1,0.4,0.4,0.8,0.9,0.5,0.9,0.5,0.4,17.1,0.8,1.0,12.7,2.5,0.8,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Toni Villa,Girona,1.0,0.5,1.6,0.3,0.8,0.5,0.1,0.0,0.3,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.7,0.5,0.0,0.3,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.8,0.9,0.3,0.1,0.2,12.4,0.2,0.3,10.0,2.0,0.6,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.1
Dani García,Athletic Club,1.8,0.7,2.6,0.8,0.6,1.4,0.2,0.0,0.0,0.8,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,1.5,0.8,0.7,28.5,1.6,1.6,21.1,4.2,0.4,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Rubén Sánchez,Espanyol,1.7,0.5,2.2,1.0,0.4,1.0,0.1,0.0,0.0,0.8,0.2,0.2,0.6,0.0,0.0,0.0,0.0,0.5,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.7,0.7,1.3,0.9,0.5,1.1,0.8,0.3,13.5,0.7,0.9,9.7,2.2,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Mohamed-Ali Cho,Real Sociedad,0.7,0.3,1.0,0.1,0.6,0.6,0.1,0.0,0.2,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.2,0.3,0.1,0.8,0.1,0.0,0.1,0.0,1.2,0.8,2.1,1.5,0.5,1.1,0.3,0.8,7.1,0.1,0.4,5.2,1.5,0.4,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.1
Andriy Lunin,Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.7,0.1,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,2.9,3.0,21.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo Guillamón,Valencia,0.8,0.6,1.4,0.8,1.4,1.4,0.2,0.0,0.0,1.1,0.1,0.1,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.6,1.6,0.8,0.8,39.5,3.1,2.0,30.2,4.2,1.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Lucas Olaza,Real Valladolid,1.0,0.4,1.4,0.6,0.9,0.5,0.1,0.0,0.1,1.3,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.5,0.6,0.3,2.5,1.2,1.3,24.8,1.4,1.4,18.6,3.5,0.7,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Hernández,Cadiz,0.9,0.4,1.3,0.9,0.2,0.8,0.2,0.0,0.1,4.0,0.7,0.1,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,1.8,1.1,0.7,36.6,3.4,4.0,25.6,3.5,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
