player_name,team_name,TotalTackles,DribbledPast,TotalAttemptedTackles,Total_Interception,Fouled,Fouls,Yellow,Red,CaughtOffside,Total_Clearances,ShotsBlocked,CrossesBlocked,PassesBlocked,Total_Saves,SixYardBox_Saves,PenaltyArea_Saves,OutOfBox_Saves,Total_Shots,OutOfBox_Shots,SixYardBox_Shots,PenaltyArea_Shots,Total_Goals,SixYardBox_Goals,PenaltyArea_Goals,OutOfBox_Goals,Unsuccessful,Successful,Total Dribbles,UnsuccessfulTouches,Dispossessed,Total_Aerial,Won,Lost,Total_Passes,AccLB,InAccLB,AccSP,InAccSP,Total_Key passes,Long,Short,Cross,Corner,Throughball,Freekick,Throwin,Other,Total_Assists
Albert Sambi Lokonga,Arsenal,0.2,0.3,0.5,0.8,0.8,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.2,0.2,0.8,0.5,0.3,23.3,1.3,0.3,20.7,1.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Colback,Nottingham Forest,1.6,0.3,1.9,0.3,0.7,0.8,0.0,0.0,0.0,0.6,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.5,0.1,1.1,0.4,0.7,12.8,0.5,0.6,10.2,1.5,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oriol Romeu,Southampton,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,29.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sékou Mara,Southampton,0.6,0.3,0.9,0.0,0.3,0.9,0.0,0.0,0.1,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.7,0.6,1.3,1.3,0.8,3.0,1.1,1.8,4.7,0.0,0.1,3.0,1.5,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Adam Armstrong,Southampton,0.5,0.2,0.7,0.2,0.3,0.6,0.1,0.0,0.1,0.2,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.8,0.3,0.0,0.5,0.1,0.0,0.1,0.0,1.0,0.4,1.4,0.8,0.7,0.9,0.2,0.7,9.5,0.3,0.3,6.9,2.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel James,Fulham,0.5,0.3,0.8,0.1,0.7,0.1,0.0,0.0,0.1,0.2,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.7,0.1,0.1,0.6,0.1,0.1,0.1,0.0,0.5,0.3,0.7,0.5,0.7,0.8,0.1,0.7,7.8,0.1,0.2,5.5,2.1,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Christian Pulisic,Chelsea,0.5,0.1,0.5,0.2,0.6,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.8,0.3,0.0,0.5,0.0,0.0,0.0,0.0,1.3,0.5,1.8,1.1,0.5,1.0,0.2,0.8,11.5,0.3,0.3,9.4,1.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Hughes,Crystal Palace,1.1,0.3,1.4,0.6,0.3,0.7,0.1,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.5,0.4,0.7,0.2,0.5,13.2,0.3,0.4,10.5,2.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalvin Phillips,Manchester City,0.5,0.7,1.2,0.4,0.2,0.8,0.1,0.0,0.0,0.7,0.3,0.2,0.3,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.1,0.6,0.4,0.2,26.0,1.3,0.7,22.8,1.3,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siriki Dembélé,Bournemouth,0.5,0.2,0.7,0.2,0.3,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.7,1.0,1.7,1.5,0.8,0.7,0.0,0.7,7.0,0.2,0.0,5.3,1.5,0.7,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Forshaw,Leeds,1.0,0.8,1.8,0.3,0.4,0.5,0.0,0.0,0.0,0.2,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.9,0.5,0.7,0.7,0.2,0.5,18.5,1.2,1.1,14.4,1.8,0.7,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Elanga,Manchester United,0.2,0.1,0.3,0.1,0.4,0.2,0.0,0.0,0.2,0.2,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.6,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.6,0.3,0.9,0.8,0.4,1.2,0.5,0.7,7.6,0.1,0.1,5.6,1.7,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Jan Paul van Hecke,Brighton,1.0,0.0,1.0,0.8,0.5,0.9,0.3,0.0,0.0,1.1,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2.8,0.8,2.0,30.8,0.8,0.6,28.1,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carney Chukwuemeka,Chelsea,0.9,0.1,1.1,0.4,0.4,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.4,0.8,0.8,0.2,0.5,0.1,0.4,14.3,0.3,0.0,12.4,1.6,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kieran Tierney,Arsenal,0.7,0.1,0.9,0.4,0.3,0.2,0.0,0.0,0.0,0.7,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.1,0.4,0.3,0.0,0.9,0.2,0.7,14.9,0.6,1.4,11.0,1.8,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Gordon,Newcastle,0.9,0.7,1.6,0.1,0.5,0.4,0.1,0.0,0.1,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.3,0.1,0.1,0.0,0.0,0.9,0.4,1.3,1.2,0.3,0.2,0.0,0.2,11.6,0.2,0.1,9.8,1.5,0.4,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boubacar Traoré,Wolves,1.2,0.4,1.6,0.7,0.2,1.0,0.2,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.9,0.3,0.3,1.5,0.7,0.8,14.5,0.5,0.4,11.3,2.3,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Georginio Rutter,Leeds,0.9,0.3,1.2,0.3,0.5,0.5,0.0,0.0,0.1,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.3,0.0,0.0,0.0,0.0,1.5,0.8,2.3,1.4,1.3,1.8,1.0,0.8,5.5,0.1,0.0,2.7,2.7,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Keane Lewis-Potter,Brentford,0.1,0.0,0.1,0.0,0.4,0.1,0.0,0.0,0.1,0.2,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.6,0.0,0.0,0.0,0.0,1.0,0.4,1.4,1.1,0.8,0.8,0.4,0.4,7.6,0.0,0.4,4.6,2.6,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Diego Costa,Wolves,0.1,0.3,0.4,0.1,0.4,1.3,0.2,0.0,0.7,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.2,0.0,0.1,1.1,0.0,0.0,0.0,0.0,0.2,0.2,0.4,1.0,1.1,3.9,1.3,2.6,9.3,0.0,0.1,6.9,2.4,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Gómez,Manchester City,0.8,0.3,1.0,0.2,0.2,0.1,0.0,0.0,0.0,0.7,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.6,0.3,1.1,0.3,0.8,23.9,0.4,0.2,20.9,2.4,0.4,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.1
Ryan Fraser,Newcastle,0.3,0.4,0.6,0.0,1.3,0.4,0.1,0.0,0.1,0.3,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.8,0.4,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.9,0.1,0.4,0.1,0.3,13.0,0.0,0.4,10.0,2.6,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Mbabu,Fulham,0.5,0.3,0.8,0.5,0.0,0.7,0.2,0.0,0.0,0.3,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,1.0,0.2,0.3,1.3,0.3,1.0,10.7,0.2,0.2,8.0,2.3,0.3,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2
Arnaut Danjuma,Tottenham,0.2,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.1,0.0,0.1,0.0,0.3,0.3,0.7,0.1,0.3,0.3,0.1,0.2,6.0,0.0,0.0,4.1,1.9,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illia Zabarnyi,Bournemouth,0.8,0.8,1.6,0.6,0.4,0.2,0.0,0.0,0.0,2.8,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,0.4,0.8,0.2,0.6,39.8,1.8,1.6,35.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shandon Baptiste,Brentford,0.7,0.4,1.1,0.3,0.5,0.5,0.0,0.0,0.0,0.4,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.7,0.3,0.6,0.3,0.3,12.1,0.6,0.4,9.9,1.3,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marek Rodák,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,29.0,8.5,15.5,4.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sasa Kalajdzic,Wolves,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giulian Biancone,Nottingham Forest,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.5,1.0,6.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahima Diallo,Southampton,1.4,0.3,1.7,0.3,0.4,1.0,0.2,0.0,0.0,0.6,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.7,0.9,0.5,1.3,0.8,0.5,22.1,0.7,1.0,16.9,3.5,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tariq Lamptey,Brighton,0.6,0.1,0.7,0.4,0.7,0.3,0.1,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.4,1.4,0.8,0.1,0.5,0.1,0.4,11.6,0.2,0.1,9.8,1.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neal Maupay,Everton,0.4,0.1,0.5,0.2,0.8,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.2,0.4,0.3,0.6,0.0,0.0,0.0,0.0,0.4,0.3,0.7,1.4,0.6,2.3,0.6,1.8,9.1,0.2,0.0,6.8,2.1,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rúben Vinagre,Everton,1.0,0.5,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.5,0.5,0.5,0.0,0.5,9.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gustavo Scarpa,Nottingham Forest,0.8,0.5,1.3,0.0,1.3,0.7,0.2,0.0,0.0,0.3,0.0,0.2,0.7,0.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.7,0.2,0.0,0.5,0.2,0.3,11.8,1.3,1.3,6.7,2.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Praet,Leicester,0.5,0.2,0.8,0.2,0.4,0.4,0.0,0.0,0.0,0.2,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.3,0.6,0.5,0.5,0.5,0.0,0.5,11.3,0.4,0.4,8.4,2.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javier Manquillo,Newcastle,0.8,0.0,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.3,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luka Milivojevic,Crystal Palace,0.7,0.2,0.9,0.7,0.2,0.8,0.1,0.0,0.0,0.6,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.8,0.3,0.5,14.0,0.7,0.9,10.7,1.8,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donny van de Beek,Manchester United,0.0,0.1,0.1,0.1,0.3,0.6,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.3,0.3,0.9,0.4,0.4,8.4,0.0,0.0,6.6,1.9,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facundo Pellistri,Manchester United,0.3,0.0,0.3,0.0,0.5,0.3,0.0,0.0,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.8,0.5,0.3,0.0,0.0,0.0,3.8,0.0,0.0,3.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emile Smith Rowe,Arsenal,0.1,0.2,0.3,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.2,0.4,0.0,0.3,0.2,0.0,0.2,6.7,0.3,0.0,5.8,0.6,0.5,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Thomas Cannon,Everton,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,1.0,2.5,0.0,0.0,2.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antoine Semenyo,Bournemouth,0.1,0.5,0.5,0.2,0.5,0.5,0.0,0.0,0.1,0.4,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.1,0.0,0.1,0.0,0.3,0.3,0.5,1.1,0.5,1.6,0.8,0.8,5.1,0.1,0.2,3.4,1.5,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japhet Tanganga,Tottenham,0.8,1.0,1.8,0.5,0.8,0.8,0.0,0.0,0.0,1.5,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,0.3,2.3,1.5,0.8,22.8,0.8,0.8,19.5,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sasa Lukic,Fulham,0.7,0.3,1.0,0.4,0.8,1.1,0.1,0.0,0.0,0.3,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.3,0.1,0.8,0.3,0.4,18.0,0.4,0.3,15.5,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pape Sarr,Tottenham,0.6,0.4,1.0,0.5,0.3,0.4,0.1,0.0,0.0,0.5,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.5,0.5,0.2,0.7,0.3,0.5,14.0,0.0,0.5,12.8,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Jean-Philippe Mateta,Crystal Palace,0.2,0.1,0.3,0.1,0.3,0.6,0.1,0.0,0.3,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.1,0.7,0.1,0.0,0.1,0.0,0.2,0.1,0.3,0.9,0.6,2.4,0.9,1.5,5.0,0.0,0.1,3.6,1.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Gelhardt,Leeds,0.4,0.1,0.5,0.0,0.5,0.4,0.1,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.1,0.6,0.6,0.5,1.1,0.3,0.7,4.3,0.0,0.1,2.9,1.3,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1
Yasin Ayari,Brighton,0.7,1.3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.7,0.0,0.3,0.0,0.3,7.3,0.7,0.0,6.0,0.7,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse Lingard,Nottingham Forest,0.2,0.4,0.6,0.3,0.5,0.5,0.1,0.0,0.1,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.4,0.6,0.9,0.6,0.2,0.1,0.2,16.6,0.5,0.7,12.9,2.4,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Stephens,Southampton,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,13.0,0.5,0.0,11.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ellis Simms,Everton,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.6,0.1,0.0,0.1,0.0,0.0,0.2,0.2,0.5,0.2,2.8,1.0,1.8,5.5,0.1,0.1,3.3,2.1,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Divin Mubama,West Ham,0.3,0.0,0.3,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.7,1.3,0.7,0.7,2.7,0.3,0.0,1.3,1.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonjo Shelvey,Nottingham Forest,0.3,1.0,1.3,0.6,0.1,1.1,0.3,0.0,0.0,1.3,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.5,0.6,0.5,0.1,36.0,4.4,5.1,22.6,3.9,0.8,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naby Keïta,Liverpool,0.6,0.4,1.0,0.3,0.3,1.5,0.1,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.3,0.9,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.4,0.5,1.5,0.9,1.3,0.4,0.9,20.5,0.4,0.8,15.6,3.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Lanzini,West Ham,0.2,0.4,0.6,0.2,0.2,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.1,0.1,0.0,0.1,0.0,0.2,0.1,0.3,0.2,0.3,0.3,0.1,0.2,17.3,0.4,0.3,14.2,2.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flynn Downes,West Ham,0.8,0.3,1.0,0.3,0.6,0.4,0.1,0.0,0.0,0.2,0.1,0.1,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.3,1.0,0.4,0.6,15.6,0.2,0.1,13.5,1.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Tomkins,Crystal Palace,0.7,0.3,1.0,0.8,0.2,0.5,0.2,0.2,0.2,3.2,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.3,0.2,2.0,1.0,1.0,28.5,1.3,3.0,21.7,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James McArthur,Crystal Palace,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.3,0.8,0.0,0.0,0.0,13.0,0.3,0.5,10.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harvey White,Tottenham,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Fredericks,Bournemouth,0.3,0.3,0.5,0.1,0.1,0.3,0.1,0.0,0.0,2.2,0.2,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.8,0.3,0.3,1.3,0.4,0.8,13.6,0.3,0.6,9.3,3.5,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saman Ghoddos,Brentford,0.1,0.1,0.3,0.3,0.2,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.2,0.1,0.6,0.3,0.3,4.6,0.1,0.5,3.5,0.5,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateusz Klich,Leeds,0.9,0.4,1.3,0.0,0.2,0.7,0.1,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.1,0.4,0.8,0.1,0.2,0.1,0.1,9.7,0.2,0.8,7.1,1.6,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Ritchie,Newcastle,0.1,0.3,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,4.1,0.1,0.1,3.1,0.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Davies,Everton,0.8,0.4,1.2,0.2,0.3,0.5,0.2,0.0,0.1,0.4,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.9,0.2,1.1,0.4,0.7,12.1,0.6,0.8,8.5,2.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre-Emerick Aubameyang,Chelsea,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.1,0.1,0.1,0.8,0.1,0.0,0.1,0.0,0.1,0.2,0.3,0.7,0.3,0.9,0.2,0.7,7.2,0.1,0.0,5.3,1.8,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
