Player_name,Team_name,Age,Positions,Apps,Mins,Goals,Assists,Yel,Red,Shoots_pg,Pass_success(%),AerialsWon,MotM,Rating,Tackles,Interceptions,Fouls,Offsides,Clear,Dribbled_past_pg,Blocks,OwnG,Shots_pg,KeyPasses_pg,Dribbles_pg,Fouled,Offsides_pg,Dispossessed_pg,Bad_Controls_pg,Passes_pg,Crosses_pg,Long_pass_pg,Through_pass_pg,xG,Goals-xG,xG_per_90m,Total_shots,xG_per_total_shots
Alessandro Buongiorno,Torino,24,D(C),30(4),2723,1,2,8,0,0.6,85.1,2.9,2,6.77,1.1,1.8,1.9,0.3,2.9,0.4,0.6,0,0.6,0.2,0.2,1.1,0,0.2,1,45.7,0.1,1.1,0,1.79,-0.79,0.06,20,0.09
Juan Jesus,Napoli,32,D(CL),10(5),929,1,0,2,0,0.3,90.3,2,1,6.77,1.1,0.7,0.7,0.3,1.9,0.2,0.7,0,0.3,0.1,0,0.3,0,0.1,0.3,48.9,0,1.4,0,0.24,0.76,0.02,5,0.05
Gabriel Strefezza,Lecce,27,M(LR),30(5),2464,8,4,5,0,2,69.1,0.5,1,6.77,1.4,0.5,1.5,0,0.3,0.7,0.1,0,2,1.4,1,2,0,2,2.3,21.1,0.8,1.5,0.1,6.25,1.75,0.23,71,0.09
Malick Thiaw,AC Milan,22,D(C),15(5),1364,0,0,5,0,0.4,88.4,2.6,0,6.76,1.6,0.6,0.7,0.2,3.3,0.5,0.3,0,0.4,0.1,0.1,0.4,0.1,0.2,0.2,52.5,0,3.4,0,0.96,-0.96,0.06,8,0.12
Edin Dzeko,Inter,38,FW,18(15),1729,9,3,3,0,2.2,72,1.2,3,6.75,0.1,0.1,0.8,0,0.8,0.1,0,0,2.2,0.7,0.3,0.7,0.3,0.5,1.5,15.2,0.1,0.6,0.1,10.76,-1.76,0.56,73,0.15
Dusan Vlahovic,Juventus,24,FW,22(5),1932,10,2,1,0,2.5,72.1,1.3,3,6.75,0.4,0.1,0.7,0,0.3,0.2,0.1,0,2.5,0.8,0.5,1,0.8,1.4,2.3,13.8,0.1,0.7,0,10.22,-0.22,0.48,68,0.15
Tammy Abraham,Roma,26,FW,24(14),2199,8,3,2,0,1.6,68.3,2.1,2,6.75,0.4,0.1,0.9,0,0.4,0.3,0.1,0,1.6,0.9,0.6,1.3,0.3,0.8,1.6,13.1,0.1,0.4,0.1,11.54,-3.54,0.47,62,0.19
Rodrigo Becão,Udinese,28,D(C),28,2487,2,1,11,1,0.7,80.3,2.3,1,6.75,2.5,0.9,1.4,0.4,2.2,0.5,0.9,1,0.7,0.4,0.2,1.1,0.2,0.1,0.6,43.9,0.1,2.9,0,1.2,0.8,0.04,19,0.06
Razvan Marin,Empoli,27,M(C),28(5),2539,2,4,7,0,1,84.5,0.5,1,6.74,1.3,0.4,0.9,0,1,0.6,0.3,0,1,1.7,0.7,0.6,0,0.7,0.7,43.7,1.2,3.7,0,1.12,0.88,0.04,33,0.03
Marco Carnesecchi,Cremonese,23,GK,27,2430,0,1,1,0,0,53.1,0.2,3,6.74,0,0,0,0,0.7,0,0,0,0,0.1,0,0.2,0,0,0,30.1,0,6.9,0,,,,,
Patrick Ciurria,Monza,29,M(CLR),31(5),2757,6,5,4,0,1.4,82.5,0.3,3,6.74,0.9,0.2,0.9,0,0.7,0.4,0.1,0,1.4,1,0.5,1.1,0.2,0.4,1.3,30.3,0.8,1.1,0,4.95,1.05,0.16,50,0.1
Patrick Ciurria,Monza,29,M(CLR),31(5),2757,6,5,4,0,1.4,82.5,0.3,3,6.74,0.9,0.2,0.9,0,0.7,0.4,0.1,0,1.4,1,0.5,1.1,0.2,0.4,1.3,30.3,0.8,1.1,0,4.95,1.05,0.16,50,0.1
Patrick Ciurria,Monza,29,M(CLR),31(5),2757,6,5,4,0,1.4,82.5,0.3,3,6.74,0.9,0.2,0.9,0,0.7,0.4,0.1,0,1.4,1,0.5,1.1,0.2,0.4,1.3,30.3,0.8,1.1,0,4.95,1.05,0.16,50,0.1
Pasquale Mazzocchi,Salernitana,28,"D(LR),M(LR)",23(4),1968,2,3,2,0,0.7,79.9,0.4,1,6.74,1.2,0.4,1,0,1,0.7,0.1,0,0.7,1.1,2.1,0.6,0.2,1.3,2,24.8,0.8,1.1,0,1.52,0.48,0.07,18,0.08
Pasquale Mazzocchi,Salernitana,28,"D(LR),M(LR)",23(4),1968,2,3,2,0,0.7,79.9,0.4,1,6.74,1.2,0.4,1,0,1,0.7,0.1,0,0.7,1.1,2.1,0.6,0.2,1.3,2,24.8,0.8,1.1,0,1.52,0.48,0.07,18,0.08
Pasquale Mazzocchi,Salernitana,28,"D(LR),M(LR)",23(4),1968,2,3,2,0,0.7,79.9,0.4,1,6.74,1.2,0.4,1,0,1,0.7,0.1,0,0.7,1.1,2.1,0.6,0.2,1.3,2,24.8,0.8,1.1,0,1.52,0.48,0.07,18,0.08
Nikola Vlasic,Torino,26,"AM(CLR),FW",29(5),2732,5,6,1,0,1.6,81.7,0.8,1,6.74,0.9,0.3,0.9,0,0.3,0.6,0.1,0,1.6,1.9,0.9,1.1,0.4,1.4,2.8,27.2,0.4,0.5,0,5.3,-0.3,0.17,53,0.1
Nikola Vlasic,Torino,26,"AM(CLR),FW",29(5),2732,5,6,1,0,1.6,81.7,0.8,1,6.74,0.9,0.3,0.9,0,0.3,0.6,0.1,0,1.6,1.9,0.9,1.1,0.4,1.4,2.8,27.2,0.4,0.5,0,5.3,-0.3,0.17,53,0.1
Nikola Vlasic,Torino,26,"AM(CLR),FW",29(5),2732,5,6,1,0,1.6,81.7,0.8,1,6.74,0.9,0.3,0.9,0,0.3,0.6,0.1,0,1.6,1.9,0.9,1.1,0.4,1.4,2.8,27.2,0.4,0.5,0,5.3,-0.3,0.17,53,0.1
Patric,Lazio,31,"D(CR),M(R)",16(2),1415,0,0,1,0,0.1,89.3,0.5,1,6.74,0.9,0.6,0.2,0.7,2.8,0.3,0.7,0,0.1,0.1,0.1,0.2,0,0,0.2,58.9,0,6.3,0,0.07,-0.07,0,2,0.04
Patric,Lazio,31,"D(CR),M(R)",16(2),1415,0,0,1,0,0.1,89.3,0.5,1,6.74,0.9,0.6,0.2,0.7,2.8,0.3,0.7,0,0.1,0.1,0.1,0.2,0,0,0.2,58.9,0,6.3,0,0.07,-0.07,0,2,0.04
Patric,Lazio,31,"D(CR),M(R)",16(2),1415,0,0,1,0,0.1,89.3,0.5,1,6.74,0.9,0.6,0.2,0.7,2.8,0.3,0.7,0,0.1,0.1,0.1,0.2,0,0,0.2,58.9,0,6.3,0,0.07,-0.07,0,2,0.04
Milan Djuric,Verona,33,FW,14(14),1364,1,1,3,0,0.6,51.6,7.1,3,6.74,0.1,0,0.9,0,0.9,0.1,0.1,0,0.6,0.8,0.1,1,0.2,0.5,0.9,18.5,0,0.1,0,1.76,-0.76,0.12,16,0.11
Milan Djuric,Verona,33,FW,14(14),1364,1,1,3,0,0.6,51.6,7.1,3,6.74,0.1,0,0.9,0,0.9,0.1,0.1,0,0.6,0.8,0.1,1,0.2,0.5,0.9,18.5,0,0.1,0,1.76,-0.76,0.12,16,0.11
Milan Djuric,Verona,33,FW,14(14),1364,1,1,3,0,0.6,51.6,7.1,3,6.74,0.1,0,0.9,0,0.9,0.1,0.1,0,0.6,0.8,0.1,1,0.2,0.5,0.9,18.5,0,0.1,0,1.76,-0.76,0.12,16,0.11
Lewis Ferguson,Bologna,24,M(C),27(5),2324,7,0,4,0,1.3,86.1,0.9,2,6.73,1.4,0.6,1.6,0,0.8,0.6,0.2,0,1.3,0.5,0.3,1.3,0.2,0.5,1,37.2,0.1,0.5,0,4.82,2.18,0.19,43,0.11
Lewis Ferguson,Bologna,24,M(C),27(5),2324,7,0,4,0,1.3,86.1,0.9,2,6.73,1.4,0.6,1.6,0,0.8,0.6,0.2,0,1.3,0.5,0.3,1.3,0.2,0.5,1,37.2,0.1,0.5,0,4.82,2.18,0.19,43,0.11
Lewis Ferguson,Bologna,24,M(C),27(5),2324,7,0,4,0,1.3,86.1,0.9,2,6.73,1.4,0.6,1.6,0,0.8,0.6,0.2,0,1.3,0.5,0.3,1.3,0.2,0.5,1,37.2,0.1,0.5,0,4.82,2.18,0.19,43,0.11
Federico Gatti,Juventus,25,D(C),16(2),1446,0,0,4,0,0.7,85.2,1.8,1,6.73,0.8,1.2,0.9,0.3,2.9,0.3,0.8,0,0.7,0.3,0.4,0.7,0,0.3,0.4,52.4,0,4.2,0,0.51,-0.51,0.03,13,0.04
Federico Gatti,Juventus,25,D(C),16(2),1446,0,0,4,0,0.7,85.2,1.8,1,6.73,0.8,1.2,0.9,0.3,2.9,0.3,0.8,0,0.7,0.3,0.4,0.7,0,0.3,0.4,52.4,0,4.2,0,0.51,-0.51,0.03,13,0.04
Federico Gatti,Juventus,25,D(C),16(2),1446,0,0,4,0,0.7,85.2,1.8,1,6.73,0.8,1.2,0.9,0.3,2.9,0.3,0.8,0,0.7,0.3,0.4,0.7,0,0.3,0.4,52.4,0,4.2,0,0.51,-0.51,0.03,13,0.04
Michele Cerofolini,Fiorentina,25,GK,5,450,0,0,0,0,0,72,0,0,6.72,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,33.6,0,7.4,0,,,,,
André Onana,Inter,28,GK,24,2160,0,0,1,0,0,79.2,0.2,2,6.72,0,0,0,0,0.6,0,0,1,0,0.1,0,0.1,0,0,0,38,0,6.1,0,,,,,
Lassana Coulibaly,Salernitana,28,M(CL),34(1),2901,3,3,12,0,0.5,84,0.9,2,6.72,2.4,0.7,1.5,0,0.9,1.2,0.2,0,0.5,0.6,1.4,1.4,0,0.9,1.7,33.1,0,1,0.1,0.96,2.04,0.03,16,0.06
Lassana Coulibaly,Salernitana,28,M(CL),34(1),2901,3,3,12,0,0.5,84,0.9,2,6.72,2.4,0.7,1.5,0,0.9,1.2,0.2,0,0.5,0.6,1.4,1.4,0,0.9,1.7,33.1,0,1,0.1,0.96,2.04,0.03,16,0.06
Lassana Coulibaly,Salernitana,28,M(CL),34(1),2901,3,3,12,0,0.5,84,0.9,2,6.72,2.4,0.7,1.5,0,0.9,1.2,0.2,0,0.5,0.6,1.4,1.4,0,0.9,1.7,33.1,0,1,0.1,0.96,2.04,0.03,16,0.06
Federico Baschirotto,Lecce,27,D(C),37,3330,3,0,6,0,0.6,74.1,2.5,1,6.71,1.1,1,1,0.7,5,0.4,0.8,0,0.6,0.2,0.1,0.3,0,0.1,0.3,37,0.1,3.3,0,2.19,0.81,0.06,21,0.1
Federico Baschirotto,Lecce,27,D(C),37,3330,3,0,6,0,0.6,74.1,2.5,1,6.71,1.1,1,1,0.7,5,0.4,0.8,0,0.6,0.2,0.1,0.3,0,0.1,0.3,37,0.1,3.3,0,2.19,0.81,0.06,21,0.1
Federico Baschirotto,Lecce,27,D(C),37,3330,3,0,6,0,0.6,74.1,2.5,1,6.71,1.1,1,1,0.7,5,0.4,0.8,0,0.6,0.2,0.1,0.3,0,0.1,0.3,37,0.1,3.3,0,2.19,0.81,0.06,21,0.1
Rolando Mandragora,Fiorentina,26,DMC,22(7),1955,2,4,8,0,1.3,84.4,1.2,1,6.71,1.4,0.6,1.1,0,0.7,1,0.1,0,1.3,1.2,0.2,0.6,0,0.3,0.4,31.1,0.8,2.3,0,1.34,0.66,0.06,37,0.04
Rolando Mandragora,Fiorentina,26,DMC,22(7),1955,2,4,8,0,1.3,84.4,1.2,1,6.71,1.4,0.6,1.1,0,0.7,1,0.1,0,1.3,1.2,0.2,0.6,0,0.3,0.4,31.1,0.8,2.3,0,1.34,0.66,0.06,37,0.04
Rolando Mandragora,Fiorentina,26,DMC,22(7),1955,2,4,8,0,1.3,84.4,1.2,1,6.71,1.4,0.6,1.1,0,0.7,1,0.1,0,1.3,1.2,0.2,0.6,0,0.3,0.4,31.1,0.8,2.3,0,1.34,0.66,0.06,37,0.04
Berat Djimsiti,Atalanta,31,D(C),20(4),1799,0,1,3,0,0.2,87.1,2.5,0,6.71,1.4,1.5,0.6,0.3,3.1,0.3,0.3,0,0.2,0.2,0.2,0.3,0,0.2,0.4,44.9,0,1.6,0,0.63,-0.63,0.03,5,0.13
Norbert Gyömbér,Salernitana,31,"D(CR),DMC",23(4),1755,0,1,5,0,0.3,83.8,1.7,0,6.71,1.2,1.3,0.8,0.2,3.3,0.3,0.8,0,0.3,0.1,0.1,0.3,0,0,0.1,27.2,0,1.3,0,0.72,-0.72,0.04,8,0.09
Éderson,Atalanta,24,M(C),25(10),2226,1,1,4,0,1,81.9,0.6,0,6.71,1.9,1,0.8,0,0.7,1.1,0.2,0,1,0.6,1.1,1.2,0,0.9,1.4,30.6,0.1,1.8,0,2.11,-1.11,0.09,36,0.06
Alex Sandro,Juventus,33,"D(CL),M(L)",21(4),1789,0,1,5,1,0.2,87.5,1.6,0,6.70,1.4,0.6,1.1,0.4,2.5,0.3,0.4,0,0.2,0.5,0.8,1,0,0.7,1,44.6,0.2,2.9,0,0.41,-0.41,0.02,5,0.08
Lazar Samardzic,Udinese,22,AM(C),19(18),1848,5,4,1,0,1.4,85.4,0.3,2,6.70,0.9,0.3,0.7,0,0.4,0.7,0,0,1.4,1.3,0.8,0.4,0,0.5,0.8,21.4,0.9,2.3,0,2.24,2.76,0.11,50,0.04
Marko Arnautovic,Bologna,35,"AM(CLR),FW",18(3),1540,10,0,5,0,1.5,72.3,0.5,1,6.70,0.4,0.1,1,0,0.5,0.2,0,0,1.5,1,0.6,1,0.5,0.9,2,21.3,0,0.5,0,8.42,1.58,0.49,31,0.27
Jerdy Schouten,Bologna,27,"D(C),DMC",29(4),2516,0,2,3,0,0.2,87.1,0.8,0,6.70,1.9,1.2,0.8,0,1.2,0.7,0.5,1,0.2,0.6,0.8,0.9,0.1,0.8,1.3,45.2,0,1.4,0,0.35,-0.35,0.01,8,0.04
Nicolò Casale,Lazio,26,D(C),27(2),2437,1,1,6,0,0.3,92,1.6,0,6.69,1.4,0.6,0.8,0.5,2.3,0.4,0.6,0,0.3,0.1,0,0.2,0,0,0.2,55.6,0,2.9,0,0.5,0.5,0.02,8,0.06
Giacomo Bonaventura,Fiorentina,34,M(CLR),21(9),1914,5,1,4,1,1.6,85.6,0.5,2,6.69,1.2,0.5,0.8,0,0.1,0.4,0,0,1.6,1.1,0.8,1.3,0.1,1,0.8,28.7,0.4,1.2,0.1,4.29,0.71,0.2,49,0.09
Alex Meret,Napoli,27,GK,34,3060,0,0,0,0,0,86,0.1,2,6.69,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,23.8,0,3.5,0,,,,,
Denzel Dumfries,Inter,28,"D(R),M(R)",25(9),2223,1,4,4,0,1,79.1,1.2,0,6.69,1,0.4,0.9,0,0.6,0.4,0.3,1,1,0.9,0.6,1.1,0.1,0.6,1.1,22.3,0.6,0.7,0,3.96,-2.96,0.16,33,0.12
Arkadiusz Milik,Juventus,30,"AM(C),FW",17(10),1583,7,1,1,1,1.6,78.6,1.3,1,6.69,0.4,0,1,0,0.5,0.2,0,0,1.6,0.6,0.4,1.1,0.3,0.6,1.9,16.3,0,0.4,0,7.41,-0.41,0.42,44,0.17
Henrikh Mkhitaryan,Inter,35,"M(CLR),FW",24(7),1997,3,2,4,0,1.1,88.4,0.3,1,6.69,1.3,0.7,0.9,0,0.5,0.9,0.1,0,1.1,0.6,0.5,0.9,0,0.6,1.4,33.1,0.3,1.5,0,3,0,0.14,35,0.09
Daniele Rugani,Juventus,29,D(C),6(3),563,0,0,0,0,0.4,88.2,1.2,0,6.69,0.8,0.8,0.6,0.3,3.4,0,0.6,0,0.4,0,0.1,0,0.1,0,0.1,29.1,0,1,0,0.61,-0.61,0.1,4,0.15
Alessandro Bastoni,Inter,25,D(C),26(3),2168,0,2,3,0,0.4,85.4,1.3,0,6.68,1.4,0.8,0.7,0.2,1.4,0.6,0.4,0,0.4,0.5,0.3,0.5,0,0.2,0.4,53,0.4,4.6,0,0.87,-0.87,0.04,12,0.07
Adam Marusic,Lazio,31,"D(CLR),M(LR)",31(2),2767,0,2,8,1,0.5,87.6,0.9,0,6.68,1.2,1.2,0.7,0.4,1.6,0.4,0.2,0,0.5,0.3,0.3,0.4,0,0.4,0.4,48,0.2,1.9,0,0.89,-0.89,0.03,16,0.06
Samir Handanovic,Inter,39,GK,14,1235,0,0,0,0,0,90,0,1,6.68,0,0,0,0,0.6,0,0,0,0,0.1,0,0,0,0,0.1,36.3,0,5.1,0,,,,,
Antonio Candreva,Salernitana,37,M(CLR),32(3),2741,7,4,1,1,1.3,79.7,0.1,2,6.68,0.5,0.5,0.2,0,0.6,0.8,0.1,0,1.3,1.6,0.2,1,0.3,0.4,0.7,35.7,1.5,2,0.1,2.94,4.06,0.1,46,0.06
Ola Aina,Torino,27,"D(CLR),M(LR)",9(10),874,1,1,5,0,0.4,76.5,0.6,2,6.68,0.9,0.6,0.8,0.1,1,0.3,0.1,0,0.4,0.6,1.2,0.8,0.1,0.4,0.8,21.5,0.6,0.7,0,0.81,0.19,0.08,8,0.1
Alessandro Tuia,Lecce,33,D(C),6(1),511,0,0,1,0,0.3,69.5,1.4,0,6.68,1.4,2.1,1.3,0.3,4,0.9,0.1,0,0.3,0.1,0.3,0.3,0,0,0.1,29,0.1,3.1,0,0.06,-0.06,0.01,2,0.03
Perr Schuurs,Torino,24,D(C),28(2),2334,0,2,5,0,0.5,88.2,2,0,6.67,1.7,0.9,1,0.4,3.2,0.4,0.5,0,0.5,0.2,0.3,0.1,0.1,0.2,0.7,39.8,0,1.9,0,1.2,-1.2,0.05,14,0.09
Andrea Ranocchia,Monza,36,D(C),1,48,0,0,0,0,0,84.2,1,0,6.67,3,0,2,0,7,1,5,0,0,0,0,0,0,0,0,19,0,2,0,,,,,
Bram Nuytinck,Sampdoria,34,D(C),19,1504,0,1,4,0,0.2,85.4,1.5,0,6.67,2.8,1.2,1.2,0.4,4.3,0.6,1.1,0,0.2,0.2,0,0.4,0,0.1,0.2,34.3,0,1.8,0,0.22,-0.22,0.01,4,0.05
Bram Nuytinck,Sampdoria,34,D(C),19,1504,0,1,4,0,0.2,85.4,1.5,0,6.67,2.8,1.2,1.2,0.4,4.3,0.6,1.1,0,0.2,0.2,0,0.4,0,0.1,0.2,21.5,0,2,0,0.22,-0.22,0.01,4,0.05
Bram Nuytinck,Sampdoria,34,D(C),19,1504,0,1,4,0,0.2,85.4,1.5,0,6.67,2.8,1.2,1.2,0.4,4.3,0.6,1.1,0,0.2,0,0.2,0.3,0,0,0.2,34.3,0,1.8,0,0.22,-0.22,0.01,4,0.05
Bram Nuytinck,Sampdoria,34,D(C),19,1504,0,1,4,0,0.2,85.4,1.5,0,6.67,2.8,1.2,1.2,0.4,4.3,0.6,1.1,0,0.2,0,0.2,0.3,0,0,0.2,21.5,0,2,0,0.22,-0.22,0.01,4,0.05
Bram Nuytinck,Sampdoria,34,D(C),19,1504,0,1,4,0,0.2,85.4,1.5,0,6.67,1.2,0.8,0.7,0.5,3.5,0.7,1,0,0.2,0.2,0,0.4,0,0.1,0.2,34.3,0,1.8,0,0.22,-0.22,0.01,4,0.05
Bram Nuytinck,Sampdoria,34,D(C),19,1504,0,1,4,0,0.2,85.4,1.5,0,6.67,1.2,0.8,0.7,0.5,3.5,0.7,1,0,0.2,0.2,0,0.4,0,0.1,0.2,21.5,0,2,0,0.22,-0.22,0.01,4,0.05
Bram Nuytinck,Sampdoria,34,D(C),19,1504,0,1,4,0,0.2,85.4,1.5,0,6.67,1.2,0.8,0.7,0.5,3.5,0.7,1,0,0.2,0,0.2,0.3,0,0,0.2,34.3,0,1.8,0,0.22,-0.22,0.01,4,0.05
Bram Nuytinck,Sampdoria,34,D(C),19,1504,0,1,4,0,0.2,85.4,1.5,0,6.67,1.2,0.8,0.7,0.5,3.5,0.7,1,0,0.2,0,0.2,0.3,0,0,0.2,21.5,0,2,0,0.22,-0.22,0.01,4,0.05
Bram Nuytinck,Udinese,34,D(C),3(3),382,0,0,1,0,0.2,82.9,1.2,0,6.46,2.8,1.2,1.2,0.4,4.3,0.6,1.1,0,0.2,0.2,0,0.4,0,0.1,0.2,34.3,0,1.8,0,0.22,-0.22,0.01,4,0.05
Bram Nuytinck,Udinese,34,D(C),3(3),382,0,0,1,0,0.2,82.9,1.2,0,6.46,2.8,1.2,1.2,0.4,4.3,0.6,1.1,0,0.2,0.2,0,0.4,0,0.1,0.2,21.5,0,2,0,0.22,-0.22,0.01,4,0.05
Bram Nuytinck,Udinese,34,D(C),3(3),382,0,0,1,0,0.2,82.9,1.2,0,6.46,2.8,1.2,1.2,0.4,4.3,0.6,1.1,0,0.2,0,0.2,0.3,0,0,0.2,34.3,0,1.8,0,0.22,-0.22,0.01,4,0.05
Bram Nuytinck,Udinese,34,D(C),3(3),382,0,0,1,0,0.2,82.9,1.2,0,6.46,2.8,1.2,1.2,0.4,4.3,0.6,1.1,0,0.2,0,0.2,0.3,0,0,0.2,21.5,0,2,0,0.22,-0.22,0.01,4,0.05
Bram Nuytinck,Udinese,34,D(C),3(3),382,0,0,1,0,0.2,82.9,1.2,0,6.46,1.2,0.8,0.7,0.5,3.5,0.7,1,0,0.2,0.2,0,0.4,0,0.1,0.2,34.3,0,1.8,0,0.22,-0.22,0.01,4,0.05
Bram Nuytinck,Udinese,34,D(C),3(3),382,0,0,1,0,0.2,82.9,1.2,0,6.46,1.2,0.8,0.7,0.5,3.5,0.7,1,0,0.2,0.2,0,0.4,0,0.1,0.2,21.5,0,2,0,0.22,-0.22,0.01,4,0.05
Bram Nuytinck,Udinese,34,D(C),3(3),382,0,0,1,0,0.2,82.9,1.2,0,6.46,1.2,0.8,0.7,0.5,3.5,0.7,1,0,0.2,0,0.2,0.3,0,0,0.2,34.3,0,1.8,0,0.22,-0.22,0.01,4,0.05
Bram Nuytinck,Udinese,34,D(C),3(3),382,0,0,1,0,0.2,82.9,1.2,0,6.46,1.2,0.8,0.7,0.5,3.5,0.7,1,0,0.2,0,0.2,0.3,0,0,0.2,21.5,0,2,0,0.22,-0.22,0.01,4,0.05
Rasmus Højlund,Atalanta,21,FW,20(12),1836,9,2,1,0,1.7,74.3,1,3,6.67,0.1,0,0.7,0,0.2,0.2,0,0,1.7,0.8,0.9,1,0.2,1.8,2.9,13.3,0.1,0.3,0,9.58,-0.58,0.47,54,0.18
Hans Hateboer,Atalanta,30,"D(R),M(R)",17,1402,1,1,7,0,0.7,81.7,1.4,1,6.67,1.2,0.7,1.1,0,1.3,1,0.2,0,0.7,0.8,0.2,0.2,0.1,0.4,0.5,32.4,0.4,1,0.1,1.53,-0.53,0.1,12,0.13
Gianluca Mancini,Roma,28,"D(C),DMC",33(2),2867,1,2,7,0,0.6,82.1,1.7,0,6.67,1.1,1.3,1.1,0.1,1.8,0.5,0.5,0,0.6,0.5,0.3,0.7,0.1,0.2,0.5,45.1,0.2,3.2,0.1,1.96,-0.96,0.06,22,0.09
Darko Lazovic,Verona,33,M(CLR),27(3),2254,4,5,0,0,1.4,68.5,0.2,2,6.67,0.8,0.5,0.3,0,0.6,0.5,0.1,0,1.4,1.5,0.6,0.1,0.3,0.5,1.3,21.2,1.1,0.8,0.1,4.16,-0.16,0.17,43,0.1
Sandi Lovric,Udinese,26,AM(C),28(9),2351,5,6,4,0,1.9,83.9,0.2,1,6.66,1.1,0.7,0.8,0,0.5,0.5,0.1,0,1.9,1.3,0.4,0.9,0,0.6,1.4,23.7,0.7,1.4,0,4.47,0.53,0.17,71,0.06
Mathías Olivera,Napoli,26,"D(L),M(L)",17(13),1637,2,2,2,0,0.3,87.3,1.1,3,6.66,1.3,0.7,0.7,0.2,0.8,0.7,0.1,0,0.3,0.8,0.3,0.8,0.1,0.8,0.7,39.5,0.2,1.1,0,0.92,1.08,0.05,9,0.1
Beto,Udinese,26,FW,23(10),2132,10,1,2,0,1.8,65.7,2.2,3,6.66,0.5,0.2,1.1,0,0.9,0.4,0.1,0,1.8,0.7,1,0.8,0.3,1.3,3.5,8.8,0,0.2,0,10.8,-0.8,0.46,61,0.18
Johan Vásquez,Cremonese,25,D(CL),19(6),1809,1,0,7,0,0.5,79.1,1.4,0,6.66,1.6,1.8,0.8,0.6,3.4,0.8,0.8,0,0.5,0.2,0.4,0.8,0,0.2,0.6,31,0,1.5,0,0.58,0.42,0.03,12,0.05
Koray Günter,Verona,29,D(C),11(2),1003,1,1,3,0,0.7,77,1.7,0,6.66,0.8,2.3,1.3,0.2,3.5,0.2,1.2,0,0.7,0.6,0.2,0.8,0,0.1,0.2,32.1,0.1,3,0,0.62,0.38,0.06,9,0.07
Koray Günter,Verona,29,D(C),11(2),1003,1,1,3,0,0.7,77,1.7,0,6.66,0.8,2.3,1.3,0.2,3.5,0.2,1.2,0,0.7,0.6,0.2,0.8,0,0.1,0.2,39.9,0.1,1.7,0.1,0.62,0.38,0.06,9,0.07
Koray Günter,Verona,29,D(C),11(2),1003,1,1,3,0,0.7,77,1.7,0,6.66,0.8,2.3,1.3,0.2,3.5,0.2,1.2,0,0.1,0.2,0.1,0.3,0,0,0.3,32.1,0.1,3,0,0.62,0.38,0.06,9,0.07
Koray Günter,Verona,29,D(C),11(2),1003,1,1,3,0,0.7,77,1.7,0,6.66,0.8,2.3,1.3,0.2,3.5,0.2,1.2,0,0.1,0.2,0.1,0.3,0,0,0.3,39.9,0.1,1.7,0.1,0.62,0.38,0.06,9,0.07
Koray Günter,Verona,29,D(C),11(2),1003,1,1,3,0,0.7,77,1.7,0,6.66,1,1.1,0.7,0.2,4.5,0.3,0.5,0,0.7,0.6,0.2,0.8,0,0.1,0.2,32.1,0.1,3,0,0.62,0.38,0.06,9,0.07
Koray Günter,Verona,29,D(C),11(2),1003,1,1,3,0,0.7,77,1.7,0,6.66,1,1.1,0.7,0.2,4.5,0.3,0.5,0,0.7,0.6,0.2,0.8,0,0.1,0.2,39.9,0.1,1.7,0.1,0.62,0.38,0.06,9,0.07
Koray Günter,Verona,29,D(C),11(2),1003,1,1,3,0,0.7,77,1.7,0,6.66,1,1.1,0.7,0.2,4.5,0.3,0.5,0,0.1,0.2,0.1,0.3,0,0,0.3,32.1,0.1,3,0,0.62,0.38,0.06,9,0.07
Koray Günter,Verona,29,D(C),11(2),1003,1,1,3,0,0.7,77,1.7,0,6.66,1,1.1,0.7,0.2,4.5,0.3,0.5,0,0.1,0.2,0.1,0.3,0,0,0.3,39.9,0.1,1.7,0.1,0.62,0.38,0.06,9,0.07
Koray Günter,Sampdoria,29,D(C),8(2),776,0,0,2,0,0.1,82.5,2.4,0,6.42,0.8,2.3,1.3,0.2,3.5,0.2,1.2,0,0.7,0.6,0.2,0.8,0,0.1,0.2,32.1,0.1,3,0,0.62,0.38,0.06,9,0.07
Koray Günter,Sampdoria,29,D(C),8(2),776,0,0,2,0,0.1,82.5,2.4,0,6.42,0.8,2.3,1.3,0.2,3.5,0.2,1.2,0,0.7,0.6,0.2,0.8,0,0.1,0.2,39.9,0.1,1.7,0.1,0.62,0.38,0.06,9,0.07
Koray Günter,Sampdoria,29,D(C),8(2),776,0,0,2,0,0.1,82.5,2.4,0,6.42,0.8,2.3,1.3,0.2,3.5,0.2,1.2,0,0.1,0.2,0.1,0.3,0,0,0.3,32.1,0.1,3,0,0.62,0.38,0.06,9,0.07
Koray Günter,Sampdoria,29,D(C),8(2),776,0,0,2,0,0.1,82.5,2.4,0,6.42,0.8,2.3,1.3,0.2,3.5,0.2,1.2,0,0.1,0.2,0.1,0.3,0,0,0.3,39.9,0.1,1.7,0.1,0.62,0.38,0.06,9,0.07
