player_name,team_name,age,position,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MoM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Dribbles allowed,Blocks,OwnGoal,Key_pass_per_game,Dribble,Foul_given_game,Offside_given_per_game,Dispossessed_per_game,Unsuccessful touches,Average_per_pass,Crosses_per_game,Longpass_per_game,Through_ball_per_game,xG,xGDiff,xGPerNinety,totalShots,xGPerShot,position_1,position_2,position_3,position_4,position_5
Gianluigi Donnarumma,Paris Saint-Germain,25,GK,38,3410,0,0,3,0,0.0,84.0,0.3,3,6.88,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,20.2,0.0,1.9,0.0,,,,,,GK,,,,
Marshall Munetsi,Reims,27,"CB, CM",31(3),2708,7,3,6,0,2.0,75.3,1.7,0,6.88,1.7,0.8,1.9,0.1,1.1,0.8,0.3,0,0.9,0.6,1.1,0.1,0.5,1.6,25.3,0.1,1.1,0.0,9.9,-2.9,0.33,68.0,0.15,CB, CM,,,
Youcef Belaïli,AC Ajaccio,32,LAM,15(2),1162,6,3,2,0,1.9,75.7,0.4,2,6.88,1.1,0.3,1.5,0.0,0.1,0.7,0.1,0,1.2,1.7,1.4,0.2,1.6,2.5,23.5,0.9,1.4,0.1,6.38,-0.38,0.49,33.0,0.19,LAM,,,,
Paul Joly,Auxerre,23,RB,10,867,0,0,2,0,0.7,81.1,0.6,1,6.87,3.3,2.4,0.7,0.5,2.0,1.6,0.2,0,0.7,1.3,0.9,0.0,1.2,0.9,53.4,0.8,5.4,0.0,0.32,-0.32,0.03,7.0,0.05,RB,,,,
Cengiz Ünder,Marseille,26,"CM, LM, RM",28(9),2497,5,4,3,0,1.9,77.1,0.3,4,6.87,1.0,0.5,0.8,0.0,0.3,0.6,0.1,0,1.5,1.1,0.8,0.2,0.8,1.6,24.9,1.0,1.3,0.1,8.74,-3.74,0.32,71.0,0.12,CM, LM, RM,,
Elye Wahi,Montpellier,21,"LAM, FW",29(4),2530,19,5,8,1,1.9,70.7,0.6,2,6.87,0.3,0.1,1.0,0.0,0.1,0.3,0.1,0,0.7,0.9,1.2,0.8,1.4,2.6,12.6,0.1,0.2,0.0,12.61,6.39,0.45,63.0,0.2,LAM, FW,,,
Rony Lopes,Troyes,28,"CAM, LAM, RAM, FW",29(3),2360,7,5,2,0,1.8,75.2,0.6,2,6.87,0.8,0.3,0.6,0.0,0.3,0.8,0.1,0,1.6,1.4,1.0,0.0,1.2,1.4,23.5,1.1,1.3,0.1,4.49,2.51,0.17,57.0,0.08,CAM, LAM, RAM, FW,
Nicolás Tagliafico,Lyon,31,"CB, LB, LM",34,2995,1,3,5,0,0.7,85.8,1.3,1,6.86,2.7,1.7,1.2,0.1,1.3,0.8,0.3,0,0.7,0.3,1.7,0.1,0.5,1.4,45.7,0.2,1.0,0.0,2.13,-1.13,0.06,23.0,0.09,CB, LB, LM,,
Malo Gusto,Lyon,20,"RB, RM",19(2),1602,0,1,1,0,0.3,85.1,0.4,1,6.86,2.0,1.3,1.0,0.2,0.7,1.0,0.2,1,1.1,1.0,1.1,0.1,0.6,0.8,54.0,1.6,2.0,0.0,0.56,-0.56,0.03,7.0,0.08,RB, RM,,,
Benoît Badiashile,Monaco,23,CB,9(2),839,2,0,3,0,0.5,86.1,1.9,0,6.86,0.9,1.5,0.9,0.3,3.5,0.5,0.5,0,0.1,0.0,0.4,0.0,0.0,0.3,42.5,0.0,3.9,0.0,0.52,1.48,0.06,5.0,0.1,CB,,,,
Gaëtan Laborde,Rennes,30,"CAM, LAM, RAM, FW",3(1),251,2,0,0,0,2.8,69.0,1.5,0,6.86,1.4,0.3,0.8,0.0,0.4,0.7,0.1,0,1.3,0.8,0.8,0.2,0.9,2.1,19.3,0.5,0.3,0.1,11.15,1.85,0.4,75.0,0.15,CAM, LAM, RAM, FW,
Morgan Sanson,Strasbourg,29,"CM, LM, RM",18,1429,1,2,1,0,1.8,81.8,0.8,0,6.86,2.0,1.2,1.2,0.0,0.3,2.2,0.1,0,1.0,0.9,1.9,0.0,1.3,1.9,32.0,0.3,1.7,0.2,3.4,-2.4,0.21,32.0,0.11,CM, LM, RM,,
Nuno Tavares,Marseille,24,"LB, LM",23(8),2349,6,0,6,1,2.1,79.1,0.7,1,6.86,1.8,0.5,1.2,0.1,0.7,0.9,0.1,0,0.8,1.7,1.2,0.2,2.2,2.4,33.1,0.5,1.2,0.1,3.64,2.36,0.14,65.0,0.06,LB, LM,,,
Jordan Veretout,Marseille,31,CM,31(7),2864,4,3,4,0,0.8,87.9,0.5,1,6.85,1.5,0.9,0.9,0.1,1.1,0.7,0.2,1,0.9,0.3,0.6,0.1,0.3,0.7,54.0,0.6,3.8,0.1,3.56,0.44,0.11,31.0,0.11,CM,,,,
Baptiste Santamaría,Rennes,29,CDM,20(5),1815,2,0,2,0,0.8,85.5,2.4,1,6.84,1.6,0.8,0.9,0.0,0.9,0.8,0.2,0,0.5,0.4,0.8,0.0,0.4,1.2,52.3,0.0,3.9,0.0,1.28,0.72,0.06,19.0,0.07,CDM,,,,
Rafael Ratão,Toulouse,28,"LAM, RAM",25(5),1871,5,4,2,0,1.0,77.7,0.3,1,6.84,1.7,0.7,0.9,0.0,0.2,1.5,0.0,0,1.0,1.3,1.1,0.1,1.0,1.9,24.2,0.3,0.8,0.1,4.28,0.72,0.21,31.0,0.14,LAM, RAM,,,
Frédéric Guilbert,Strasbourg,29,"CB, LB, RB, RM",17(1),1465,0,1,3,0,0.7,76.6,1.6,0,6.84,2.6,2.4,1.6,0.3,1.7,1.0,0.2,0,0.9,0.8,1.1,0.0,0.3,1.3,36.4,0.5,1.5,0.0,0.6,-0.6,0.04,12.0,0.05,CB, LB, RB, RM,
Axel Disasi,Monaco,26,"CB, RB",37(1),3330,3,3,3,0,0.8,83.8,2.6,1,6.83,0.8,1.5,0.8,0.4,2.9,0.4,0.8,0,0.2,0.6,0.3,0.0,0.4,0.5,50.5,0.1,3.7,0.0,3.76,-0.76,0.1,29.0,0.13,CB, RB,,,
Samuel Gigot,Marseille,30,CB,24(2),1889,2,2,3,2,0.5,87.3,2.2,2,6.83,1.8,1.7,1.7,0.2,3.1,0.1,0.3,0,0.2,0.2,0.5,0.0,0.1,0.4,43.1,0.0,1.2,0.0,2.46,-0.46,0.12,12.0,0.2,CB,,,,
Breel Embolo,Monaco,27,"CAM, RAM, FW",19(13),1856,12,2,3,0,1.3,70.1,1.1,1,6.83,0.5,0.2,1.6,0.1,0.4,0.2,0.1,0,0.9,1.0,1.8,0.4,1.4,2.1,13.6,0.0,0.3,0.0,10.57,1.43,0.51,41.0,0.26,CAM, RAM, FW,,
Adrien Truffert,Rennes,22,"LB, LM",24(4),1962,0,6,2,0,0.4,80.8,1.2,1,6.83,2.2,0.8,0.7,0.2,1.6,0.5,0.3,0,0.8,0.8,0.9,0.1,0.5,1.0,40.5,0.4,1.0,0.0,0.39,-0.39,0.02,10.0,0.04,LB, LM,,,
Ismaily,Lille,34,LB,21(2),1785,2,1,0,0,0.6,81.0,1.6,0,6.83,1.8,0.9,0.6,0.3,1.4,0.7,0.2,0,0.9,0.7,1.0,0.1,1.3,1.1,42.5,0.1,0.5,0.0,1.38,0.62,0.07,13.0,0.11,LB,,,,
Corentin Tolisso,Lyon,29,"RB, CM, RM",25(5),2050,1,2,3,0,1.0,88.8,1.2,1,6.82,1.5,0.8,0.9,0.0,0.7,1.4,0.2,0,1.1,0.2,1.3,0.0,0.6,0.7,63.6,0.4,4.6,0.3,1.82,-0.82,0.08,30.0,0.06,RB, CM, RM,,
Jaouen Hadjam,Nantes,21,LB,8(5),806,0,1,1,0,0.5,81.1,0.5,0,6.82,2.1,0.9,0.8,0.0,0.6,0.7,0.2,1,0.5,2.2,0.9,0.0,1.1,1.2,28.9,0.5,1.0,0.0,0.16,-0.16,0.02,6.0,0.03,LB,,,,
Alexis Flips,Reims,24,"CM, LM, RM",28(5),1998,4,6,3,1,1.6,72.6,0.4,2,6.82,1.5,0.7,0.7,0.1,0.3,1.1,0.2,0,1.3,0.4,0.7,0.1,0.7,1.8,25.2,1.2,1.6,0.2,3.29,0.71,0.15,53.0,0.06,CM, LM, RM,,
Mory Diaw,Clermont Foot,30,GK,37,3330,0,0,0,0,0.0,66.8,0.1,3,6.82,0.0,0.1,0.0,0.0,0.5,0.1,0.0,0,0.1,0.0,0.2,0.0,0.0,0.0,34.9,0.0,8.4,0.0,,,,,,GK,,,,
Nathan Zézé,Nantes,18,CB,1,60,0,0,0,0,0.0,69.2,1.0,0,6.82,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,,,,,,CB,,,,
Hamari Traoré,Rennes,32,"RB, RM",28(3),2531,1,4,5,0,1.0,87.0,1.1,0,6.82,1.5,1.2,1.1,0.2,1.9,0.8,0.2,0,0.7,0.3,0.2,0.1,0.3,0.8,51.2,0.5,2.1,0.1,1.69,-0.69,0.06,30.0,0.06,RB, RM,,,
Djed Spence,Rennes,23,"RB, RM",7(1),575,0,0,0,0,0.4,88.8,0.5,0,6.82,1.8,0.5,0.9,0.1,1.4,0.9,0.4,0,0.3,1.9,1.1,0.0,0.5,1.8,33.5,0.1,0.4,0.0,0.56,-0.56,0.09,3.0,0.19,RB, RM,,,
Sergio Ramos,Paris Saint-Germain,38,"CB, RB",31(2),2709,2,1,3,1,0.6,94.8,1.7,0,6.82,1.0,1.0,1.1,0.5,2.8,0.6,0.4,0,0.1,0.2,0.7,0.1,0.2,0.2,75.5,0.1,4.8,0.0,1.94,0.06,0.06,19.0,0.1,CB, RB,,,
Jordan Lotomba,Nice,25,"LB, RB, RM",27(6),2456,0,2,4,0,0.4,85.2,0.8,2,6.82,2.0,1.0,0.7,0.2,1.4,0.5,0.3,0,0.5,1.2,0.9,0.0,0.7,1.2,34.7,0.4,0.6,0.1,0.86,-0.86,0.03,13.0,0.07,LB, RB, RM,,
Chancel Mbemba,Marseille,29,"CB, LB, RB, CDM",32(4),2850,5,0,2,0,0.8,84.4,2.0,1,6.82,1.2,1.2,0.5,0.1,2.4,0.3,0.3,0,0.1,0.4,0.5,0.0,0.3,0.7,46.2,0.2,1.8,0.0,3.16,1.84,0.1,27.0,0.12,CB, LB, RB, CDM,
Angelo Fulgini,Lens,27,"CAM, LAM, RAM, FW",12(5),866,1,1,0,0,0.7,83.1,0.2,2,6.81,0.8,0.5,0.6,0.0,0.1,0.5,0.0,0,1.6,0.8,1.8,0.0,0.6,1.1,25.4,1.1,0.9,0.2,1.89,-0.89,0.2,12.0,0.16,CAM, LAM, RAM, FW,
Stijn Spierings,Toulouse,28,CM,35(1),3123,2,0,6,0,0.7,86.1,0.6,0,6.81,2.6,1.5,1.5,0.0,1.2,1.6,0.3,0,0.6,0.4,1.4,0.0,0.7,0.8,57.0,0.1,3.9,0.0,1.41,0.59,0.04,24.0,0.06,CM,,,,
Pau López,Marseille,29,GK,32(1),2925,0,2,3,0,0.0,76.0,0.3,1,6.81,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0,0.1,0.0,0.2,0.0,0.0,0.0,29.7,0.0,5.4,0.0,,,,,,GK,,,,
Alban Lafont,Nantes,25,GK,37,3330,0,0,0,1,0.0,64.6,0.2,5,6.81,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.1,26.7,0.0,6.1,0.0,,,,,,GK,,,,
Luis Suárez,Marseille,26,"LAM, FW",2(5),291,3,1,1,0,2.3,67.9,0.9,0,6.81,0.6,0.4,0.9,0.0,0.9,0.4,0.0,0,0.4,0.6,0.7,0.0,0.1,1.0,11.1,0.0,0.4,0.0,2.88,0.12,0.89,16.0,0.18,LAM, FW,,,
Florian Tardieu,Troyes,32,CM,11(4),1010,3,0,2,0,0.9,90.4,0.5,0,6.81,2.1,1.5,0.7,0.0,0.7,1.3,0.3,0,1.1,0.5,1.3,0.0,0.8,0.8,47.1,0.9,3.7,0.0,2.71,0.29,0.24,13.0,0.21,CM,,,,
Mikkel Desler,Toulouse,29,"RB, RM",26(1),2262,1,2,4,1,0.4,86.2,0.9,1,6.8,2.6,1.3,1.0,0.0,1.7,0.9,0.2,0,0.6,1.0,1.2,0.2,0.6,1.5,48.8,0.3,1.3,0.0,0.86,0.14,0.03,11.0,0.08,RB, RM,,,
Facundo Medina,Lens,24,"CB, LB",32,2784,2,4,7,0,0.6,90.8,1.2,1,6.8,1.0,0.8,1.1,0.2,1.8,0.7,0.3,0,0.5,0.8,0.6,0.0,0.7,0.7,76.8,0.3,3.0,0.1,2.66,-0.66,0.09,18.0,0.15,CB, LB,,,
Maxime Dupé,Toulouse,31,GK,38,3420,0,0,1,0,0.0,75.2,0.3,4,6.8,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.1,28.8,0.0,4.8,0.0,0.06,-0.06,0.0,1.0,0.06,GK,,,,
Adam Ounas,Lille,27,"CAM, LAM, RAM, FW",12(9),1065,1,1,2,0,1.2,79.7,0.2,1,6.8,1.0,0.3,0.7,0.0,0.1,0.2,0.0,0,1.2,1.8,1.4,0.1,1.2,1.2,23.0,0.6,1.3,0.1,2.22,-1.22,0.19,26.0,0.09,CAM, LAM, RAM, FW,
Brendan Chardonnet,Brest,29,CB,27(3),2489,0,0,6,0,0.5,80.8,3.1,0,6.79,1.5,2.1,1.3,0.3,2.8,0.6,0.6,1,0.3,0.1,0.9,0.0,0.1,0.2,43.5,0.1,4.9,0.0,1.18,-1.18,0.04,16.0,0.07,CB,,,,
Montassar Talbi,Lorient,25,CB,38,3420,1,2,0,0,0.2,89.1,2.4,1,6.79,1.4,1.1,0.4,0.4,4.8,0.3,0.9,0,0.1,0.2,0.7,0.0,0.2,0.4,51.7,0.0,1.8,0.0,1.06,-0.06,0.03,9.0,0.12,CB,,,,
Andrei Radu,Auxerre,26,GK,17,1530,0,0,0,0,0.0,52.6,0.2,1,6.79,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0,0.1,0.1,0.0,0.0,0.0,0.1,31.3,0.0,8.1,0.0,,,,,,GK,,,,
Johan Gastien,Clermont Foot,36,CDM,29(2),2607,4,3,7,0,0.6,84.7,0.3,2,6.79,2.0,1.2,0.6,0.1,0.7,2.4,0.2,0,0.9,0.3,1.1,0.0,0.4,0.8,65.3,0.7,5.3,0.1,1.47,2.53,0.05,19.0,0.08,CDM,,,,
Alexsandro Ribeiro,Lille,24,CB,16(5),1611,3,0,4,0,0.8,90.8,1.5,2,6.79,1.5,1.2,0.9,1.0,2.7,0.4,0.1,0,0.1,0.7,1.0,0.1,0.2,0.5,60.1,0.0,2.5,0.0,1.95,1.05,0.11,17.0,0.11,CB,,,,
Salis Abdul Samed,Lens,24,CDM,33,2897,1,1,6,1,0.4,92.6,0.4,0,6.79,1.4,1.1,2.2,0.0,0.7,0.7,0.3,1,0.5,0.9,1.2,0.0,1.0,1.2,59.4,0.1,1.4,0.2,1.29,-0.29,0.04,13.0,0.1,CDM,,,,
Emmanuel Agbadou,Reims,26,"CB, RB, CDM",27(2),2390,0,3,5,3,0.8,86.0,2.1,1,6.79,2.4,1.1,1.0,0.2,3.6,0.8,0.5,1,0.4,0.3,0.2,0.0,0.4,0.8,51.1,0.0,3.7,0.2,1.71,-1.71,0.06,22.0,0.08,CB, RB, CDM,,
Kasper Schmeichel,Nice,37,GK,36,3240,0,0,0,0,0.0,74.9,0.1,2,6.79,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0,0.1,0.0,0.0,0.0,0.0,0.1,29.7,0.0,7.4,0.0,,,,,,GK,,,,
Jean-Clair Todibo,Nice,24,CB,33(1),2873,0,0,2,2,0.4,88.9,1.1,1,6.79,2.2,1.2,0.6,0.5,3.1,0.4,0.6,0,0.1,0.6,0.4,0.0,0.3,0.7,63.8,0.0,3.1,0.0,0.81,-0.81,0.03,14.0,0.06,CB,,,,
Mohamed Camara,Monaco,24,CDM,25(4),2200,0,3,6,1,0.9,87.6,0.5,1,6.78,2.9,0.9,1.6,0.1,0.4,1.5,0.2,0,0.6,0.8,2.0,0.0,0.9,1.2,43.8,0.1,3.4,0.1,1.06,-1.06,0.04,27.0,0.04,CDM,,,,
Krépin Diatta,Monaco,25,"RB, CM, LM, RM, FW",22(9),2079,4,2,3,0,1.3,79.4,1.3,1,6.78,1.0,0.5,0.6,0.0,0.4,0.6,0.0,0,0.8,1.0,0.8,0.3,0.6,1.5,22.4,0.5,0.4,0.0,4.83,-0.83,0.21,40.0,0.12,RB, CM, LM, RM, FW
Himad Abdelli,Angers,24,"CAM, LAM, FW",24(6),2141,2,2,3,0,0.8,85.1,0.6,3,6.78,2.1,0.9,1.4,0.0,0.4,1.2,0.0,0,1.2,1.4,1.0,0.0,0.7,1.2,40.1,0.4,2.1,0.1,1.06,0.94,0.04,24.0,0.04,CAM, LAM, FW,,
Rominigue Kouamé,Troyes,27,CDM,31(1),2669,1,1,9,0,0.8,89.1,0.7,1,6.77,1.4,1.5,1.6,0.0,1.4,0.8,0.3,0,0.7,1.6,1.5,0.0,0.8,1.2,43.6,0.1,2.3,0.1,1.35,-0.35,0.05,24.0,0.06,CDM,,,,
Brice Samba,Lens,30,GK,37,3330,0,0,3,0,0.0,73.0,0.2,1,6.77,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,0.1,0.0,0.2,0.0,0.0,0.0,29.6,0.0,6.2,0.0,,,,,,GK,,,,
Arnaud Nordin,Montpellier,25,"CAM, LAM, RAM, FW",30(6),2419,9,3,4,0,1.6,78.0,0.6,1,6.76,0.7,0.4,0.6,0.0,0.2,0.4,0.0,0,0.6,1.1,2.3,0.1,1.2,1.7,16.6,0.2,0.5,0.1,7.46,1.54,0.28,59.0,0.13,CAM, LAM, RAM, FW,
Danilo Pereira,Paris Saint-Germain,32,"CB, CDM",27(6),2411,2,0,3,0,0.7,94.6,1.0,0,6.76,1.0,1.1,0.5,0.4,1.8,0.2,0.6,0,0.1,0.3,0.4,0.0,0.3,0.4,61.8,0.0,2.5,0.0,2.96,-0.96,0.11,22.0,0.13,CB, CDM,,,
Guillermo Maripán,Monaco,29,CB,25(1),2160,3,0,4,1,0.6,87.5,1.8,1,6.76,1.8,1.5,1.0,0.4,3.2,0.6,1.0,1,0.1,0.0,0.3,0.0,0.2,0.3,44.6,0.0,3.0,0.0,1.8,1.2,0.08,16.0,0.11,CB,,,,
Nordi Mukiele,Paris Saint-Germain,26,"CB, RB, RM",12(7),1133,0,3,0,0,0.6,88.4,1.1,1,6.76,1.6,0.7,0.8,0.1,0.8,0.5,0.5,0,0.5,0.3,0.7,0.1,0.6,0.6,31.7,0.1,0.6,0.0,0.98,-0.98,0.08,11.0,0.09,CB, RB, RM,,
Youcef Atal,Nice,27,"RB, RM",8(10),777,1,0,1,0,0.7,83.6,0.5,1,6.76,2.1,0.8,0.5,0.0,0.7,0.5,0.0,0,0.6,1.1,0.8,0.2,0.3,0.6,22.4,0.4,1.2,0.0,1.28,-0.28,0.15,12.0,0.11,RB, RM,,,
Melvin Bard,Nice,23,"LB, LM",28(5),2460,0,0,6,0,0.2,82.3,1.0,0,6.75,2.9,1.9,0.9,0.2,1.0,0.9,0.1,0,0.3,0.7,0.6,0.1,0.5,0.7,37.3,0.3,1.2,0.0,0.31,-0.31,0.01,7.0,0.04,LB, LM,,,
Sinaly Diomandé,Lyon,23,"CB, RB",22(2),1959,0,0,2,1,0.4,85.6,2.3,0,6.75,1.8,2.0,1.0,0.5,2.9,0.8,0.5,0,0.1,0.4,0.9,0.0,0.2,0.8,58.8,0.0,2.4,0.0,1.06,-1.06,0.05,10.0,0.11,CB, RB,,,
Alidu Seidu,Clermont Foot,23,"CB, RB",28,2463,0,0,10,1,0.2,86.8,0.9,0,6.75,1.9,1.9,1.2,0.1,1.7,0.7,0.5,0,0.3,1.1,2.5,0.0,0.5,1.2,43.7,0.2,2.2,0.0,0.1,-0.1,0.0,6.0,0.02,CB, RB,,,
Faitout Maouassa,Montpellier,25,"LB, LM, RM",23(10),1935,5,5,0,0,1.0,69.7,0.4,0,6.75,1.6,0.6,1.0,0.0,0.5,0.7,0.1,0,0.7,0.8,0.9,0.1,0.7,1.0,14.3,0.7,0.5,0.0,3.46,1.54,0.16,34.0,0.1,LB, LM, RM,,
Jimmy Cabot,Lens,30,"LM, RM",5(6),508,0,1,2,0,0.5,83.4,0.3,2,6.75,1.8,0.4,1.3,0.0,1.0,1.3,0.0,0,1.5,1.1,0.0,0.1,0.5,2.4,23.0,1.2,1.2,0.1,0.3,-0.3,0.05,5.0,0.06,LM, RM,,,
Sead Kolasinac,Marseille,30,"CB, LB, CDM, LM",26(7),2219,4,1,3,0,0.7,86.3,1.2,2,6.74,1.6,1.3,1.3,0.1,1.1,0.4,0.1,0,0.3,0.1,0.5,0.1,0.2,0.8,38.3,0.2,0.8,0.0,4.61,-0.61,0.19,22.0,0.21,CB, LB, CDM, LM,
Vitinha,Paris Saint-Germain,24,CM,29(7),2461,2,3,3,0,0.9,92.4,0.1,0,6.74,1.6,0.7,0.9,0.0,0.4,1.6,0.1,0,0.8,0.9,0.5,0.0,0.9,0.9,53.4,0.1,1.3,0.1,3.17,-1.17,0.12,31.0,0.1,CM,,,,
Christopher Jullien,Montpellier,31,CB,30,2696,0,2,5,0,0.6,83.1,2.9,0,6.74,1.5,1.4,1.1,0.2,3.7,0.8,0.6,0,0.2,0.2,0.2,0.1,0.1,0.5,35.3,0.0,2.7,0.0,1.2,-1.2,0.04,17.0,0.07,CB,,,,
Saîf-Eddine Khaoui,Clermont Foot,29,"CAM, RAM",23(11),2036,7,3,4,0,1.4,73.1,0.4,2,6.74,1.4,1.0,0.7,0.0,0.2,0.9,0.1,0,1.1,0.7,1.1,0.2,0.7,1.3,19.1,0.3,0.7,0.0,5.34,1.66,0.24,47.0,0.11,CAM, RAM,,,
Jérémy Le Douaron,Brest,26,"LAM, FW",24(8),2080,10,3,1,0,1.7,73.0,1.9,2,6.73,0.5,0.3,1.0,0.0,0.8,0.8,0.1,0,0.5,0.7,1.1,0.3,1.1,2.3,11.0,0.2,0.1,0.0,8.88,1.12,0.38,55.0,0.16,LAM, FW,,,
Azzedine Ounahi,Angers,24,"CAM, RAM",13(2),1137,0,0,1,0,1.5,88.3,0.3,0,6.73,1.3,1.0,0.7,0.0,0.3,0.7,0.0,0,1.1,2.7,1.6,0.1,0.8,1.7,40.4,0.2,2.3,0.1,2.07,-2.07,0.16,23.0,0.09,CAM, RAM,,,
Castello Lukeba,Lyon,21,CB,33(1),2986,2,0,7,1,0.4,90.4,1.1,0,6.73,1.1,2.2,1.1,0.8,3.0,0.3,0.7,1,0.1,0.3,0.6,0.0,0.2,0.6,65.9,0.1,2.1,0.0,1.53,0.47,0.05,13.0,0.12,CB,,,,
Mama Baldé,Troyes,28,"RB, CM, LM, RM, FW",30(4),2672,12,3,4,2,2.2,68.1,1.3,3,6.73,1.4,0.3,1.1,0.0,0.4,0.4,0.1,0,0.6,1.6,1.4,0.6,2.0,3.6,16.7,0.1,0.6,0.0,11.03,0.97,0.37,75.0,0.15,RB, CM, LM, RM, FW
Gideon Mensah,Auxerre,25,"LB, LM",26,2263,0,0,5,0,0.2,79.6,0.8,2,6.73,3.1,1.5,1.1,0.2,1.5,1.3,0.4,0,1.0,1.0,0.7,0.0,0.5,1.7,44.2,0.6,2.5,0.1,0.1,-0.1,0.0,5.0,0.02,LB, LM,,,
Ante Palaversa,Troyes,24,CDM,0(2),29,1,0,0,0,0.5,93.3,0.0,0,6.73,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.5,0.0,0.51,0.49,1.59,1.0,0.51,CDM,,,,
Sofiane Diop,Nice,23,"CAM, LAM, RAM",14(8),1231,1,4,1,0,1.3,82.5,0.5,1,6.73,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0,2.0,1.0,3.0,3.0,26.0,2.0,0.0,0.0,0.92,0.08,1.26,2.0,0.46,CAM, LAM, RAM,,
Jubal,Auxerre,30,CB,35(2),3216,3,1,7,0,0.5,81.9,2.1,2,6.73,1.1,1.4,1.0,0.8,5.1,0.5,0.9,0,0.1,0.1,0.6,0.1,0.1,0.6,36.2,0.1,3.8,0.0,3.64,-0.64,0.1,19.0,0.19,CB,,,,
Leonardo Balerdi,Marseille,25,CB,30(5),2643,0,1,9,1,0.3,84.1,2.0,0,6.73,1.6,1.8,1.5,0.2,2.5,0.4,0.8,1,0.1,0.3,0.6,0.0,0.1,0.7,46.9,0.0,3.1,0.0,1.47,-1.47,0.05,11.0,0.13,CB,,,,
Quentin Merlin,Nantes,21,"LB, LM",22(2),1803,1,2,2,0,0.6,77.9,0.7,1,6.73,1.3,1.0,0.5,0.1,1.0,0.8,0.2,0,1.4,0.9,0.6,0.0,0.4,1.0,37.3,1.2,2.6,0.0,0.63,0.37,0.03,15.0,0.04,LB, LM,,,
Badredine Bouanani,Nice,19,"CAM, RAM",9(10),861,0,4,0,0,1.3,83.3,0.1,0,6.72,0.7,0.1,0.5,0.0,0.0,0.4,0.0,0,1.2,1.4,1.1,0.1,0.7,1.2,17.1,0.6,0.9,0.1,1.25,-1.25,0.13,24.0,0.05,CAM, RAM,,,
Lovro Majer,Rennes,26,"CAM, RAM",18(14),1670,2,5,3,0,1.1,82.1,0.2,1,6.72,1.1,0.7,1.5,0.0,0.1,0.7,0.0,0,1.1,0.9,0.9,0.1,1.0,1.4,28.0,0.5,1.1,0.1,3.03,-1.03,0.16,34.0,0.09,CAM, RAM,,,
Laurent Abergel,Lorient,31,CDM,28(1),2351,0,1,5,1,0.4,88.7,0.3,0,6.72,3.2,1.2,1.0,0.0,1.2,1.8,0.3,0,0.5,0.8,1.0,0.0,0.7,1.0,50.8,0.0,2.3,0.2,0.43,-0.43,0.02,13.0,0.03,CDM,,,,
Deiver Machado,Lens,30,LM,26(7),2206,4,3,5,1,0.5,85.7,0.5,2,6.72,1.4,0.6,1.3,0.1,0.7,0.4,0.1,0,0.6,0.5,1.4,0.2,0.3,0.9,20.3,0.4,0.4,0.0,1.04,2.96,0.04,18.0,0.06,LM,,,,
Warmed Omari,Rennes,24,CB,15(1),1363,0,0,2,1,0.2,92.9,2.3,0,6.72,1.3,1.1,0.5,1.1,2.7,0.9,0.4,0,0.3,0.2,0.4,0.2,0.3,0.4,61.3,0.0,3.7,0.2,0.72,-0.72,0.05,3.0,0.24,CB,,,,
Marquinhos,Paris Saint-Germain,29,"CB, RB, CDM",30(3),2718,2,0,4,0,0.5,95.4,1.1,0,6.72,1.0,0.7,0.4,0.3,2.4,0.2,0.8,1,0.3,0.0,0.3,0.0,0.2,0.4,65.2,0.0,1.9,0.0,2.21,-0.21,0.07,18.0,0.12,CB, RB, CDM,,
Théo Sainte-Luce,Montpellier,25,LB,7(2),535,1,1,0,0,0.3,84.4,0.7,0,6.72,1.4,1.1,1.4,0.0,1.1,0.8,0.2,0,0.7,0.9,0.1,0.0,0.4,1.0,22.1,0.3,0.1,0.0,0.5,0.5,0.08,3.0,0.17,LB,,,,
Lucien Agoumé,Troyes,22,CDM,14(1),1097,0,1,6,0,0.6,83.7,2.1,0,6.71,2.8,1.8,2.0,0.1,1.3,1.1,0.3,0,0.8,0.3,0.5,0.1,0.7,0.6,48.7,0.4,2.5,0.1,0.86,-0.86,0.07,9.0,0.1,CDM,,,,
