player_name,team_name,Total_Passes,AccLB,InAccLB,AccSP,InAccSP
Mickaël Alphonse,AC Ajaccio,19.5,1,2.2,12.9,3.4
Moussa Diarra,Toulouse,24.3,0.8,0.8,19.7,3.1
Denis Genreau,Toulouse,15.2,0.4,0.6,11.5,2.8
Rémy Descamps,Nantes,8.5,2.5,2,4,0
Jeff Reine-Adélaïde,Troyes,21.3,0.7,0.7,17,3
João Victor,Nantes,29.2,1.2,2.1,22.2,3.7
Komnen Andric,Clermont Foot,12.5,0.5,0.1,8.9,3
Ruben Aguilar,Monaco,33.8,0.9,1,27.6,4.3
Maxime Busi,Reims,22.9,1.4,1.5,15.8,4.1
Khalil Fayad,Montpellier,13.7,0.5,0.5,11.1,1.6
Dennis Appiah,Nantes,25.1,0.6,1.7,18.5,4.4
Bonke Innocent,Lorient,23,0.7,0.7,19.9,1.8
Erik Palmer-Brown,Troyes,37.5,1.9,2.7,29.9,3.1
Amin Sarr,Lyon,10.5,0.3,0,7.6,2.6
Timothée Pembélé,Paris Saint-Germain,13.4,0,0.4,10.8,2.2
Florent Ogier,Clermont Foot,34.4,2.6,2.9,24.7,4.2
Nordine Kandil,Strasbourg,8,0,0.3,6,1.7
Jérôme Boateng,Lyon,27.8,1.9,2.3,20.5,3.1
Gauthier Hein,Auxerre,18.9,1.5,0.8,14.5,2.2
Azzedine Ounahi,Marseille,13.4,0.4,0,12,1
Arnaud Souquet,Montpellier,8.9,0.3,0.3,6.4,1.8
Thomas Mangani,AC Ajaccio,31.7,3.2,2.5,20.2,5.9
Moussa Dembélé,Lyon,8.2,0.1,0.1,5.9,2.1
Benoît Costil,Auxerre,27.3,8.4,8.9,9.8,0.2
Alexis Beka Beka,Nice,19.8,1.4,0.8,14.7,2.9
Enzo Tchato,Montpellier,20,0.4,1.2,14.9,3.5
Marcus Coco,Nantes,8,0.3,0.3,5.7,1.7
Malang Sarr,Monaco,39.4,3.3,1.6,31.8,2.6
Romain Hamouma,AC Ajaccio,15.8,0.3,0.2,12.6,2.7
Papa Ndiaga Yade,Troyes,19.5,0.6,0.9,14.4,3.6
Farid El Melali,Angers,13.5,0.5,0.8,9.1,3.2
M'Baye Niang,Auxerre,9.5,0.3,0.2,5.8,3.3
Warren Zaïre-Emery,Paris Saint-Germain,22.7,0.2,0.1,20.7,1.7
Gelson Martins,Monaco,13.5,0.2,0.5,10.6,2.2
Mamadou Sakho,Montpellier,30.4,1.1,1.3,25.3,2.7
Julien Le Cardinal,Lens,11.5,0.6,0.3,8.4,2.3
Clément Vidal,AC Ajaccio,29.5,2.8,2.7,20,4
Ibrahim Salah,Rennes,8.6,0.3,0.2,6.6,1.5
Myron Boadu,Monaco,4.7,0,0,3.2,1.5
Youssouf M'Changama,Auxerre,17.3,0.9,1,13.4,2
Mohamed Bayo,Lille,4.7,0.1,0,2.9,1.7
Eliot Matazo,Monaco,21.2,1.5,0.9,15.9,3
Ayoub Amraoui,Nice,22.9,0.6,1,19.9,1.4
Maghnes Akliouche,Monaco,13.9,0.1,0.1,11.5,2.3
Steven Fortès,Lens,3,0,0,1,2
Andy Delort,Nantes,9.8,0.3,0.4,5.3,3.8
Jérémie Bela,Clermont Foot,10.2,0.1,0.2,7.3,2.7
Ismail Jakobs,Monaco,16.1,0.2,1,10.9,3.9
Yanis Cimignani,AC Ajaccio,11.6,0.4,0.6,7.8,2.9
Fallou Fall,Reims,13,1,0,11,1
Kévin Danois,Auxerre,1,0,0,1,0
Carlos Baleba,Lille,15.7,1.3,0.4,11.8,2.2
Sada Thioub,Angers,16.9,0.3,0.3,13.6,2.6
Andreas Bruus,Troyes,17.4,0.6,1.2,12,3.6
Rares Ilie,Nice,14.8,0.5,0.3,11.3,2.8
Kevin Spadanuda,AC Ajaccio,11.3,0.2,0.1,9,2
Sébastien Corchia,Nantes,12.2,0.6,0.5,8.8,2.3
Benjamin Leroy,AC Ajaccio,24.8,7.3,10.4,6.9,0.1
Marcin Bulka,Nice,28,6,6,15.5,0.5
Siriné Doucouré,Lorient,3.8,0,0.1,2.4,1.3
Ismaël Boura,Lens,5.7,0.2,0.3,4.3,0.8
Pablo Sarabia,Paris Saint-Germain,12.1,0.1,0.1,9.9,1.9
Alexis Claude-Maurice,Nice,12,0,0.5,10,1.5
Ibrahim Amadou,Angers,27,1.3,1.7,21.7,2.3
Oliver Zandén,Toulouse,10.8,0.2,0.4,7.2,3
Souleymane Cissé,Clermont Foot,5.5,0,0.5,4,1
Islam Slimani,Brest,22.3,0.6,0.3,15.6,5.8
Charles Traoré,Nantes,15,0.8,1.2,10.8,2.3
Mathieu Coutadeur,AC Ajaccio,43.9,2.9,1.9,34.2,4.8
Riad Nouri,AC Ajaccio,15.9,0.5,0.9,11.3,3.3
Ruan,AC Ajaccio,4.7,0,0,4.3,0.3
Arial Mendy,Clermont Foot,18.6,0.8,1,12.8,4
Taïryk Arconte,Brest,3.8,0,0.3,2.3,1.3
Valère Germain,Montpellier,6.6,0,0.1,4.6,2
Matthis Abline,Auxerre,5.2,0.1,0.3,3.5,1.3
Halid Sabanovic,Angers,15.2,0.6,0.5,11.9,2.2
Lebo Mothiba,Strasbourg,4.9,0,0.1,3.9,0.9
Ado Onaiwu,Toulouse,9.6,0.1,0.1,7.2,2.2
Lukasz Poreba,Lens,13.7,0.3,0.4,11.1,1.9
Matthis Abline,Rennes,1.2,0.1,0,0.5,0.5
Jonas Martin,Lille,18.7,1.1,0.3,14.7,2.6
Ayman Kari,Lorient,14.6,0.4,0,13,1.2
Lois Diony,Angers,12.5,0,0.2,9.6,2.6
Abdoulaye Bamba,Angers,30.9,1.2,1.2,26.2,2.2
Gaëtan Charbonnier,Auxerre,14.5,1,0,12,1.5
Iké Ugbo,Troyes,5.4,0,0,3.8,1.6
Serhou Guirassy,Rennes,8,0,0,8,0
Lorenz Assignon,Rennes,10.7,0.3,0.4,8.7,1.3
Mehdi Puch-Herrantz,AC Ajaccio,7,0.3,0,5.3,1.5
Fábio,Nantes,14.8,0.5,1.7,10.8,1.8
Ismaël Gharbi,Paris Saint-Germain,6,0,0,5.3,0.7
Karol Fila,Strasbourg,18,0,0.5,15.5,2
Tony Strata,AC Ajaccio,10,0.7,1.3,7,1
Cédric Avinel,AC Ajaccio,29.8,1.6,2,23.7,2.5
Theocharis Tsingaras,Toulouse,5,0,0,4,1
Justin-Noel Kalumba,Angers,20.1,0,0.3,17,2.9
Gaël Kakuta,Lens,7.5,0.5,0.5,5.5,1
Amar Fatah,Troyes,10,0,0,6,4
Joe Bryan,Nice,13.8,0,0.2,11.2,2.5
Marin Jakolis,Angers,5,0,0,4,1
Martin Adeline,Reims,8,0.2,0.4,5.4,2
Kyliane Dong,Troyes,7.8,0.3,0.3,5.3,1.8
Flavius Daniliuc,Nice,25,0,0.5,23,1.5
Théo Pellenard,Auxerre,9.5,1,2.5,4.5,1.5
Lohann Doucet,Nantes,8.7,0.7,0.4,6.7,0.9
Qazim Laçi,AC Ajaccio,14.9,1.1,1.1,10.8,1.9
Derek Mazou-Sacko,Troyes,5,1,0,3,1
Antonin Bobichon,Angers,6,0.7,0,3.3,2
Axel Camblan,Brest,3.6,0,0,2.7,0.9
Ousmane Camara,Angers,40,2.4,1.2,34.1,2.2
Adil Aouchiche,Lorient,12.2,0.9,0.3,9.3,1.7
Duje Caleta-Car,Marseille,2,0,0,2,0
Rémy Dugimont,Auxerre,5.5,0.2,0,3.5,1.8
Mohamed Achi,Nantes,10,0.5,0.5,8.5,0.5
Alexis Tibidi,Troyes,7.7,0.3,0.3,6,1
Ben Touré,AC Ajaccio,9,0,0.3,7,1.8
Samuel Koeberlé,Reims,5,0,0,5,0
Yanis Massolin,Clermont Foot,6.5,0.2,0.2,4.8,1.3
Waniss Taïbi,Angers,13.5,0.2,0,11.9,1.4
Chrislain Matsima,Lorient,21.2,0.5,1.7,17.5,1.5
Stredair Appuah,Nantes,5,0.2,0.2,3.6,1
Ivane Chegra,AC Ajaccio,6,0.5,0.2,2.8,2.5
Noah Holm,Reims,5.4,0.1,0.5,3.3,1.5
Félix Lemaréchal,Brest,8.1,0.2,0.1,6.4,1.4
Mamadou Diakhon,Reims,1,0,0,1,0
Ilyés Chétti,Angers,15.7,1,1.3,12.5,0.8
Jean-Mattéo Bahoya,Angers,8,0,0,6.9,1.1
Brandon Baiye,Clermont Foot,4.6,0.3,0.1,3.6,0.6
Eli Kroupi,Lorient,4,0,0,4,0
Marvin Senaya,Strasbourg,4,1,0,3,0
Rémy Labeau-Lascary,Lens,2.6,0.4,0,1.9,0.3
Marlos Moreno,Troyes,2,0,0.5,1.5,0
El Chadaille Bitshiabu,Paris Saint-Germain,35,1.3,0.8,31.2,1.8
Veljko Birmancevic,Toulouse,6,0,0.2,4.1,1.6
Valentin Atangana Edoa,Reims,6.7,0.1,0.3,5.6,0.7
Tristan Dingomé,Troyes,8.8,0.3,0.3,6.4,1.9
Dogan Alemdar,Rennes,21.7,4.5,8.2,9,0
Mohamed Touré,Reims,2,0,0.3,1,0.7
Kaj Sierhuis,Reims,3.9,0.3,0.1,1.9,1.6
Abdoul Kader Bamba,Nantes,7.8,0,0.2,6.8,0.8
Patrick Pentz,Reims,26.6,4.4,9.6,12.4,0.1
Jean Botué,AC Ajaccio,5.9,0,0,4.1,1.8
Hianga'a M'Bock,Brest,4.5,0,0,4,0.5
Naatan Skyttä,Toulouse,5.5,0,0.5,3.5,1.5
Baïla Diallo,Clermont Foot,4.5,0.3,0,3.2,1
Alan Virginius,Lille,4.8,0.1,0,3.7,1
Nathanaël Mbuku,Reims,4.2,0,0,3.7,0.5
Zinédine Ould Khaled,Angers,9,0.3,0,8.3,0.5
Ousmane Camara,Auxerre,2,0,0,2,0
Moussa Soumano,AC Ajaccio,4.6,0.1,0.1,2.9,1.5
Ilyes Housni,Paris Saint-Germain,3,0,0,3,0
Guela Doué,Rennes,5,0,0,4.5,0.5
Béni Makouana,Montpellier,3.9,0,0,1.9,2
Karamoko Dembélé,Brest,4.7,0.1,0.1,3.3,1.1
Sérigné Faye,Montpellier,4,0.5,0,2,1.5
Mamadou Sarr,Lyon,8,0,0,8,0
Florian Chabrolle,AC Ajaccio,19.6,0.1,0.9,17,1.6
Irvin Cardona,Brest,5.6,0.1,0.2,3.2,2.1
Rafik Guitane,Reims,0,0,0,0,0
Thibault Tamas,Montpellier,6,0,0,5,1
Alberth Elis,Brest,4.2,0,0.1,3.2,0.9
El Bilal Touré,Reims,6.7,0,0,5.3,1.3
Jason Berthomier,Clermont Foot,9.5,0,0,9.5,0
Alan Do Marcolino,Rennes,0.7,0,0,0.7,0
Kévin Keben,Toulouse,9.7,0.4,0.1,7.6,1.6
Christopher Wooh,Lens,2,0,0,2,0
Isaak Touré,Marseille,7.6,0.2,0.6,6.2,0.6
Yanis Begraoui,Toulouse,6.3,0.3,0.3,4.3,1.3
Saïd Hamulic,Toulouse,1.5,0.2,0.2,0.8,0.3
Alexandre Letellier,Paris Saint-Germain,4,0,0,4,0
Amine Messoussa,Lille,0,0,0,0,0
Andréa Dacourt,Nice,0,0,0,0,0
Axel Gueguin,Montpellier,2,0,0,1.4,0.6
Mohamed El Arouch,Lyon,1,0,0,1,0
Paolo Lebas,AC Ajaccio,16,0,0,12,4
Romain Salin,Rennes,0,0,0,0,0
Simon Ramet,Lille,0,0,0,0,0
Théo Trinker,Nice,0,0,0,0,0
Danel Dongmo,Troyes,5,0,0,4.5,0.5
Yoann Touzghar,AC Ajaccio,10,0.1,0,7.2,2.7
Adrian Grbic,Lorient,1,0,0,0.5,0.5
Ignatius Ganago,Lens,2.8,0.3,0,2.3,0.3
Adam Buksa,Lens,2.9,0,0,1.9,1
Moussa Djitté,AC Ajaccio,5.3,0.2,0.2,3.8,1.2
Patrick Berg,Lens,6.7,1,0,4.7,1
Anthony Khelifa,AC Ajaccio,6,0.5,0,5,0.5
Dany Jean,Strasbourg,4.5,0,0.5,2,2
Jason Mbock,Angers,2.5,0,0,2,0.5
Salim Ben Seghir,Marseille,2,0,0,2,0
François Mughe,Marseille,0,0,0,0,0
François-Joseph Sollacaro,AC Ajaccio,18.7,2.9,10.3,5.3,0.3
Ouparine Djoco,Clermont Foot,36,4,14,18,0
Mathis Hamdi,Troyes,12.5,0,1,7.5,4
Pedro Mendes,Montpellier,3,0,0,1,2
Léo Jardim,Lille,21,1.8,5.2,14,0
Christian Mawissa,Toulouse,20.5,0.5,0,17.5,2.5
