,Unnamed: 0,player_name,team_name,age,position,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MoM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Was_dribble,Blocks,OwnGoal,key_pass_per_game,dribble_won_per_game,foul_given_game,offside_given_per_game,dispossessed_per_game,turnover_per_game,average_per_pass,corsses_per_game,longpass_per_game,through_ball_per_game,xG,xGDiff,xGPerNinety,totalShots,xGPerShot
28,28,Nabil Bentaleb,,29, M(C),29(1),2492,4,4,5,1,1.4,85.2,1.0,4,7.03,2.5,1.5,1.3,0.1,0.9,0.8,0.4,0,1.1,2.1,1.8,0,1.2,1.5,58.3,0.7,4,0.1,2.9,1.1,0.1,41,0.07
29,29,Przemyslaw Frankowski,,29," D(R),M(CLR)",31(6),2838,5,3,4,0,0.8,82.1,0.3,3,7.03,2.1,1.1,0.9,0.1,0.9,1.1,0.2,0,1.8,0.4,0.5,0.2,0.4,0.8,36.1,1.7,1.4,0,4.28,0.72,0.14,31,0.14
30,30,Ludovic Blas,,26," M(CLR),FW",30(7),2821,7,5,6,0,2.7,85.5,0.5,3,7.01,1.3,0.5,1.6,0,0.2,0.9,0,0,1.3,2.2,1.7,0.1,2.1,2.4,28,0.9,1.6,0,9.89,-2.89,0.32,99,0.1
31,31,Valentin Rongier,,29," D(R),M(C)",34(2),3034,1,2,8,0,0.6,88.5,1.2,1,7.0,2.6,1.5,1.4,0,0.9,1,0.3,0,0.9,0.8,0.8,0,0.8,0.9,58,0.1,2.6,0.1,1.76,-0.76,0.05,22,0.08
32,32,Franck Honorat,,27," M(LR),FW",29(4),2546,6,5,1,0,1.4,75.0,0.4,3,7.0,1.2,0.6,0.7,0,0.5,0.5,0.1,0,2.7,0.5,0.5,0.3,0.6,1.7,24.6,2.2,0.7,0,4.47,1.53,0.16,47,0.1
33,33,Loïs Openda,,24, FW,29(9),2529,21,4,2,0,2.7,71.2,0.3,6,6.99,0.3,0.1,1.1,0,0.2,0.3,0,0,0.6,0.5,1.2,0.6,0.6,1.6,10.6,0.1,0.2,0.1,17.36,3.64,0.62,104,0.17
34,34,Rayan Cherki,,20," AM(CLR),FW",21(13),1874,4,6,3,0,1.8,81.0,0.1,3,6.99,0.4,0.1,0.5,0,0,0.4,0,0,2,2.3,0.9,0.1,1.4,1.9,28.8,0.9,1.5,0.2,4.76,-0.76,0.23,61,0.08
35,35,Pierre Lees-Melou,,30, M(CLR),32,2773,5,5,10,1,1.3,83.9,0.6,3,6.99,3,1.6,1.3,0,1.3,2.1,0.4,0,0.5,0.7,1.5,0,0.6,0.9,44.2,0.2,5.5,0.1,2.01,2.99,0.07,43,0.05
36,36,Hicham Boudaoui,,24, M(CR),22(5),1882,1,2,5,0,0.8,89.7,0.3,0,6.97,2.5,1.3,1.1,0,0.6,0.7,0.2,0,0.9,1.1,1.3,0,0.6,1,44.4,0.2,1.1,0,0.85,0.15,0.04,21,0.04
37,37,Nicolas Pépé,,28," AM(CLR),FW",17(2),1529,6,0,2,0,2.6,83.1,0.4,1,6.96,1.3,0.2,0.7,0,0.1,0.7,0,0,1.5,1.8,1.8,0.3,2.7,2.4,33.6,0.9,0.7,0.1,8.18,-2.18,0.48,49,0.17
38,38,Jonathan Clauss,,31," D(R),M(LR)",32(2),2604,2,9,1,0,1.4,75.8,0.3,2,6.95,1.4,0.9,0.7,0.1,1.1,0.9,0.1,0,1.4,0.9,0.4,0.1,0.5,1.4,33.4,0.9,1.4,0.1,4.05,-2.05,0.14,48,0.08
39,39,Jonathan Gradit,,31, D(CR),33,2830,1,3,7,0,0.2,90.2,1.5,0,6.95,1.9,1.2,0.9,0.3,2.5,0.7,0.8,0,0.4,0.4,1.2,0,0.3,0.5,62.5,0.2,3.1,0.1,0.87,0.13,0.03,5,0.17
40,40,Dante,,40, D(C),37,3300,1,2,6,0,0.6,90.1,2.0,0,6.94,1.9,1.3,1,0.3,3.3,0.6,0.8,0,0.3,0.2,0.5,0,0.2,0.4,71,0,4.2,0.1,1.45,-0.45,0.04,23,0.06
41,41,Yunis Abdelhamid,,36, D(C),37,3330,1,2,6,0,0.9,83.1,2.5,1,6.94,2.2,1.7,1.3,0.6,3.1,0.4,0.7,0,0.4,0.6,0.8,0.1,0.6,0.7,54.3,0,2.9,0,2.99,-1.99,0.08,32,0.09
42,42,Rasmus Nicolaisen,,27, D(C),34,2997,0,2,5,1,0.4,84.3,3.4,1,6.94,1.4,1.5,0.9,0.3,4.4,0.5,1.3,1,0.1,0.3,0.8,0,0.2,0.2,51.7,0,3.6,0,1.21,-1.21,0.04,13,0.09
43,43,Achraf Hakimi,,25," D(LR),M(R)",23(5),2053,5,3,5,2,0.6,90.2,0.3,0,6.94,1.9,0.6,1,0,0.5,1,0.1,0,1.2,1,0.7,0.2,0.8,1,49.8,0.6,0.5,0,2.98,2.02,0.13,18,0.17
44,44,Yehvann Diouf,,24, GK,31,2790,0,0,2,0,0.0,76.4,0.5,2,6.94,0.1,0,0,0,0.7,0.1,0,0,0,0.1,0.3,0,0,0.1,28,0,6.2,0,,,,,
45,45,Kevin Danso,,25, D(C),37,3234,1,2,7,1,0.6,90.1,2.3,2,6.94,1,0.9,1.1,0.7,3.3,0.3,0.9,0,0.3,0.5,1.5,0.1,0.5,0.5,62.9,0,2.6,0,3.13,-2.13,0.09,24,0.13
46,46,Bradley Barcola,,21," AM(LR),FW",15(11),1438,5,8,3,0,1.0,72.4,0.6,3,6.94,1,0.7,0.9,0,0.3,1.2,0,0,1,1.5,0.3,0.3,0.3,1.4,16.9,0.2,0.2,0,4.63,0.37,0.29,27,0.17
47,47,Marco Verratti,,31, M(C),27(2),2206,0,0,10,1,0.3,92.9,0.4,0,6.94,2.6,0.9,1.2,0,0.4,1.8,0.2,0,1.1,1,1.8,0,1.1,0.6,87.5,0.1,2.8,0.2,0.94,-0.94,0.04,8,0.12
48,48,Vanderson,,22," D(R),M(R)",24(7),2220,1,4,3,1,0.8,77.9,0.9,2,6.93,2.7,1.5,1.2,0.1,1,1,0.3,0,0.9,0.9,0.6,0.1,0.7,1.2,35.2,0.7,2.2,0,2.22,-1.22,0.09,26,0.09
49,49,Adrien Thomasson,,30, M(CLR),16(4),1288,5,5,1,0,1.1,80.3,0.6,0,6.92,1.2,0.2,1.1,0,0.8,1.7,0.1,0,1,0.6,0.9,0.3,0.9,1.3,27.1,0.2,0.9,0.1,3.44,1.56,0.24,21,0.16
